year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2015,2,12,26,5,1,4,27,8,2,6,39,45,12,1,1,1,14,4,0,2,19,21,12,4,0,3,13,3,2,4,19,23,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,155,2,4,-262,-24,New Orleans
2016,2,12,31,1,1,15,30,19,0,2,64,66,20,0,0,7,14,2,0,0,23,23,11,1,1,8,13,15,0,2,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,5,160,1,11,-268,-30,New Orleans
2017,2,12,47,6,6,6,28,17,2,12,51,63,17,1,2,4,14,7,0,3,25,28,28,3,3,1,14,9,2,6,24,30,0,0,1,0,0,0,0,1,0,1,2,2,0,1,0,1,0,2,2,4,199,2,14,-266,-28,New Orleans
2018,2,12,58,0,3,3,52,52,4,3,107,110,21,0,0,3,19,13,3,0,35,35,35,0,3,0,27,38,1,3,65,68,0,0,0,0,1,0,0,0,1,1,2,0,0,0,5,1,0,0,6,6,268,1,15,-265,-27,New Orleans
2019,2,12,43,2,2,8,35,24,2,4,67,71,25,1,0,4,15,8,2,1,27,28,15,1,2,4,17,14,0,3,35,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,5,5,178,0,13,-264,-26,New Orleans
2020,2,12,35,3,3,1,29,22,2,6,52,58,19,1,1,0,16,9,0,2,25,27,14,1,2,1,12,12,2,3,25,28,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,1,0,1,1,2,160,2,10,-263,-25,New Orleans
2021,2,12,32,2,2,4,23,23,1,4,50,54,20,2,2,3,12,4,0,4,19,23,10,0,0,1,11,15,1,0,27,27,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,3,0,0,3,3,156,2,10,-268,-30,New Orleans
2022,2,12,33,4,3,4,29,18,4,7,51,58,14,2,2,1,12,8,2,4,21,25,18,2,1,3,14,10,2,3,27,30,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,2,2,137,2,6,-267,-29,New Orleans
2023,2,12,34,4,8,4,42,57,9,12,103,115,15,1,3,1,19,27,4,4,47,51,16,2,5,3,19,27,3,7,49,56,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,3,2,1,7,8,205,1,18,-266,-28,New Orleans
2024,2,12,51,3,4,4,81,26,4,7,111,118,24,1,2,2,28,10,2,3,40,43,25,2,1,2,50,15,1,3,67,70,0,0,1,0,0,1,0,1,1,2,2,0,0,0,3,0,1,0,3,3,247,2,17,-265,-27,New Orleans
2012,3,12,19,1,3,10,35,9,2,4,54,58,10,1,2,6,23,3,2,3,32,35,7,0,1,4,10,5,0,1,19,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,3,188,1,4,-237,1,New Orleans
2013,3,12,26,4,5,5,33,12,3,9,50,59,17,0,2,2,22,4,1,2,28,30,7,3,2,3,10,7,2,5,20,25,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,2,2,4,154,2,7,-236,2,New Orleans
2014,3,12,19,5,2,7,44,8,4,7,59,66,11,0,2,7,31,1,4,2,39,41,6,5,0,0,9,6,0,5,15,20,1,0,0,0,1,0,0,0,1,1,1,0,0,0,3,1,0,0,4,4,197,2,11,-235,3,New Orleans
2015,3,12,34,2,3,9,25,10,1,5,44,49,15,1,1,1,18,5,1,2,24,26,17,1,1,8,7,4,0,2,19,21,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,1,0,1,142,2,5,-234,4,New Orleans
2016,3,12,56,3,1,5,32,20,1,4,57,61,32,1,1,3,13,8,1,2,24,26,20,1,0,2,17,11,0,1,30,31,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,1,3,4,178,1,10,-239,-1,New Orleans
2017,3,12,49,3,3,3,36,10,2,6,49,55,25,1,2,2,15,5,0,3,22,25,22,2,1,0,17,4,1,3,21,24,0,0,0,0,1,0,0,0,1,1,2,0,0,1,3,1,1,0,5,5,177,1,18,-238,0,New Orleans
2018,3,12,46,0,4,4,44,18,1,4,66,70,21,0,3,3,31,2,0,3,36,39,17,0,1,1,10,15,1,1,26,27,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,1,0,0,4,4,194,0,17,-237,1,New Orleans
2019,3,12,43,2,5,0,39,30,3,7,69,76,22,2,4,0,23,8,3,6,31,37,17,0,1,0,13,22,0,1,35,36,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,208,2,11,-236,2,New Orleans
2020,3,12,45,2,5,9,24,15,0,7,48,55,25,1,3,2,12,6,0,4,20,24,17,1,1,5,10,8,0,2,23,25,0,0,0,1,0,0,0,0,1,1,3,0,1,1,2,1,0,1,4,5,153,1,13,-234,4,New Orleans
2021,3,12,43,3,6,3,26,29,3,9,58,67,17,1,1,1,12,19,0,2,32,34,22,2,4,2,10,8,3,6,20,26,0,0,0,0,1,0,0,0,1,1,4,0,1,0,3,2,0,1,5,6,183,2,16,-240,-2,New Orleans
2022,3,12,41,4,1,2,38,33,1,5,73,78,16,2,0,2,19,8,1,2,29,31,20,2,1,0,19,25,0,3,44,47,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,167,2,8,-239,-1,New Orleans
2023,3,12,29,3,3,6,15,33,1,6,54,60,16,0,0,1,8,14,0,0,23,23,10,2,3,4,6,16,0,5,26,31,0,0,0,1,0,2,0,0,3,3,3,1,0,0,1,1,1,1,2,3,131,5,12,-238,0,New Orleans
2024,3,12,34,1,3,3,22,7,0,4,32,36,19,1,0,2,12,2,0,1,16,17,11,0,3,1,9,5,0,3,15,18,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,128,1,9,-236,2,New Orleans
2012,4,12,29,4,4,8,22,12,0,8,42,50,18,3,4,5,15,6,0,7,26,33,8,1,0,3,6,6,0,1,15,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,206,4,17,-206,32,New Orleans
2013,4,12,23,1,2,5,41,12,1,3,58,61,9,0,1,4,28,4,0,1,36,37,12,1,1,1,8,7,0,2,16,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,0,6,6,173,0,15,-205,33,New Orleans
2014,4,12,34,3,9,9,42,16,1,12,67,79,14,0,2,4,25,5,0,2,34,36,17,2,5,3,15,10,0,7,28,35,0,1,0,0,0,0,0,1,0,1,3,0,2,2,2,1,1,2,5,7,199,1,20,-204,34,New Orleans
2015,4,12,23,7,3,5,28,23,0,10,56,66,14,1,1,2,16,10,0,2,28,30,9,6,1,1,11,11,0,7,23,30,0,0,0,0,0,1,0,0,1,1,0,0,1,2,1,1,0,1,4,5,147,1,7,-203,35,New Orleans
2016,4,12,28,3,1,4,21,16,1,4,41,45,15,1,0,4,14,6,1,1,24,25,10,2,1,0,6,9,0,3,15,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,2,2,143,0,9,-208,30,New Orleans
2017,4,12,32,1,6,5,30,13,0,7,48,55,17,1,4,2,19,8,0,5,29,34,14,0,2,3,11,4,0,2,18,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,192,0,8,-207,31,New Orleans
2018,4,12,52,0,2,6,29,12,3,2,47,49,34,0,1,3,21,5,0,1,29,30,17,0,1,3,5,6,2,1,14,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,1,0,3,3,186,2,9,-206,32,New Orleans
2019,4,12,55,2,6,2,36,13,2,8,51,59,28,0,2,0,23,5,0,2,28,30,21,2,2,2,9,6,0,4,17,21,0,0,1,0,0,0,0,1,0,1,6,0,1,0,4,2,2,1,6,7,184,1,17,-205,33,New Orleans
2020,4,12,36,2,1,7,29,19,3,3,55,58,16,2,0,4,20,6,2,2,30,32,18,0,1,2,8,11,1,1,21,22,0,0,0,1,0,1,0,0,2,2,2,0,0,0,1,1,0,0,2,2,132,2,5,-203,35,New Orleans
2021,4,12,50,3,6,6,29,12,1,9,47,56,29,3,4,3,22,6,1,7,31,38,19,0,1,3,4,3,0,1,10,11,0,0,0,0,1,0,0,0,1,1,2,0,1,0,2,3,0,1,5,6,168,1,9,-209,29,New Orleans
2022,4,12,35,2,2,3,27,17,2,4,47,51,20,1,1,1,12,8,1,2,21,23,11,1,1,2,14,8,1,2,24,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,2,2,129,0,9,-208,30,New Orleans
2023,4,12,36,5,3,8,31,48,1,8,87,95,14,3,2,4,16,11,1,5,31,36,18,2,1,4,13,35,0,3,52,55,0,0,0,0,1,0,0,0,1,1,4,0,0,0,1,2,0,0,3,3,186,1,11,-207,31,New Orleans
2024,4,12,41,2,5,5,28,14,1,7,47,54,26,0,3,2,12,2,0,3,16,19,12,2,1,2,13,12,1,3,27,30,0,0,0,0,1,0,0,0,1,1,3,0,1,1,2,0,0,1,3,4,146,1,8,-205,33,New Orleans
2012,5,12,28,4,4,8,41,14,1,8,63,71,13,0,2,4,25,4,0,2,33,35,12,4,2,3,14,9,1,6,26,32,1,0,0,0,1,0,0,0,1,1,2,0,0,1,1,1,0,0,3,3,188,2,14,-176,62,New Orleans
2013,5,12,44,6,4,4,31,11,2,10,46,56,19,1,3,4,23,5,1,4,32,36,16,3,1,0,6,5,1,4,11,15,1,0,0,0,1,1,0,0,2,2,8,2,0,0,1,0,0,2,1,3,152,3,15,-175,63,New Orleans
2014,5,12,44,2,6,16,33,15,2,8,64,72,25,0,3,14,27,8,1,3,49,52,17,2,3,2,5,7,1,5,14,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,233,1,8,-174,64,New Orleans
2015,5,12,34,1,7,11,25,16,1,8,52,60,13,0,4,8,17,5,1,4,30,34,14,1,3,2,7,11,0,4,20,24,1,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,2,2,174,1,13,-173,65,New Orleans
2016,5,12,37,2,3,9,31,10,2,5,50,55,23,0,2,7,22,4,1,2,33,35,14,2,1,1,8,5,1,3,14,17,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,2,154,1,8,-178,60,New Orleans
2017,5,12,51,5,5,7,18,15,3,10,40,50,32,1,2,3,8,5,1,3,16,19,18,4,2,4,9,10,2,6,23,29,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,160,1,7,-177,61,New Orleans
2018,5,12,53,5,3,6,28,17,2,8,51,59,30,0,3,3,17,8,0,3,28,31,21,4,0,3,10,6,2,4,19,23,0,1,0,0,1,1,0,1,2,3,2,0,0,0,0,2,0,0,2,2,179,4,14,-176,62,New Orleans
2019,5,12,50,0,8,13,32,61,5,8,106,114,24,0,3,4,22,22,3,3,48,51,21,0,5,8,9,36,2,5,53,58,1,0,0,1,0,0,0,0,1,1,4,0,0,0,1,3,0,0,4,4,225,2,11,-175,63,New Orleans
2020,5,12,40,1,7,3,32,13,2,8,48,56,25,0,4,0,24,5,1,4,29,33,13,1,3,3,7,8,1,4,18,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,163,0,10,-173,65,New Orleans
2021,5,12,37,1,6,2,19,31,4,7,52,59,19,1,4,0,11,20,2,5,31,36,13,0,2,2,4,9,1,2,15,17,0,0,0,0,2,2,0,0,4,4,5,0,0,0,2,0,1,0,2,2,160,4,12,-179,59,New Orleans
2022,5,12,45,1,5,5,24,23,2,6,52,58,32,0,1,4,19,10,1,1,33,34,8,1,1,1,4,11,1,2,16,18,0,0,0,0,0,2,0,0,2,2,5,0,3,0,1,0,0,3,1,4,154,3,10,-178,60,New Orleans
2023,5,12,42,2,6,11,27,36,2,8,74,82,22,2,2,6,14,7,2,4,27,31,13,0,2,3,12,25,0,2,40,42,1,0,0,1,0,2,0,0,3,3,6,0,2,1,1,2,0,2,4,6,173,4,17,-177,61,New Orleans
2024,5,12,51,0,7,1,35,14,1,7,50,57,24,0,4,1,17,2,1,4,20,24,21,0,2,0,17,11,0,2,28,30,1,0,0,0,1,0,0,0,1,1,5,0,1,0,0,1,0,1,1,2,150,3,12,-175,63,New Orleans
2012,6,12,26,3,0,10,23,13,3,3,46,49,14,3,0,7,14,5,1,3,26,29,9,0,0,3,8,7,0,0,18,18,0,0,0,0,0,1,0,0,1,1,3,0,0,0,1,0,2,0,1,1,228,1,13,-145,93,New Orleans
2013,6,12,38,5,1,10,38,17,0,6,65,71,25,2,1,6,30,9,0,3,45,48,11,3,0,3,7,8,0,3,18,21,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,2,217,0,8,-144,94,New Orleans
2014,6,12,28,7,5,11,34,11,1,12,56,68,16,4,3,5,24,2,1,7,31,38,11,2,2,6,9,8,0,4,23,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,2,3,182,0,6,-143,95,New Orleans
2015,6,12,22,2,3,2,28,6,0,5,36,41,13,2,3,2,16,3,0,5,21,26,8,0,0,0,10,3,0,0,13,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,125,0,9,-142,96,New Orleans
2016,6,12,35,2,5,6,39,28,2,7,73,80,21,1,3,2,27,13,0,4,42,46,12,1,1,4,8,12,1,2,24,26,0,0,0,0,0,1,0,0,1,1,2,0,1,0,4,2,1,1,6,7,173,2,16,-147,91,New Orleans
2017,6,12,41,1,6,10,31,21,2,7,62,69,23,1,5,6,18,9,0,6,33,39,16,0,1,2,9,11,0,1,22,23,0,0,0,0,0,1,0,0,1,1,2,0,0,2,4,0,2,0,6,6,157,1,12,-146,92,New Orleans
2018,6,12,48,1,3,2,33,20,3,4,55,59,32,0,0,1,25,11,2,0,37,37,16,1,1,1,6,8,1,2,15,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,3,5,204,0,15,-145,93,New Orleans
2019,6,12,56,4,1,4,47,13,3,5,64,69,35,2,0,3,33,8,2,2,44,46,20,1,1,1,13,4,1,2,18,20,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,2,2,213,1,12,-144,94,New Orleans
2020,6,12,40,3,4,9,13,28,1,7,50,57,24,1,0,7,10,14,1,1,31,32,13,2,3,2,3,13,0,5,18,23,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,2,146,1,6,-142,96,New Orleans
2021,6,12,51,4,9,1,32,28,4,13,61,74,32,3,6,1,16,11,1,9,28,37,16,0,2,0,12,16,2,2,28,30,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,1,1,2,5,7,195,1,12,-148,90,New Orleans
2022,6,12,46,3,5,5,27,23,3,8,55,63,27,1,4,3,13,10,1,5,26,31,13,2,1,1,12,11,2,3,24,27,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,2,0,0,5,5,160,0,12,-147,91,New Orleans
2023,6,12,28,1,3,3,35,27,3,4,65,69,19,0,1,2,25,7,2,1,34,35,7,1,1,1,8,17,0,2,26,28,0,0,0,0,0,1,1,0,1,1,2,0,1,0,2,2,0,1,4,5,145,2,9,-146,92,New Orleans
2024,6,12,35,0,8,1,23,8,4,8,32,40,17,0,6,1,17,3,2,6,21,27,13,0,2,0,6,4,1,2,10,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,1,134,0,10,-144,94,New Orleans
2012,7,12,34,2,3,19,36,10,1,5,65,70,17,0,1,12,29,4,1,1,45,46,11,2,2,7,5,6,0,4,18,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,2,2,244,1,16,-115,123,New Orleans
2013,7,12,33,1,1,8,36,9,2,2,53,55,16,1,1,4,28,4,1,2,36,38,14,0,0,4,8,5,1,0,17,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,174,2,8,-114,124,New Orleans
2014,7,12,31,1,4,11,29,15,0,5,55,60,15,0,3,6,12,7,0,3,25,28,12,1,1,5,12,8,0,2,25,27,0,0,0,0,1,0,0,0,1,1,4,0,0,0,4,0,0,0,4,4,172,2,9,-113,125,New Orleans
2015,7,12,20,1,2,4,24,15,0,3,43,46,15,0,1,4,18,6,0,1,28,29,4,0,1,0,6,7,0,1,13,14,0,1,0,0,0,1,0,1,1,2,1,0,0,0,0,1,0,0,1,1,120,2,3,-112,126,New Orleans
2016,7,12,32,5,3,7,21,15,1,8,43,51,19,1,2,5,19,7,1,3,31,34,10,2,1,2,2,7,0,3,11,14,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,2,1,3,138,0,12,-117,121,New Orleans
2017,7,12,47,4,3,5,41,12,3,7,58,65,29,3,2,4,28,5,2,5,37,42,15,1,1,1,8,5,0,2,14,16,0,0,0,0,1,1,0,0,2,2,3,0,0,0,4,1,1,0,5,5,183,4,13,-116,122,New Orleans
2018,7,12,56,1,4,8,34,13,0,5,55,60,35,0,1,6,26,6,0,1,38,39,13,1,1,2,8,7,0,2,17,19,0,0,1,0,0,0,0,1,0,1,8,0,1,0,0,0,0,1,0,1,193,1,13,-115,123,New Orleans
2019,7,12,35,1,4,9,21,19,0,5,49,54,27,0,4,2,15,4,0,4,21,25,6,1,0,7,5,14,0,1,26,27,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,1,1,120,2,5,-114,124,New Orleans
2020,7,12,51,1,3,5,20,14,2,4,39,43,21,0,1,3,15,6,0,1,24,25,21,1,1,2,5,6,2,2,13,15,2,0,0,0,0,2,0,0,2,2,7,0,1,0,0,0,0,1,0,1,151,4,12,-112,126,New Orleans
2021,7,12,45,2,9,3,14,16,3,11,33,44,21,1,4,2,10,6,2,5,18,23,20,1,5,1,3,8,0,6,12,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,1,0,3,3,132,0,10,-118,120,New Orleans
2022,7,12,32,2,7,4,18,33,0,9,55,64,18,0,6,2,15,16,0,6,33,39,14,1,1,1,2,16,0,2,19,21,0,0,0,1,1,0,0,0,2,2,0,1,0,0,0,1,0,1,1,2,147,2,3,-117,121,New Orleans
2023,7,12,29,0,4,8,18,19,1,4,45,49,16,0,2,2,14,6,1,2,22,24,12,0,1,5,4,12,0,1,21,22,0,0,1,0,0,1,0,1,1,2,1,0,0,1,0,0,0,0,1,1,133,2,6,-116,122,New Orleans
2024,7,12,43,2,1,6,27,8,1,3,41,44,26,2,1,4,22,4,1,3,30,33,12,0,0,1,5,4,0,0,10,10,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,124,0,10,-114,124,New Orleans
2012,8,12,35,7,5,10,27,21,1,12,58,70,20,0,4,3,17,10,1,4,30,34,15,6,1,6,10,11,0,7,27,34,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,207,3,9,-84,154,New Orleans
2013,8,12,30,2,1,13,29,15,0,3,57,60,18,1,1,7,22,5,0,2,34,36,10,1,0,4,2,9,0,1,15,16,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,1,0,0,8,8,197,1,13,-83,155,New Orleans
2014,8,12,28,0,2,15,33,20,1,2,68,70,16,0,1,8,24,12,0,1,44,45,11,0,1,6,9,8,1,1,23,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,178,2,12,-82,156,New Orleans
2015,8,12,39,3,3,8,25,7,0,6,40,46,22,2,3,1,19,5,0,5,25,30,12,1,0,7,5,2,0,1,14,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,154,0,9,-81,157,New Orleans
2016,8,12,35,5,3,9,24,9,2,8,42,50,24,0,1,8,11,2,0,1,21,22,8,5,1,1,12,5,2,6,18,24,0,0,1,0,0,0,0,1,0,1,3,0,0,0,1,2,0,0,3,3,134,2,6,-86,152,New Orleans
2017,8,12,48,6,6,4,41,12,3,12,57,69,21,3,3,3,24,5,0,6,32,38,23,2,3,1,15,7,2,5,23,28,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,1,1,2,3,210,0,17,-85,153,New Orleans
2018,8,12,56,1,3,6,37,17,3,4,60,64,30,0,3,3,26,6,1,3,35,38,22,0,0,3,11,10,1,0,24,24,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,1,1,2,200,0,14,-84,154,New Orleans
2019,8,12,40,2,6,6,34,26,0,8,66,74,25,0,2,4,23,11,0,2,38,40,12,2,3,2,9,15,0,5,26,31,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,2,3,204,1,10,-83,155,New Orleans
2020,8,12,59,3,8,3,30,32,0,11,65,76,39,2,6,0,25,11,0,8,36,44,14,1,1,3,4,19,0,2,26,28,1,0,0,0,0,0,0,0,0,0,5,0,1,0,1,2,0,1,3,4,186,1,13,-81,157,New Orleans
2021,8,12,42,6,5,7,20,14,1,11,41,52,24,3,4,4,14,5,0,7,23,30,14,3,0,1,5,9,0,3,15,18,0,0,0,1,0,0,0,0,1,1,4,0,1,1,1,0,1,1,2,3,153,1,14,-87,151,New Orleans
2022,8,12,42,4,5,6,28,16,2,9,50,59,30,1,1,2,13,3,0,2,18,20,11,3,2,4,14,12,1,5,30,35,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,2,2,4,157,0,11,-86,152,New Orleans
2023,8,12,34,1,5,6,39,21,3,6,66,72,17,0,1,1,18,13,1,1,32,33,12,0,3,5,19,7,2,3,31,34,1,0,0,0,1,0,0,0,1,1,4,1,1,0,1,1,0,2,2,4,157,2,11,-85,153,New Orleans
2024,8,12,47,2,2,3,31,9,1,4,43,47,22,2,2,1,22,4,0,4,27,31,21,0,0,1,9,5,1,0,15,15,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,154,1,7,-83,155,New Orleans
2012,9,12,23,0,3,9,27,11,0,3,47,50,18,0,2,6,19,4,0,2,29,31,4,0,1,2,8,7,0,1,17,18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,148,1,8,-53,185,New Orleans
2013,9,12,35,3,3,8,32,7,3,6,47,53,20,3,0,7,19,5,2,3,31,34,9,0,1,1,11,2,1,1,14,15,1,0,0,0,1,0,0,0,1,1,5,0,2,0,1,0,0,2,1,3,183,2,13,-52,186,New Orleans
2014,9,12,35,6,1,9,26,13,1,7,48,55,18,3,0,5,10,5,0,3,20,23,13,3,1,2,16,8,1,4,26,30,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,2,172,1,7,-51,187,New Orleans
2015,9,12,26,4,1,2,30,17,1,5,49,54,16,2,1,1,16,7,0,3,24,27,7,2,0,1,11,10,1,2,22,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,132,0,10,-50,188,New Orleans
2016,9,12,40,4,1,10,25,17,0,5,52,57,16,2,1,6,16,8,0,3,30,33,18,2,0,4,7,9,0,2,20,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,2,2,156,0,11,-55,183,New Orleans
2017,9,12,35,1,3,4,32,15,1,4,51,55,20,0,1,1,20,10,1,1,31,32,13,1,2,3,12,4,0,3,19,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,181,1,8,-54,184,New Orleans
2018,9,12,37,1,0,7,32,9,1,1,48,49,23,0,0,5,19,3,0,0,27,27,12,0,0,2,12,5,0,0,19,19,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,2,3,161,0,9,-53,185,New Orleans
2019,9,12,47,1,4,7,34,12,0,5,53,58,33,0,2,5,26,3,0,2,34,36,10,1,1,2,7,9,0,2,18,20,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,1,2,181,1,6,-52,186,New Orleans
2020,9,12,46,2,3,3,13,21,1,5,37,42,27,1,2,1,9,8,0,3,18,21,17,0,1,1,3,13,1,1,17,18,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,3,139,2,8,-50,188,New Orleans
2021,9,12,48,3,1,12,11,31,3,4,54,58,29,1,0,7,6,10,2,1,23,24,16,2,1,4,5,18,1,3,27,30,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,4,4,158,0,9,-56,182,New Orleans
2022,9,12,26,3,2,6,26,30,3,5,62,67,15,1,1,3,18,14,1,2,35,37,10,1,1,3,8,15,2,2,26,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,150,2,6,-55,183,New Orleans
2023,9,12,28,0,1,4,28,25,2,1,57,58,15,0,1,1,19,9,0,1,29,30,11,0,0,3,7,13,1,0,23,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,1,0,5,5,131,1,11,-54,184,New Orleans
2024,9,12,43,1,4,6,21,20,2,5,47,52,26,1,3,3,15,11,2,4,29,33,12,0,1,3,4,9,0,1,16,17,1,0,0,0,1,0,0,0,1,1,4,0,0,0,1,0,0,0,1,1,139,2,6,-52,186,New Orleans
2012,10,12,24,1,0,8,30,10,1,1,48,49,14,1,0,6,14,3,0,1,23,24,8,0,0,2,11,7,1,0,20,20,0,0,0,0,1,0,0,0,1,1,2,0,0,0,4,0,0,0,4,4,194,1,11,-23,215,New Orleans
2013,10,12,24,1,4,13,38,5,0,5,56,61,7,0,2,7,19,3,0,2,29,31,14,1,0,6,17,2,0,1,25,26,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,2,2,4,160,0,12,-22,216,New Orleans
2014,10,12,28,6,2,6,27,11,1,8,44,52,18,2,1,2,11,3,1,3,16,19,7,4,0,4,13,7,0,4,24,28,2,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,4,5,123,2,8,-21,217,New Orleans
2015,10,12,31,2,4,11,31,9,2,6,51,57,18,0,2,5,20,3,0,2,28,30,11,2,2,5,10,6,1,4,21,25,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,2,2,174,1,18,-20,218,New Orleans
2016,10,12,32,4,5,2,32,14,1,9,48,57,21,1,2,1,19,8,0,3,28,31,9,3,3,1,11,5,0,6,17,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,3,3,144,0,11,-25,213,New Orleans
2017,10,12,46,1,4,4,39,16,2,5,59,64,26,0,2,1,21,7,1,2,29,31,18,1,2,2,16,7,1,3,25,28,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,5,5,181,4,10,-24,214,New Orleans
2018,10,12,34,1,0,3,42,18,2,1,63,64,14,0,0,0,22,4,1,0,26,26,15,1,0,2,18,10,1,1,30,31,0,0,0,0,2,0,0,0,2,2,5,0,0,1,0,4,0,0,5,5,180,3,12,-23,215,New Orleans
