year,month,day,calls_disorder,calls_behavior,calls_traffic,calls_gun,calls_robbery,calls_burglary,calls_aggravated_assault,calls_theft,calls_mv_theft,calls_violent,calls_property,calls_index,calls_disorder_day,calls_behavior_day,calls_traffic_day,calls_gun_day,calls_robbery_day,calls_burglary_day,calls_aggravated_assault_day,calls_theft_day,calls_mv_theft_day,calls_violent_day,calls_property_day,calls_index_day,calls_disorder_night,calls_behavior_night,calls_traffic_night,calls_gun_night,calls_robbery_night,calls_burglary_night,calls_aggravated_assault_night,calls_theft_night,calls_mv_theft_night,calls_violent_night,calls_property_night,calls_index_night,calls_disorder_is_sunrise,calls_behavior_is_sunrise,calls_traffic_is_sunrise,calls_gun_is_sunrise,calls_robbery_is_sunrise,calls_burglary_is_sunrise,calls_aggravated_assault_is_sunrise,calls_theft_is_sunrise,calls_mv_theft_is_sunrise,calls_violent_is_sunrise,calls_property_is_sunrise,calls_index_is_sunrise,calls_disorder_is_sunset,calls_behavior_is_sunset,calls_traffic_is_sunset,calls_gun_is_sunset,calls_robbery_is_sunset,calls_burglary_is_sunset,calls_aggravated_assault_is_sunset,calls_theft_is_sunset,calls_mv_theft_is_sunset,calls_violent_is_sunset,calls_property_is_sunset,calls_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city,date
2018,1,16,39,30,14,1,0,5,2,11,7,2,23,25,15,23,7,0,0,2,0,6,0,0,8,8,17,5,6,1,0,3,2,4,6,2,13,15,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,1,1,0,2,2,452,11,28,-292,-54,Hartford,2018-01-16
2019,1,16,28,56,16,2,1,1,0,5,2,1,8,9,13,35,11,0,0,1,0,2,0,0,3,3,10,19,2,2,1,0,0,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,1,1,0,2,2,817,8,88,-291,-53,Hartford,2019-01-16
2020,1,16,38,44,12,0,0,2,0,14,3,0,19,19,15,13,7,0,0,1,0,10,0,0,11,11,19,24,3,0,0,1,0,2,3,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,4,6,2,0,0,0,0,2,0,0,2,2,734,5,61,-290,-52,Hartford,2020-01-16
2021,1,16,39,29,14,3,0,0,0,7,2,0,9,9,15,9,5,0,0,0,0,4,2,0,6,6,22,16,7,3,0,0,0,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,662,6,90,-295,-57,Hartford,2021-01-16
2022,1,16,32,11,8,11,0,1,0,7,3,0,11,11,11,5,3,3,0,0,0,3,1,0,4,4,19,6,4,8,0,1,0,3,1,0,5,5,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,1,0,0,1,1,235,6,16,-294,-56,Hartford,2022-01-16
2023,1,16,16,26,11,11,1,1,0,13,8,1,22,23,6,15,1,0,0,1,0,11,3,0,15,15,9,11,7,11,1,0,0,0,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,1,0,3,3,292,2,21,-293,-55,Hartford,2023-01-16
2024,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-01-16
2012,2,16,38,42,20,0,1,1,0,9,1,1,11,12,18,17,10,0,0,0,0,6,1,0,7,7,12,24,5,0,1,1,0,3,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,7,1,5,0,0,0,0,0,0,0,0,0,611,2,43,-262,-24,Hartford,2012-02-16
2013,2,16,57,27,8,2,0,1,0,8,3,0,12,12,16,9,5,0,0,0,0,4,2,0,6,6,35,16,3,2,0,1,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,1,0,2,2,561,0,45,-260,-22,Hartford,2013-02-16
2014,2,16,39,27,22,0,0,2,1,15,1,1,18,19,15,11,16,0,0,1,1,10,1,1,12,13,22,14,5,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,2,2,444,2,30,-259,-21,Hartford,2014-02-16
2015,2,16,25,20,19,0,0,0,0,9,4,0,13,13,16,15,12,0,0,0,0,6,1,0,7,7,8,5,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,3,3,444,4,27,-258,-20,Hartford,2015-02-16
2016,2,16,39,22,15,1,0,5,2,13,3,2,21,23,22,12,11,0,0,5,1,9,2,1,16,17,14,10,2,1,0,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,1,0,3,3,509,3,52,-264,-26,Hartford,2016-02-16
2017,2,16,41,27,31,1,0,2,0,8,1,0,11,11,23,13,21,0,0,2,0,4,0,0,6,6,17,10,2,1,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,0,0,0,0,1,1,0,2,2,616,7,66,-262,-24,Hartford,2017-02-16
2018,2,16,54,41,16,3,0,1,0,6,8,0,15,15,21,26,12,0,0,0,0,5,8,0,13,13,26,13,2,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,1,0,0,0,0,1,1,651,8,41,-261,-23,Hartford,2018-02-16
2019,2,16,31,44,13,7,0,1,3,10,3,3,14,17,9,17,6,1,0,1,0,8,1,0,10,10,19,25,7,6,0,0,3,1,2,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,1,1,623,3,72,-260,-22,Hartford,2019-02-16
2020,2,16,29,16,17,5,0,1,2,6,2,2,9,11,11,6,7,0,0,1,0,3,0,0,4,4,18,8,8,5,0,0,2,2,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,2,2,481,3,43,-259,-21,Hartford,2020-02-16
2021,2,16,19,22,19,10,0,0,0,7,0,0,7,7,6,11,12,1,0,0,0,5,0,0,5,5,11,8,5,9,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,1,0,0,1,1,731,1,89,-264,-26,Hartford,2021-02-16
2022,2,16,31,25,15,15,0,1,3,15,5,3,21,24,17,16,7,0,0,1,1,13,2,1,16,17,11,8,7,7,0,0,2,1,3,2,4,6,1,0,0,0,0,0,0,1,0,0,1,1,2,1,1,8,0,0,0,0,0,0,0,0,367,3,35,-263,-25,Hartford,2022-02-16
2023,2,16,37,40,17,11,0,2,2,15,7,2,24,26,19,30,13,4,0,2,2,10,7,2,19,21,15,6,3,7,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,1,0,0,1,1,530,1,48,-262,-24,Hartford,2023-02-16
2024,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-02-16
2012,3,16,47,67,16,0,1,1,1,13,5,2,19,21,22,29,10,0,0,1,0,8,3,0,12,12,21,32,5,0,1,0,1,5,1,2,6,8,0,1,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,1,0,1,1,719,8,60,-233,5,Hartford,2012-03-16
2013,3,16,57,39,14,8,0,1,1,13,1,1,15,16,16,23,4,2,0,0,1,9,1,1,10,11,38,13,8,6,0,1,0,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,3,0,0,3,3,644,7,43,-232,6,Hartford,2013-03-16
2014,3,16,60,9,6,1,1,1,1,8,4,2,13,15,20,6,1,0,0,1,0,5,2,0,8,8,34,3,5,1,1,0,1,3,1,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,1,453,3,22,-231,7,Hartford,2014-03-16
2015,3,16,56,28,14,1,0,4,0,12,2,0,18,18,32,20,12,0,0,3,0,10,2,0,15,15,16,8,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,8,0,0,0,0,0,0,1,0,0,1,1,596,5,33,-230,8,Hartford,2015-03-16
2016,3,16,45,26,18,3,3,2,1,13,1,4,16,20,31,19,11,2,2,1,0,10,0,2,11,13,8,6,5,1,0,1,1,3,1,1,5,6,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,1,0,1,609,10,38,-235,3,Hartford,2016-03-16
2017,3,16,50,29,30,1,0,1,0,10,2,0,13,13,31,23,18,0,0,1,0,8,1,0,10,10,13,4,8,1,0,0,0,1,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,1,0,0,1,1,640,9,62,-234,4,Hartford,2017-03-16
2018,3,16,43,34,19,2,0,2,0,11,3,0,16,16,18,17,16,0,0,1,0,9,2,0,12,12,22,15,2,2,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,2,2,592,6,52,-233,5,Hartford,2018-03-16
2019,3,16,43,30,17,10,0,0,0,7,1,0,8,8,9,10,11,1,0,0,0,6,0,0,6,6,28,16,6,9,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,616,2,58,-232,6,Hartford,2019-03-16
2020,3,16,28,19,8,3,0,2,1,8,1,1,11,12,17,13,5,2,0,1,1,8,1,1,10,11,8,5,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,760,0,48,-230,8,Hartford,2020-03-16
2021,3,16,29,45,11,1,0,0,0,2,2,0,4,4,16,30,8,0,0,0,0,2,0,0,2,2,12,13,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,850,4,87,-236,2,Hartford,2021-03-16
2022,3,16,39,24,16,11,0,1,1,10,4,1,15,16,18,12,16,6,0,0,0,9,2,0,11,11,18,6,0,4,0,1,1,0,2,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,1,0,0,1,1,387,5,17,-235,3,Hartford,2022-03-16
2023,3,16,34,40,29,11,0,3,0,11,2,0,16,16,15,25,18,5,0,3,0,9,1,0,13,13,16,12,2,5,0,0,0,2,1,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,2,3,8,1,0,0,0,0,0,0,0,0,585,6,43,-234,4,Hartford,2023-03-16
2024,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-03-16
2012,4,16,56,57,21,4,1,2,1,20,6,2,28,30,28,32,16,2,1,2,1,14,5,2,21,23,20,20,1,1,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,1,0,0,0,3,0,0,3,3,709,4,62,-202,36,Hartford,2012-04-16
2013,4,16,48,70,21,2,0,2,0,19,0,0,21,21,40,50,20,1,0,2,0,17,0,0,19,19,6,14,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,884,0,62,-201,37,Hartford,2013-04-16
2014,4,16,35,36,24,0,2,3,1,15,1,3,19,22,24,31,23,0,0,3,1,12,1,1,16,17,9,2,0,0,2,0,0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,1,0,0,1,1,740,3,38,-200,38,Hartford,2014-04-16
2015,4,16,44,48,10,3,3,4,0,21,9,3,34,37,25,33,6,2,1,4,0,18,2,1,24,25,11,10,3,1,2,0,0,2,7,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,0,0,0,1,0,0,1,1,646,1,33,-199,39,Hartford,2015-04-16
2016,4,16,56,25,16,3,1,1,1,10,3,2,14,16,21,12,10,0,0,1,0,8,2,0,11,11,29,12,4,2,1,0,1,1,1,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,1,0,0,1,1,495,3,38,-204,34,Hartford,2016-04-16
2017,4,16,53,19,11,4,2,1,1,6,1,3,8,11,18,11,6,1,2,1,0,5,1,2,7,9,28,5,3,3,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,474,6,41,-203,35,Hartford,2017-04-16
2018,4,16,24,21,20,3,1,3,0,16,6,1,25,26,18,15,16,3,1,2,0,12,5,1,19,20,5,2,1,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,2,1,0,3,3,491,3,35,-202,36,Hartford,2018-04-16
2019,4,16,41,47,19,3,0,0,2,6,4,2,10,12,30,38,15,0,0,0,1,6,4,1,10,11,7,6,4,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,839,2,79,-201,37,Hartford,2019-04-16
2020,4,16,29,39,5,9,0,3,2,4,1,2,8,10,19,26,2,0,0,1,1,3,1,1,5,6,9,11,3,9,0,1,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,826,3,70,-199,39,Hartford,2020-04-16
2021,4,16,30,40,16,5,0,1,0,2,2,0,5,5,17,24,11,1,0,0,0,1,1,0,2,2,12,11,4,4,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,1,1,1,5,1,0,0,0,0,0,0,0,0,0,759,6,64,-205,33,Hartford,2021-04-16
2022,4,16,41,32,25,7,0,4,5,4,5,5,13,18,20,16,13,2,0,2,1,4,3,1,9,10,16,13,8,4,0,2,4,0,2,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,1,0,0,0,0,0,0,0,0,383,1,34,-204,34,Hartford,2022-04-16
2023,4,16,42,22,12,25,0,2,2,11,11,2,24,26,18,12,7,11,0,1,1,9,8,1,18,19,24,8,4,11,0,0,0,1,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,1,1,0,1,2,3,306,2,27,-203,35,Hartford,2023-04-16
2024,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-04-16
2012,5,16,49,67,27,6,1,5,0,6,6,1,17,18,24,56,25,2,0,3,0,6,5,0,14,14,16,8,2,3,1,2,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,0,0,0,0,0,0,0,736,7,60,-172,66,Hartford,2012-05-16
2013,5,16,57,32,21,5,1,1,0,23,5,1,29,30,40,20,20,0,1,1,0,18,3,1,22,23,6,9,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,0,0,0,4,2,0,6,6,703,4,74,-171,67,Hartford,2013-05-16
2014,5,16,46,56,28,3,1,8,0,12,3,1,23,24,29,40,21,1,0,4,0,11,3,0,18,18,10,10,3,1,1,4,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,6,6,4,1,0,0,0,1,0,0,1,1,710,4,65,-170,68,Hartford,2014-05-16
2015,5,16,55,35,11,7,1,3,1,18,4,2,25,27,19,21,7,0,0,1,0,13,4,0,18,18,30,12,1,5,1,2,0,3,0,1,5,6,0,0,1,1,0,0,0,0,0,0,0,0,6,2,2,1,0,0,1,2,0,1,2,3,475,6,43,-169,69,Hartford,2015-05-16
2016,5,16,29,48,35,1,1,5,1,7,2,2,14,16,25,37,32,0,0,4,1,7,2,1,13,14,2,7,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,1,1,2,670,8,41,-174,64,Hartford,2016-05-16
2017,5,16,48,48,31,2,1,1,0,16,2,1,19,20,35,32,24,0,0,1,0,12,1,0,14,14,11,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,0,1,0,0,4,1,1,5,6,580,0,51,-173,65,Hartford,2017-05-16
2018,5,16,43,43,19,4,2,1,1,12,4,3,17,20,35,37,18,2,1,1,0,8,3,1,12,13,7,4,0,2,1,0,1,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,1,0,3,3,446,3,26,-172,66,Hartford,2018-05-16
2019,5,16,60,70,19,3,0,0,0,11,3,0,14,14,37,46,18,1,0,0,0,9,2,0,11,11,17,16,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,1,0,0,0,1,1,0,2,2,825,4,108,-171,67,Hartford,2019-05-16
2020,5,16,37,46,16,6,0,0,1,3,3,1,6,7,20,28,8,1,0,0,0,2,3,0,5,5,11,13,6,3,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,2,0,0,0,0,0,0,0,0,984,7,74,-169,69,Hartford,2020-05-16
2021,5,16,88,23,29,27,0,3,7,9,12,7,24,31,38,9,14,8,0,1,2,7,6,2,14,16,39,9,10,17,0,2,3,2,5,3,9,12,2,3,0,0,0,0,0,0,1,0,1,1,9,2,5,2,0,0,2,0,0,2,0,2,358,6,35,-175,63,Hartford,2021-05-16
2022,5,16,42,22,18,14,0,1,1,16,7,1,24,25,24,16,17,0,0,1,0,16,4,0,21,21,13,3,0,14,0,0,1,0,2,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,1,0,1,1,456,5,24,-174,64,Hartford,2022-05-16
2023,5,16,34,33,15,7,0,2,1,10,3,1,15,16,21,23,15,5,0,2,1,9,1,1,12,13,6,8,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,1,1,0,2,2,425,3,39,-173,65,Hartford,2023-05-16
2024,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-05-16
2012,6,16,87,46,9,15,2,4,4,30,6,6,40,46,37,25,6,7,0,3,3,28,6,3,37,40,30,13,1,5,2,0,1,1,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,20,8,2,3,0,1,0,1,0,0,2,2,617,7,79,-141,97,Hartford,2012-06-16
2013,6,16,92,56,18,16,1,3,9,12,1,10,16,26,42,33,11,3,0,3,1,11,1,1,15,16,26,12,6,8,1,0,8,1,0,9,1,10,0,1,0,0,0,0,0,0,0,0,0,0,24,10,1,5,0,0,0,0,0,0,0,0,644,4,114,-140,98,Hartford,2013-06-16
2014,6,16,51,37,18,1,1,3,3,16,3,4,22,26,33,26,16,1,1,2,0,15,3,1,20,21,11,7,2,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,3,0,0,3,0,3,728,4,66,-139,99,Hartford,2014-06-16
2015,6,16,60,55,21,2,1,4,1,15,5,2,24,26,37,46,17,0,1,4,1,14,1,2,19,21,14,7,1,2,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,8,2,3,0,0,0,0,1,2,0,3,3,607,2,53,-138,100,Hartford,2015-06-16
2016,6,16,57,37,20,6,0,0,1,19,9,1,28,29,35,29,18,0,0,0,0,17,5,0,22,22,15,4,0,4,0,0,0,1,3,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,7,4,2,1,0,0,1,1,1,1,2,3,627,8,46,-143,95,Hartford,2016-06-16
2017,6,16,37,21,29,8,3,3,1,22,4,4,29,33,27,14,26,4,2,3,1,21,3,3,27,30,7,4,1,2,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,3,3,2,2,0,0,0,0,0,0,0,0,568,5,45,-142,96,Hartford,2017-06-16
2018,6,16,82,30,23,7,1,0,0,7,4,1,11,12,38,16,15,3,1,0,0,6,2,1,8,9,26,10,4,3,0,0,0,1,2,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,18,3,4,0,0,0,0,0,0,0,0,0,556,5,86,-141,97,Hartford,2018-06-16
2019,6,16,47,29,15,7,0,1,1,6,1,1,8,9,19,17,10,1,0,0,0,4,1,0,5,5,16,5,3,5,0,1,1,1,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,11,6,1,1,0,0,0,1,0,0,1,1,502,5,53,-140,98,Hartford,2019-06-16
2020,6,16,71,33,13,1,1,2,3,3,2,4,7,11,31,22,10,0,0,0,0,3,0,0,3,3,15,8,2,1,0,2,3,0,1,3,3,6,2,0,0,0,0,0,0,0,0,0,0,0,23,3,1,0,1,0,0,0,1,1,1,2,886,6,135,-138,100,Hartford,2020-06-16
2021,6,16,61,38,15,19,0,1,4,10,5,4,16,20,36,27,13,5,0,1,3,10,4,3,15,18,11,4,0,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,7,2,7,0,0,1,0,0,1,0,1,437,3,47,-144,94,Hartford,2021-06-16
2022,6,16,53,31,17,4,0,3,1,14,3,1,20,21,27,24,14,0,0,3,1,11,3,1,17,18,13,7,0,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,2,0,0,2,2,493,3,53,-143,95,Hartford,2022-06-16
2023,6,16,46,31,26,7,0,3,0,15,4,0,22,22,27,24,25,3,0,1,0,11,3,0,15,15,13,5,1,1,0,2,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,0,0,0,3,1,0,4,4,399,0,48,-142,96,Hartford,2023-06-16
2024,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-06-16
2012,7,16,34,69,18,0,1,6,1,15,5,2,26,28,25,49,17,0,0,4,1,13,4,1,21,22,3,10,0,0,1,1,0,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,0,0,1,0,1,0,0,2,2,728,1,52,-111,127,Hartford,2012-07-16
2013,7,16,50,54,16,2,2,5,1,20,2,3,27,30,35,39,14,0,1,3,1,18,2,2,23,25,9,13,0,0,1,1,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,0,1,0,1,0,0,2,2,892,1,66,-110,128,Hartford,2013-07-16
2014,7,16,55,57,24,5,0,3,0,16,4,0,23,23,40,39,22,0,0,2,0,16,3,0,21,21,8,10,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,7,8,1,2,0,1,0,0,0,0,1,1,816,5,68,-109,129,Hartford,2014-07-16
2015,7,16,43,41,28,2,3,1,0,13,6,3,20,23,25,29,21,0,0,0,0,11,6,0,17,17,13,8,5,1,3,1,0,2,0,3,3,6,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,0,0,0,0,0,0,659,2,47,-108,130,Hartford,2015-07-16
2016,7,16,75,28,11,8,2,1,3,14,5,5,20,25,36,18,4,2,1,1,0,13,4,1,18,19,30,6,5,4,0,0,2,0,0,2,0,2,0,0,0,1,0,0,1,0,0,1,0,1,9,4,2,1,1,0,0,1,1,1,2,3,481,5,57,-113,125,Hartford,2016-07-16
2017,7,16,59,51,12,5,0,0,1,14,6,1,20,21,24,29,10,1,0,0,0,10,4,0,14,14,25,15,0,4,0,0,1,3,2,1,5,6,0,1,1,0,0,0,0,0,0,0,0,0,10,6,1,0,0,0,0,1,0,0,1,1,543,9,60,-112,126,Hartford,2017-07-16
2018,7,16,40,45,26,2,1,0,1,12,6,2,18,20,23,39,24,0,1,0,0,10,4,1,14,15,7,3,1,2,0,0,1,2,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,1,0,1,1,581,3,42,-111,127,Hartford,2018-07-16
2019,7,16,38,57,23,4,0,3,0,15,3,0,21,21,25,48,20,1,0,3,0,11,2,0,16,16,10,7,2,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,3,1,0,4,4,820,1,63,-110,128,Hartford,2019-07-16
2020,7,16,46,40,11,6,1,1,1,12,3,2,16,18,28,24,7,2,1,0,0,10,2,1,12,13,9,10,3,4,0,1,1,1,0,1,2,3,0,0,0,0,0,0,0,1,0,0,1,1,9,6,1,0,0,0,0,0,1,0,1,1,907,11,171,-108,130,Hartford,2020-07-16
2021,7,16,41,47,34,11,0,0,1,17,8,1,25,26,26,30,27,6,0,0,1,16,4,1,20,21,10,11,4,2,0,0,0,1,4,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,0,0,0,0,0,0,461,3,47,-114,124,Hartford,2021-07-16
2022,7,16,59,21,28,7,0,2,1,8,2,1,12,13,28,16,14,1,0,1,0,8,0,0,9,9,22,2,11,4,0,1,1,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,2,0,0,0,0,0,0,0,0,345,4,35,-113,125,Hartford,2022-07-16
2023,7,16,50,24,20,10,0,2,3,10,17,3,29,32,20,15,10,3,0,2,1,8,14,1,24,25,21,6,7,7,0,0,1,1,2,1,3,4,2,0,0,0,0,0,0,0,1,0,1,1,7,3,3,0,0,0,1,1,0,1,1,2,379,4,45,-112,126,Hartford,2023-07-16
2024,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-07-16
2012,8,16,53,62,13,1,1,4,2,15,6,3,25,28,35,42,12,0,1,2,1,10,4,2,16,18,15,16,0,1,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,2,1,4,1,1,7,8,822,4,75,-80,158,Hartford,2012-08-16
2013,8,16,72,75,14,4,2,4,0,26,7,2,37,39,39,49,10,2,2,3,0,21,6,2,30,32,25,17,3,2,0,1,0,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,0,0,0,0,3,0,0,3,3,892,5,68,-79,159,Hartford,2013-08-16
2014,8,16,89,33,24,5,2,3,1,11,4,3,18,21,41,20,12,0,0,2,0,7,4,0,13,13,37,9,6,5,2,1,1,2,0,3,3,6,1,1,0,0,0,0,0,0,0,0,0,0,10,3,6,0,0,0,0,2,0,0,2,2,589,3,49,-78,160,Hartford,2014-08-16
2015,8,16,57,30,17,1,5,5,1,14,11,6,30,36,27,23,10,0,4,5,0,13,8,4,26,30,21,6,7,1,1,0,1,1,2,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,1,1,470,5,49,-77,161,Hartford,2015-08-16
2016,8,16,36,30,25,2,2,3,1,7,5,3,15,18,28,19,20,0,2,1,0,7,1,2,9,11,5,10,2,1,0,1,1,0,4,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,1,0,0,0,0,1,1,417,4,29,-82,156,Hartford,2016-08-16
2017,8,16,41,46,21,6,0,4,2,13,2,2,19,21,31,38,17,0,0,2,2,13,1,2,16,18,8,7,2,4,0,2,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,585,1,45,-81,157,Hartford,2017-08-16
