year,month,day,calls_disorder,calls_behavior,calls_traffic,calls_gun,calls_robbery,calls_burglary,calls_aggravated_assault,calls_theft,calls_mv_theft,calls_violent,calls_property,calls_index,calls_disorder_day,calls_behavior_day,calls_traffic_day,calls_gun_day,calls_robbery_day,calls_burglary_day,calls_aggravated_assault_day,calls_theft_day,calls_mv_theft_day,calls_violent_day,calls_property_day,calls_index_day,calls_disorder_night,calls_behavior_night,calls_traffic_night,calls_gun_night,calls_robbery_night,calls_burglary_night,calls_aggravated_assault_night,calls_theft_night,calls_mv_theft_night,calls_violent_night,calls_property_night,calls_index_night,calls_disorder_is_sunrise,calls_behavior_is_sunrise,calls_traffic_is_sunrise,calls_gun_is_sunrise,calls_robbery_is_sunrise,calls_burglary_is_sunrise,calls_aggravated_assault_is_sunrise,calls_theft_is_sunrise,calls_mv_theft_is_sunrise,calls_violent_is_sunrise,calls_property_is_sunrise,calls_index_is_sunrise,calls_disorder_is_sunset,calls_behavior_is_sunset,calls_traffic_is_sunset,calls_gun_is_sunset,calls_robbery_is_sunset,calls_burglary_is_sunset,calls_aggravated_assault_is_sunset,calls_theft_is_sunset,calls_mv_theft_is_sunset,calls_violent_is_sunset,calls_property_is_sunset,calls_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city,date
2018,8,16,41,49,20,1,0,2,1,8,2,1,12,13,23,28,17,1,0,0,0,7,1,0,8,8,9,11,0,0,0,0,1,1,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,9,10,2,0,0,2,0,0,0,0,2,2,747,1,85,-80,158,Hartford,2018-08-16
2019,8,16,45,56,27,3,0,0,0,16,1,0,17,17,20,36,20,1,0,0,0,14,0,0,14,14,21,13,3,1,0,0,0,2,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,7,4,1,0,0,0,0,0,0,0,0,771,1,68,-79,159,Hartford,2019-08-16
2020,8,16,66,22,10,9,2,2,0,8,2,2,12,14,30,10,8,3,1,2,0,8,1,1,11,12,30,8,2,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,1,1,0,0,0,0,1,0,1,825,3,137,-77,161,Hartford,2020-08-16
2021,8,16,46,17,22,10,1,2,6,25,3,7,30,37,18,13,21,5,0,2,6,22,2,6,26,32,22,3,0,4,0,0,0,1,1,0,2,2,1,1,0,0,1,0,0,1,0,1,1,2,5,0,1,1,0,0,0,1,0,0,1,1,366,5,21,-83,155,Hartford,2021-08-16
2022,8,16,44,41,20,3,0,3,3,11,2,3,16,19,27,30,18,2,0,1,3,11,1,3,13,16,13,8,1,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,1,0,0,0,0,1,1,396,3,23,-82,156,Hartford,2022-08-16
2023,8,16,24,43,13,6,0,2,0,11,11,0,24,24,14,17,11,3,0,2,0,10,7,0,19,19,8,21,1,2,0,0,0,1,3,0,4,4,0,0,0,0,0,0,0,0,1,0,1,1,2,5,1,1,0,0,0,0,0,0,0,0,435,2,29,-81,157,Hartford,2023-08-16
2024,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-08-16
2012,9,16,81,16,15,2,0,3,0,14,5,0,22,22,29,5,8,0,0,2,0,7,3,0,12,12,46,9,7,2,0,1,0,6,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,1,0,2,2,494,4,43,-49,189,Hartford,2012-09-16
2013,9,16,41,44,23,4,2,3,0,11,7,2,21,23,26,29,18,1,2,2,0,10,4,2,16,18,12,9,5,3,0,1,0,1,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,1,1,807,2,68,-48,190,Hartford,2013-09-16
2014,9,16,39,39,16,0,1,3,0,7,3,1,13,14,25,26,14,0,1,3,0,6,3,1,12,13,11,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,1,1,583,5,32,-47,191,Hartford,2014-09-16
2015,9,16,51,48,27,2,0,2,0,10,1,0,13,13,32,25,23,0,0,2,0,10,0,0,12,12,15,14,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,9,2,1,0,0,0,0,1,0,1,1,595,5,56,-46,192,Hartford,2015-09-16
2016,9,16,57,41,24,9,1,2,1,10,6,2,18,20,25,23,18,2,0,1,0,10,3,0,14,14,28,10,5,7,1,0,1,0,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,0,0,1,0,0,0,0,1,1,623,4,60,-51,187,Hartford,2016-09-16
2017,9,16,59,26,19,12,1,1,1,7,6,2,14,16,26,15,11,6,1,0,1,5,2,2,7,9,28,9,5,5,0,1,0,0,3,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,0,2,1,0,3,3,482,5,45,-50,188,Hartford,2017-09-16
2018,9,16,59,32,14,7,2,1,1,8,1,3,10,13,19,12,10,0,2,0,0,4,1,2,5,7,30,14,3,6,0,1,1,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,1,0,0,0,1,0,0,1,1,515,2,68,-49,189,Hartford,2018-09-16
2019,9,16,36,49,17,7,0,4,1,14,3,1,21,22,15,37,14,0,0,3,0,6,1,0,10,10,17,10,1,6,0,1,1,6,2,1,9,10,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,2,0,0,2,2,701,6,43,-48,190,Hartford,2019-09-16
2020,9,16,32,57,10,7,1,2,0,13,1,1,16,17,15,42,8,1,0,0,0,11,0,0,11,11,13,12,0,5,1,2,0,2,1,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,872,6,56,-46,192,Hartford,2020-09-16
2021,9,16,49,43,24,5,0,4,1,15,4,1,23,24,29,31,18,1,0,1,0,13,2,0,16,16,14,9,3,3,0,3,1,0,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,0,0,0,2,0,0,2,2,438,5,28,-52,186,Hartford,2021-09-16
2022,9,16,36,29,13,2,0,5,1,10,4,1,19,20,14,18,8,0,0,3,0,9,3,0,15,15,18,9,5,1,0,2,1,1,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,415,4,28,-51,187,Hartford,2022-09-16
2023,9,16,59,13,28,20,0,1,5,14,6,5,21,26,13,5,20,7,0,1,0,12,5,0,18,18,38,7,8,13,0,0,5,2,0,5,2,7,2,1,0,0,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,311,4,16,-50,188,Hartford,2023-09-16
2024,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-09-16
2012,10,16,47,39,18,2,1,4,0,19,3,1,26,27,22,25,16,1,0,3,0,18,1,0,22,22,20,12,0,1,1,1,0,1,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,686,17,51,-19,219,Hartford,2012-10-16
2013,10,16,39,55,17,3,1,5,1,12,3,2,20,22,13,38,15,1,1,4,1,7,1,2,12,14,18,14,1,2,0,1,0,4,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,1,0,0,1,1,798,30,59,-18,220,Hartford,2013-10-16
2014,10,16,50,36,13,5,0,4,0,18,6,0,28,28,29,21,12,1,0,3,0,14,3,0,20,20,14,9,1,2,0,1,0,3,2,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,0,0,0,1,1,0,2,2,600,6,47,-17,221,Hartford,2014-10-16
2015,10,16,53,33,29,3,1,2,0,20,11,1,33,34,21,20,22,1,1,0,0,14,10,1,24,25,27,6,6,2,0,2,0,3,0,0,5,5,1,2,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,3,1,0,4,4,586,12,51,-16,222,Hartford,2015-10-16
2016,10,16,49,30,14,8,4,2,3,14,2,7,18,25,20,9,11,1,3,1,1,12,2,4,15,19,22,19,3,6,1,0,1,2,0,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,0,1,1,0,0,1,1,2,450,3,44,-21,217,Hartford,2016-10-16
2017,10,16,41,43,18,0,2,4,0,13,6,2,23,25,26,33,14,0,2,2,0,8,4,2,14,16,11,5,4,0,0,2,0,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,2,2,0,4,4,576,7,38,-20,218,Hartford,2017-10-16
2018,10,16,33,72,16,1,2,5,0,14,2,2,21,23,21,49,11,1,1,3,0,10,0,1,13,14,9,18,2,0,1,1,0,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,1,0,1,2,0,4,4,887,5,90,-19,219,Hartford,2018-10-16
2019,10,16,16,41,28,3,2,3,0,8,2,2,13,15,9,32,23,1,1,2,0,6,2,1,10,11,6,8,1,2,1,1,0,1,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,1,1,748,7,46,-18,220,Hartford,2019-10-16
2020,10,16,28,46,21,12,1,1,0,8,7,1,16,17,17,16,16,2,0,1,0,7,4,0,12,12,11,20,4,9,1,0,0,1,2,1,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,1,0,1,1,1248,9,189,-16,222,Hartford,2020-10-16
2021,10,16,53,27,16,14,1,1,2,13,3,3,17,20,15,11,9,1,0,0,1,9,2,1,11,12,32,12,5,13,1,1,1,3,1,2,5,7,0,0,0,0,0,0,0,1,0,0,1,1,6,4,2,0,0,0,0,0,0,0,0,0,361,4,33,-22,216,Hartford,2021-10-16
2022,10,16,70,24,18,9,0,3,0,19,3,0,25,25,16,12,5,2,0,2,0,15,3,0,20,20,46,12,10,7,0,1,0,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,318,2,24,-21,217,Hartford,2022-10-16
2023,10,16,23,9,11,14,0,5,1,13,3,1,21,22,13,3,8,5,0,2,0,11,3,0,16,16,4,5,2,8,0,2,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,2,0,1,3,4,326,5,25,-20,218,Hartford,2023-10-16
2024,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-10-16
2012,11,16,42,51,27,3,0,1,1,20,2,1,23,24,15,23,14,0,0,1,0,12,2,0,15,15,21,24,5,3,0,0,1,5,0,1,5,6,0,1,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,3,0,0,3,3,877,7,92,12,250,Hartford,2012-11-16
2013,11,16,60,25,16,2,0,1,0,9,3,0,13,13,28,6,8,0,0,0,0,5,3,0,8,8,28,14,8,2,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,1,0,0,1,1,4,5,0,0,0,0,0,1,0,0,1,1,560,1,39,13,251,Hartford,2013-11-16
2014,11,16,36,11,13,2,1,3,0,6,7,1,16,17,14,7,7,1,1,2,0,3,5,1,10,11,21,3,5,1,0,1,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,421,3,29,14,252,Hartford,2014-11-16
2015,11,16,49,32,26,3,2,3,0,22,3,2,28,30,21,17,15,0,1,2,0,11,3,1,16,17,17,13,5,3,1,1,0,9,0,1,10,11,0,0,1,0,0,0,0,0,0,0,0,0,11,2,5,0,0,0,0,2,0,0,2,2,585,3,55,15,253,Hartford,2015-11-16
2016,11,16,47,27,31,4,0,1,1,14,5,1,20,21,26,12,19,1,0,1,1,12,3,1,16,17,15,9,8,2,0,0,0,1,2,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,5,5,4,1,0,0,0,1,0,0,1,1,539,6,34,10,248,Hartford,2016-11-16
2017,11,16,36,37,23,7,2,3,0,16,1,2,20,22,19,17,9,3,0,3,0,12,0,0,15,15,16,16,5,3,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,2,0,0,2,0,2,2,4,531,1,41,11,249,Hartford,2017-11-16
2018,11,16,33,29,34,3,1,2,1,7,6,2,15,17,13,10,16,0,1,2,0,4,2,1,8,9,17,16,14,3,0,0,1,0,4,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,3,0,0,3,3,602,1,54,12,250,Hartford,2018-11-16
2019,11,16,31,18,15,5,0,1,1,6,1,1,8,9,11,4,8,1,0,1,0,4,1,0,6,6,18,11,7,4,0,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,563,5,43,13,251,Hartford,2019-11-16
2020,11,16,39,32,9,7,0,3,0,16,5,0,24,24,20,19,6,1,0,3,0,11,3,0,17,17,15,12,1,5,0,0,0,4,1,0,5,5,0,0,0,0,0,0,0,1,0,0,1,1,4,1,2,1,0,0,0,0,1,0,1,1,931,5,66,15,253,Hartford,2020-11-16
2021,11,16,34,32,21,14,1,1,1,10,8,2,19,21,14,17,7,1,0,0,0,5,6,0,11,11,16,8,9,6,1,1,1,5,2,2,8,10,1,3,0,0,0,0,0,0,0,0,0,0,3,4,5,7,0,0,0,0,0,0,0,0,422,5,35,9,247,Hartford,2021-11-16
2022,11,16,24,29,20,5,0,2,1,13,5,1,20,21,14,19,16,3,0,2,0,4,5,0,11,11,8,10,1,2,0,0,1,8,0,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,1,1,448,1,61,10,248,Hartford,2022-11-16
2023,11,16,31,31,13,4,0,2,3,12,3,3,17,20,13,11,8,1,0,1,1,11,2,1,14,15,16,15,4,3,0,1,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,1,1,0,2,2,345,1,37,11,249,Hartford,2023-11-16
2024,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-11-16
2012,12,16,52,21,8,0,0,2,0,7,0,0,9,9,14,11,2,0,0,0,0,4,0,0,4,4,35,8,5,0,0,1,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,1,1,343,2,29,42,280,Hartford,2012-12-16
2013,12,16,35,29,28,1,2,2,0,16,1,2,19,21,17,16,22,0,1,0,0,6,0,1,6,7,15,12,2,1,1,2,0,8,1,1,11,12,1,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,2,2,631,28,55,43,281,Hartford,2013-12-16
2014,12,16,38,29,25,2,3,1,0,9,1,3,11,14,19,21,8,0,0,1,0,6,1,0,8,8,15,7,11,2,3,0,0,3,0,3,3,6,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,652,25,56,44,282,Hartford,2014-12-16
2015,12,16,51,42,21,2,2,0,0,28,3,2,31,33,26,22,15,0,0,0,0,17,1,0,18,18,20,17,3,2,2,0,0,10,1,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,1,1,0,2,2,708,9,69,45,283,Hartford,2015-12-16
2016,12,16,37,27,26,0,1,4,1,10,3,2,17,19,9,16,17,0,0,1,1,7,1,1,9,10,25,8,8,0,1,2,0,2,2,1,6,7,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,2,2,529,5,29,40,278,Hartford,2016-12-16
2017,12,16,41,15,22,5,0,1,1,8,1,1,10,11,11,5,10,1,0,1,0,3,0,0,4,4,28,7,8,4,0,0,1,4,1,1,5,6,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,1,0,0,1,1,476,5,43,41,279,Hartford,2017-12-16
2018,12,16,31,18,23,4,0,1,0,6,6,0,13,13,8,5,9,2,0,1,0,3,2,0,6,6,21,13,10,2,0,0,0,3,3,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,1,1,413,4,34,42,280,Hartford,2018-12-16
2019,12,16,30,35,20,8,0,4,0,16,2,0,22,22,12,21,16,3,0,2,0,9,1,0,12,12,14,12,2,5,0,1,0,7,0,0,8,8,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,1,0,2,2,608,9,54,43,281,Hartford,2019-12-16
2020,12,16,36,27,11,8,0,1,1,7,2,1,10,11,12,15,10,2,0,1,0,5,0,0,6,6,18,11,0,5,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,1,2,0,3,3,811,8,60,45,283,Hartford,2020-12-16
2021,12,16,40,65,19,6,0,3,1,10,6,1,19,20,20,54,12,1,0,3,0,8,4,0,15,15,18,9,3,5,0,0,1,1,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,1,0,0,1,1,410,6,34,39,277,Hartford,2021-12-16
2022,12,16,31,38,32,5,0,0,0,9,5,0,14,14,7,14,15,0,0,0,0,6,5,0,11,11,17,14,11,5,0,0,0,2,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,6,9,4,0,0,0,0,1,0,0,1,1,450,7,63,40,278,Hartford,2022-12-16
2023,12,16,26,18,15,3,0,1,0,16,5,0,22,22,12,5,5,1,0,1,0,5,2,0,8,8,12,10,7,2,0,0,0,8,3,0,11,11,1,2,0,0,0,0,0,1,0,0,1,1,1,1,3,0,0,0,0,2,0,0,2,2,293,6,27,41,279,Hartford,2023-12-16
2024,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-12-16
2012,1,17,38,39,24,1,1,2,2,11,7,3,20,23,13,17,6,0,1,0,0,5,6,1,11,12,21,15,16,1,0,2,2,3,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,0,0,0,0,3,1,0,4,4,595,7,58,-292,-54,Hartford,2012-01-17
2013,1,17,33,43,20,2,1,4,0,11,7,1,22,23,20,21,15,0,1,4,0,9,3,1,16,17,11,16,2,2,0,0,0,1,4,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,1,0,0,1,1,692,11,46,-290,-52,Hartford,2013-01-17
2014,1,17,49,48,23,3,0,4,1,13,3,1,20,21,24,19,15,0,0,3,0,7,0,0,10,10,22,27,2,3,0,1,1,5,2,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,0,0,0,1,1,0,2,2,783,18,65,-289,-51,Hartford,2014-01-17
2015,1,17,37,16,24,2,0,2,1,9,5,1,16,17,11,9,14,0,0,1,0,7,1,0,9,9,23,7,9,2,0,1,1,2,3,1,6,7,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,460,8,45,-288,-50,Hartford,2015-01-17
2016,1,17,41,26,5,0,0,1,3,16,3,3,20,23,15,12,3,0,0,0,0,9,2,0,11,11,23,10,2,0,0,1,3,5,1,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,2,0,0,2,2,392,10,39,-294,-56,Hartford,2016-01-17
2017,1,17,40,33,20,2,1,3,2,14,2,3,19,22,21,21,17,0,1,2,0,9,2,1,13,14,18,10,1,1,0,0,1,3,0,1,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,2,0,1,3,4,508,5,49,-292,-54,Hartford,2017-01-17
2018,1,17,40,24,9,5,0,1,0,17,3,0,21,21,17,12,3,1,0,1,0,8,1,0,10,10,15,9,5,4,0,0,0,5,1,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,0,4,1,0,5,5,460,7,35,-291,-53,Hartford,2018-01-17
2019,1,17,44,70,13,2,0,4,0,11,2,0,17,17,30,47,11,1,0,3,0,3,2,0,8,8,14,12,2,1,0,1,0,5,0,0,6,6,0,0,0,0,0,0,0,1,0,0,1,1,0,11,0,0,0,0,0,2,0,0,2,2,843,1,92,-290,-52,Hartford,2019-01-17
2020,1,17,28,41,20,2,0,2,6,13,0,6,15,21,15,18,16,0,0,1,3,6,0,3,7,10,9,18,4,2,0,0,3,5,0,3,5,8,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,2,0,0,3,3,752,7,68,-289,-51,Hartford,2020-01-17
2021,1,17,36,22,5,13,2,1,1,4,0,3,5,8,12,12,3,2,0,0,1,3,0,1,3,4,19,8,1,11,2,1,0,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,1,1,5,2,1,0,0,0,0,0,0,0,0,0,421,4,36,-294,-56,Hartford,2021-01-17
2022,1,17,35,15,16,7,1,1,0,15,5,1,21,22,17,4,7,1,1,1,0,10,2,1,13,14,15,8,2,5,0,0,0,4,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,1,0,0,0,1,0,0,1,1,224,2,26,-293,-55,Hartford,2022-01-17
2023,1,17,36,23,32,7,1,3,1,22,6,2,31,33,11,13,17,1,1,2,1,13,4,2,19,21,20,9,9,6,0,0,0,9,0,0,9,9,0,1,0,0,0,1,0,0,0,0,1,1,5,0,6,0,0,0,0,0,2,0,2,2,443,2,37,-292,-54,Hartford,2023-01-17
2024,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-01-17
2012,2,17,48,55,17,1,1,2,1,16,3,2,21,23,23,26,6,0,1,2,1,7,2,2,11,13,21,25,6,1,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,6,0,0,6,6,716,3,62,-261,-23,Hartford,2012-02-17
2013,2,17,35,10,16,7,2,2,0,12,6,2,20,22,13,3,8,0,1,1,0,8,4,1,13,14,21,5,2,7,1,1,0,2,2,1,5,6,0,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,2,0,0,2,2,481,4,43,-259,-21,Hartford,2013-02-17
2014,2,17,37,27,22,2,0,3,0,4,5,0,12,12,19,12,16,0,0,1,0,1,4,0,6,6,14,14,4,2,0,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,2,0,0,3,3,509,3,44,-258,-20,Hartford,2014-02-17
2015,2,17,27,24,26,1,0,3,1,14,3,1,20,21,16,8,20,1,0,1,0,10,0,0,11,11,6,11,4,0,0,2,1,2,3,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,2,0,0,2,2,561,3,60,-257,-19,Hartford,2015-02-17
2016,2,17,35,24,17,1,0,3,0,12,5,0,20,20,17,13,13,0,0,2,0,9,4,0,15,15,16,8,2,1,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,0,1,0,0,2,2,533,4,34,-263,-25,Hartford,2016-02-17
2017,2,17,40,24,28,3,1,1,0,11,3,1,15,16,18,8,19,0,0,1,0,6,2,0,9,9,18,15,5,3,1,0,0,4,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,1,0,0,1,1,646,8,36,-261,-23,Hartford,2017-02-17
2018,2,17,38,23,22,4,1,1,0,7,3,1,11,12,11,9,11,2,1,0,0,4,0,1,4,5,27,14,9,2,0,1,0,1,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,456,2,39,-260,-22,Hartford,2018-02-17
2019,2,17,54,21,8,12,1,0,0,9,0,1,9,10,22,7,3,0,0,0,0,7,0,0,7,7,27,11,4,12,1,0,0,2,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,455,5,27,-259,-21,Hartford,2019-02-17
2020,2,17,37,31,5,3,0,0,2,6,2,2,8,10,17,18,3,1,0,0,1,5,1,1,6,7,18,12,2,2,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,655,4,49,-258,-20,Hartford,2020-02-17
2021,2,17,29,35,9,5,0,1,2,4,4,2,9,11,17,16,6,0,0,1,2,3,4,2,8,10,10,14,1,5,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,812,5,79,-263,-25,Hartford,2021-02-17
2022,2,17,33,17,19,11,0,5,11,18,6,11,29,40,14,9,13,7,0,4,4,12,3,4,19,23,14,7,6,4,0,1,7,4,3,7,8,15,0,0,0,0,0,0,0,1,0,0,1,1,5,1,0,0,0,0,0,1,0,0,1,1,399,2,28,-262,-24,Hartford,2022-02-17
2023,2,17,34,30,10,5,0,3,0,13,1,0,17,17,17,13,6,2,0,1,0,8,1,0,10,10,14,15,3,3,0,2,0,3,0,0,5,5,1,0,0,0,0,0,0,1,0,0,1,1,2,2,1,0,0,0,0,1,0,0,1,1,461,4,40,-261,-23,Hartford,2023-02-17
2024,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartford,2024-02-17
2012,3,17,68,37,17,1,0,1,1,5,7,1,13,14,29,20,11,0,0,1,1,2,5,1,8,9,38,15,3,1,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1,0,1,1,525,5,49,-232,6,Hartford,2012-03-17
2013,3,17,50,23,11,7,3,1,0,14,3,3,18,21,16,14,2,2,1,1,0,11,2,1,14,15,27,8,8,5,1,0,0,2,1,1,3,4,0,0,0,0,1,0,0,0,0,1,0,1,7,1,1,0,0,0,0,1,0,0,1,1,575,3,50,-231,7,Hartford,2013-03-17
2014,3,17,45,18,14,0,3,3,1,12,6,4,21,25,29,16,14,0,2,1,0,9,2,2,12,14,13,2,0,0,0,2,0,3,3,0,8,8,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,0,1,0,0,2,0,2,655,11,27,-230,8,Hartford,2014-03-17
2015,3,17,37,37,26,1,0,4,0,11,5,0,20,20,23,24,23,0,0,0,0,9,3,0,12,12,12,9,2,1,0,3,0,2,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,0,0,0,1,1,628,4,34,-229,9,Hartford,2015-03-17
2016,3,17,38,36,17,3,0,3,1,11,4,1,18,19,24,25,13,0,0,3,1,10,4,1,17,18,12,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,1,0,0,1,1,697,8,46,-234,4,Hartford,2016-03-17
2017,3,17,48,26,38,2,0,1,0,6,0,0,7,7,26,12,34,1,0,1,0,5,0,0,6,6,14,9,2,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,5,1,0,0,0,0,0,0,0,0,0,583,5,58,-233,5,Hartford,2017-03-17
