year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_mv_theft,crime_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_mv_theft_day,crime_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_mv_theft_night,crime_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_mv_theft_is_sunrise,crime_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_mv_theft_is_sunset,crime_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2018,9,4,0,0,5,0,0,5,5,5,5,10,0,0,3,0,0,4,0,3,4,7,0,0,1,0,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,116,0,7,-61,177,Hartford
2019,9,4,0,1,2,2,1,6,1,3,9,12,0,1,1,0,0,3,1,2,3,5,0,0,1,2,1,3,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1,8,-60,178,Hartford
2020,9,4,0,2,5,1,1,7,9,7,9,16,0,1,1,0,0,5,2,2,5,7,0,1,3,1,1,2,7,4,4,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,138,1,12,-58,180,Hartford
2021,9,4,22,0,1,0,1,17,12,1,18,19,12,0,0,0,0,15,0,0,15,15,6,0,1,0,1,1,9,1,2,3,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,3,0,0,0,119,4,12,-64,174,Hartford
2022,9,4,19,1,2,0,4,7,6,3,11,14,9,0,1,0,3,4,0,1,7,8,10,1,1,0,0,3,6,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,94,0,4,-63,175,Hartford
2023,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,9,4,27,0,2,0,2,4,1,2,6,8,16,0,1,0,2,4,0,1,6,7,5,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,112,3,19,-60,178,Hartford
2012,10,4,0,1,5,0,1,7,0,6,8,14,0,0,1,0,1,5,0,1,6,7,0,1,4,0,0,2,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,9,-31,207,Hartford
2013,10,4,0,2,1,3,1,5,1,3,9,12,0,0,1,2,1,3,0,1,6,7,0,2,0,1,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,139,2,9,-30,208,Hartford
2014,10,4,0,1,1,2,1,7,2,2,10,12,0,1,0,2,0,3,0,1,5,6,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,2,3,67,1,10,-29,209,Hartford
2015,10,4,0,0,2,5,2,6,2,2,13,15,0,0,0,2,1,3,0,0,6,6,0,0,2,3,0,2,2,2,5,7,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,74,1,4,-28,210,Hartford
2016,10,4,0,1,3,0,0,13,4,4,13,17,0,0,1,0,0,5,0,1,5,6,0,1,1,0,0,7,4,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,93,0,4,-33,205,Hartford
2017,10,4,0,0,0,3,0,4,3,0,7,7,0,0,0,1,0,1,0,0,2,2,0,0,0,2,0,2,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,107,1,12,-32,206,Hartford
2018,10,4,0,1,1,1,0,15,3,2,16,18,0,0,0,0,0,12,1,0,12,12,0,1,1,0,0,3,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,156,0,16,-31,207,Hartford
2019,10,4,0,1,2,0,1,5,4,3,6,9,0,1,1,0,0,1,0,2,1,3,0,0,1,0,1,3,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,98,1,10,-30,208,Hartford
2020,10,4,0,4,3,0,0,5,11,7,5,12,0,2,1,0,0,1,2,3,1,4,0,2,1,0,0,3,9,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,95,0,7,-28,210,Hartford
2021,10,4,15,0,1,3,1,9,1,1,13,14,13,0,0,2,1,7,0,0,10,10,1,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,83,0,9,-34,204,Hartford
2022,10,4,13,0,0,2,2,11,11,0,15,15,10,0,0,2,1,11,10,0,14,14,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,4,-33,205,Hartford
2023,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,10,4,22,1,0,1,3,9,2,1,13,14,14,0,0,1,2,7,0,0,10,10,8,1,0,0,1,2,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,9,-30,208,Hartford
2012,11,4,0,1,2,3,0,4,2,3,7,10,0,0,1,1,0,1,1,1,2,3,0,1,1,2,0,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,72,0,6,0,238,Hartford
2013,11,4,0,0,1,3,0,13,1,1,16,17,0,0,1,2,0,7,0,1,9,10,0,0,0,1,0,5,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,120,0,15,1,239,Hartford
2014,11,4,0,1,0,1,0,8,1,1,9,10,0,1,0,1,0,4,0,1,5,6,0,0,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,118,1,13,2,240,Hartford
2015,11,4,0,1,2,2,0,5,0,3,7,10,0,0,1,2,0,3,0,1,5,6,0,1,0,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,88,0,10,3,241,Hartford
2016,11,4,0,0,2,4,0,18,2,2,22,24,0,0,1,0,0,4,0,1,4,5,0,0,1,3,0,11,2,1,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,4,110,2,9,-2,236,Hartford
2017,11,4,0,1,4,1,0,4,5,5,5,10,0,1,1,1,0,1,2,2,2,4,0,0,3,0,0,3,2,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,1,7,-1,237,Hartford
2018,11,4,0,0,1,1,0,2,2,1,3,4,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,68,2,11,0,238,Hartford
2019,11,4,0,2,1,0,0,7,0,3,7,10,0,1,1,0,0,1,0,2,1,3,0,1,0,0,0,5,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,104,0,13,1,239,Hartford
2020,11,4,0,0,1,2,0,9,5,1,11,12,0,0,1,1,0,4,0,1,5,6,0,0,0,1,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,106,5,9,3,241,Hartford
2021,11,4,14,0,1,2,3,8,2,1,13,14,4,0,1,2,1,7,1,1,10,11,8,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,85,1,11,-3,235,Hartford
2022,11,4,22,0,1,2,1,5,7,1,8,9,15,0,0,1,0,3,6,0,4,4,6,0,1,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,112,0,5,-2,236,Hartford
2023,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,11,4,13,0,1,3,3,5,1,1,11,12,9,0,1,3,2,3,1,1,8,9,4,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,70,0,2,1,239,Hartford
2012,12,4,0,0,2,1,0,11,1,2,12,14,0,0,1,1,0,6,0,1,7,8,0,0,1,0,0,2,1,1,2,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,2,2,106,3,8,30,268,Hartford
2013,12,4,0,0,1,1,0,8,1,1,9,10,0,0,0,0,0,3,1,0,3,3,0,0,1,0,0,4,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,113,1,16,31,269,Hartford
2014,12,4,0,0,2,3,0,8,1,2,11,13,0,0,1,2,0,3,0,1,5,6,0,0,1,1,0,4,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,103,0,8,32,270,Hartford
2015,12,4,0,2,1,1,0,11,1,3,12,15,0,1,1,1,0,1,0,2,2,4,0,1,0,0,0,9,1,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,116,0,10,33,271,Hartford
2016,12,4,0,0,1,0,1,7,2,1,8,9,0,0,0,0,0,2,0,0,2,2,0,0,1,0,1,4,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,61,0,3,28,266,Hartford
2017,12,4,0,2,1,1,0,9,1,3,10,13,0,1,0,0,0,2,0,1,2,3,0,1,1,1,0,6,1,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,90,2,11,29,267,Hartford
2018,12,4,0,2,3,1,0,3,5,5,4,9,0,1,2,0,0,3,2,3,3,6,0,1,1,1,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,6,30,268,Hartford
2019,12,4,0,0,1,1,0,4,2,1,5,6,0,0,1,1,0,1,0,1,2,3,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,117,1,7,31,269,Hartford
2020,12,4,0,1,1,1,0,7,5,2,8,10,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,6,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,107,0,19,33,271,Hartford
2021,12,4,16,0,1,1,4,5,4,1,10,11,4,0,0,1,2,4,0,0,7,7,9,0,0,0,2,0,1,0,2,2,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,1,3,0,1,1,84,1,15,27,265,Hartford
2022,12,4,16,0,0,2,3,4,2,0,9,9,10,0,0,1,2,3,0,0,6,6,5,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,58,0,6,28,266,Hartford
2023,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,12,4,18,0,2,0,2,10,6,2,12,14,3,0,2,0,2,7,0,2,9,11,11,0,0,0,0,2,5,0,2,2,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,1,105,2,7,31,269,Hartford
2012,1,5,0,0,5,1,0,10,0,5,11,16,0,0,1,1,0,6,0,1,7,8,0,0,4,0,0,3,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,159,0,11,-304,-66,Hartford
2013,1,5,0,2,2,3,0,7,2,4,10,14,0,0,1,2,0,5,0,1,7,8,0,2,1,0,0,1,2,3,1,4,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,85,3,11,-302,-64,Hartford
2014,1,5,0,1,1,0,0,4,1,2,4,6,0,1,1,0,0,3,0,2,3,5,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,5,-301,-63,Hartford
2015,1,5,0,1,2,0,1,9,2,3,10,13,0,1,1,0,1,3,0,2,4,6,0,0,0,0,0,6,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,140,1,10,-300,-62,Hartford
2016,1,5,0,0,1,4,0,9,1,1,13,14,0,0,1,1,0,4,0,1,5,6,0,0,0,1,0,5,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,103,4,23,-306,-68,Hartford
2017,1,5,0,1,1,1,0,8,2,2,9,11,0,1,0,1,0,4,1,1,5,6,0,0,1,0,0,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,113,0,13,-304,-66,Hartford
2018,1,5,0,0,2,1,0,6,0,2,7,9,0,0,2,0,0,4,0,2,4,6,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,9,-303,-65,Hartford
2019,1,5,0,0,1,1,0,5,4,1,6,7,0,0,1,1,0,3,0,1,4,5,0,0,0,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,4,-302,-64,Hartford
2020,1,5,0,0,1,1,0,7,6,1,8,9,0,0,1,0,0,2,0,1,2,3,0,0,0,1,0,5,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,6,-301,-63,Hartford
2021,1,5,0,0,0,1,0,4,5,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,1,11,-306,-68,Hartford
2022,1,5,18,0,4,1,3,2,3,4,6,10,8,0,2,1,0,1,3,2,2,4,8,0,1,0,3,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,2,107,0,20,-305,-67,Hartford
2023,1,5,26,1,2,1,3,4,3,3,8,11,12,0,1,1,0,2,0,1,3,4,12,1,1,0,2,1,3,2,3,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,2,104,1,13,-304,-66,Hartford
2024,1,5,23,1,2,3,9,6,0,3,18,21,13,1,1,2,7,2,0,2,11,13,8,0,1,0,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,4,4,136,1,14,-303,-65,Hartford
2012,2,5,0,1,2,1,0,5,2,3,6,9,0,0,1,1,0,4,0,1,5,6,0,1,1,0,0,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,1,-273,-35,Hartford
2013,2,5,0,0,2,2,0,10,1,2,12,14,0,0,0,2,0,4,0,0,6,6,0,0,2,0,0,5,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,115,0,9,-271,-33,Hartford
2014,2,5,0,0,1,1,0,6,0,1,7,8,0,0,1,1,0,3,0,1,4,5,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,3,5,-270,-32,Hartford
2015,2,5,0,0,2,2,0,4,0,2,6,8,0,0,1,1,0,2,0,1,3,4,0,0,1,1,0,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,12,-269,-31,Hartford
2016,2,5,0,0,2,1,0,7,0,2,8,10,0,0,0,1,0,3,0,0,4,4,0,0,2,0,0,3,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,148,0,14,-275,-37,Hartford
2017,2,5,0,0,4,2,0,5,2,4,7,11,0,0,0,2,0,4,1,0,6,6,0,0,3,0,0,1,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,67,0,9,-273,-35,Hartford
2018,2,5,0,1,1,0,0,10,4,2,10,12,0,0,0,0,0,6,3,0,6,6,0,1,1,0,0,4,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,8,-272,-34,Hartford
2019,2,5,0,2,2,0,0,6,2,4,6,10,0,2,1,0,0,1,1,3,1,4,0,0,1,0,0,5,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,128,0,17,-271,-33,Hartford
2020,2,5,0,0,1,1,0,5,2,1,6,7,0,0,1,0,0,1,0,1,1,2,0,0,0,1,0,4,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2,5,-270,-32,Hartford
2021,2,5,0,0,2,2,0,6,5,2,8,10,0,0,0,0,0,3,1,0,3,3,0,0,2,2,0,3,3,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114,0,10,-275,-37,Hartford
2022,2,5,29,1,0,1,3,13,2,1,17,18,22,0,0,0,0,12,0,0,12,12,7,1,0,1,3,0,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,102,1,10,-274,-36,Hartford
2023,2,5,18,1,2,0,6,3,4,3,9,12,6,0,1,0,6,1,1,1,7,8,8,1,1,0,0,1,3,2,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1,71,1,5,-273,-35,Hartford
2024,2,5,20,1,0,0,9,4,1,1,13,14,14,1,0,0,7,3,0,1,10,11,4,0,0,0,2,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,97,0,13,-272,-34,Hartford
2012,3,5,0,1,0,2,0,11,2,1,13,14,0,1,0,2,0,9,0,1,11,12,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,114,0,10,-244,-6,Hartford
2013,3,5,0,1,2,2,0,9,2,3,11,14,0,1,2,2,0,6,0,3,8,11,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,112,0,4,-243,-5,Hartford
2014,3,5,0,0,0,1,0,4,1,0,5,5,0,0,0,0,0,3,0,0,3,3,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,0,7,-242,-4,Hartford
2015,3,5,0,2,0,0,0,6,0,2,6,8,0,0,0,0,0,3,0,0,3,3,0,2,0,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,113,1,12,-241,-3,Hartford
2016,3,5,0,0,0,2,0,8,3,0,10,10,0,0,0,2,0,6,1,0,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,69,0,7,-246,-8,Hartford
2017,3,5,0,0,2,0,0,7,6,2,7,9,0,0,0,0,0,3,0,0,3,3,0,0,1,0,0,3,6,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,55,1,4,-245,-7,Hartford
2018,3,5,0,1,5,1,0,13,2,6,14,20,0,1,3,1,0,9,0,4,10,14,0,0,2,0,0,3,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,118,0,7,-244,-6,Hartford
2019,3,5,0,0,0,0,0,7,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,105,0,10,-243,-5,Hartford
2020,3,5,0,0,2,1,1,8,2,2,10,12,0,0,2,1,0,5,1,2,6,8,0,0,0,0,1,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,18,-241,-3,Hartford
2021,3,5,0,1,0,0,0,5,8,1,5,6,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,3,6,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,103,1,11,-247,-9,Hartford
2022,3,5,17,0,2,1,1,4,6,2,6,8,11,0,1,0,0,4,2,1,4,5,4,0,1,1,1,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,101,2,5,-246,-8,Hartford
2023,3,5,18,0,1,1,1,2,1,1,4,5,12,0,1,1,1,1,0,1,3,4,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71,1,4,-245,-7,Hartford
2024,3,5,12,0,1,1,0,7,2,1,8,9,9,0,1,0,0,6,1,1,6,7,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,78,0,4,-243,-5,Hartford
2012,4,5,0,0,0,1,0,4,2,0,5,5,0,0,0,1,0,3,0,0,4,4,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,1,6,-213,25,Hartford
2013,4,5,0,1,2,1,0,5,5,3,6,9,0,1,1,1,0,2,2,2,3,5,0,0,1,0,0,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,144,1,17,-212,26,Hartford
2014,4,5,0,1,2,3,0,8,1,3,11,14,0,1,1,3,0,6,0,2,9,11,0,0,1,0,0,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,13,-211,27,Hartford
2015,4,5,0,0,4,0,0,9,4,4,9,13,0,0,1,0,0,5,1,1,5,6,0,0,2,0,0,4,3,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,73,0,2,-210,28,Hartford
2016,4,5,0,1,1,2,0,8,1,2,10,12,0,1,0,1,0,4,0,1,5,6,0,0,0,1,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,102,1,6,-215,23,Hartford
2017,4,5,0,1,0,0,0,4,3,1,4,5,0,1,0,0,0,4,0,1,4,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,4,-214,24,Hartford
2018,4,5,0,0,1,2,0,14,7,1,16,17,0,0,0,2,0,12,1,0,14,14,0,0,0,0,0,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,110,0,5,-213,25,Hartford
2019,4,5,0,0,1,1,1,6,0,1,8,9,0,0,0,0,0,5,0,0,5,5,0,0,0,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,106,0,11,-212,26,Hartford
2020,4,5,0,0,1,0,1,7,3,1,8,9,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,6,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,83,1,7,-210,28,Hartford
2021,4,5,0,0,3,1,0,13,3,3,14,17,0,0,2,0,0,4,0,2,4,6,0,0,1,1,0,9,0,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,95,0,9,-216,22,Hartford
2022,4,5,29,2,2,2,1,8,4,4,11,15,17,2,1,1,1,7,3,3,9,12,10,0,1,1,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,121,2,10,-215,23,Hartford
2023,4,5,19,0,1,2,11,5,1,1,18,19,13,0,0,1,7,4,0,0,12,12,6,0,1,1,4,1,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,3,12,-214,24,Hartford
2024,4,5,15,1,0,0,2,9,3,1,11,12,6,0,0,0,1,9,0,0,10,10,4,1,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,103,1,15,-212,26,Hartford
2012,5,5,0,0,0,2,0,2,2,0,4,4,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,8,-183,55,Hartford
2013,5,5,0,0,0,1,0,6,5,0,7,7,0,0,0,1,0,3,4,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,63,0,6,-182,56,Hartford
2014,5,5,0,0,1,0,0,9,2,1,9,10,0,0,1,0,0,3,0,1,3,4,0,0,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,127,0,6,-181,57,Hartford
2015,5,5,0,2,0,3,1,16,2,2,20,22,0,0,0,1,0,8,0,0,9,9,0,2,0,1,1,7,1,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,136,0,6,-180,58,Hartford
2016,5,5,0,2,3,2,0,7,0,5,9,14,0,0,0,1,0,7,0,0,8,8,0,1,2,1,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,99,0,11,-185,53,Hartford
2017,5,5,0,0,2,0,1,4,2,2,5,7,0,0,0,0,0,4,0,0,4,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,99,2,15,-184,54,Hartford
2018,5,5,0,0,1,0,0,9,10,1,9,10,0,0,0,0,0,5,4,0,5,5,0,0,1,0,0,4,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,0,7,-183,55,Hartford
2019,5,5,0,2,1,0,0,8,5,3,8,11,0,1,1,0,0,2,0,2,2,4,0,0,0,0,0,4,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,3,94,1,7,-182,56,Hartford
2020,5,5,0,0,2,0,0,7,3,2,7,9,0,0,1,0,0,5,1,1,5,6,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,82,2,10,-180,58,Hartford
2021,5,5,0,0,3,0,0,5,4,3,5,8,0,0,2,0,0,3,1,2,3,5,0,0,1,0,0,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,1,8,-186,52,Hartford
2022,5,5,26,1,2,0,3,15,5,3,18,21,17,0,1,0,3,13,0,1,16,17,6,1,1,0,0,2,5,2,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,135,1,7,-185,53,Hartford
