year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_mv_theft,crime_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_mv_theft_day,crime_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_mv_theft_night,crime_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_mv_theft_is_sunrise,crime_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_mv_theft_is_sunset,crime_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2023,7,17,42,1,4,1,12,5,7,5,18,23,32,0,4,1,8,4,5,4,13,17,5,1,0,0,4,1,2,1,5,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,134,0,11,-111,127,Hartford
2024,7,17,25,2,1,0,1,12,3,3,13,16,21,1,0,0,1,12,0,1,13,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,0,2,91,0,8,-109,129,Hartford
2012,8,17,0,2,3,5,0,12,0,5,17,22,0,1,2,3,0,8,0,3,11,14,0,1,1,2,0,2,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,119,0,16,-79,159,Hartford
2013,8,17,0,2,3,2,0,8,5,5,10,15,0,0,0,0,0,4,1,0,4,4,0,2,3,1,0,3,4,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,123,0,8,-78,160,Hartford
2014,8,17,0,1,2,3,1,12,3,3,16,19,0,0,2,2,0,8,1,2,10,12,0,1,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,4,4,92,0,13,-77,161,Hartford
2015,8,17,0,1,1,5,2,11,2,2,18,20,0,0,1,3,0,7,1,1,10,11,0,0,0,2,2,3,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,117,0,11,-76,162,Hartford
2016,8,17,0,0,0,2,0,10,3,0,12,12,0,0,0,2,0,8,1,0,10,10,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,87,0,12,-81,157,Hartford
2017,8,17,0,1,1,1,0,16,1,2,17,19,0,0,1,1,0,5,0,1,6,7,0,1,0,0,0,9,1,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,117,0,10,-80,158,Hartford
2018,8,17,0,0,0,0,0,7,1,0,7,7,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,0,10,-79,159,Hartford
2019,8,17,0,1,2,0,0,6,1,3,6,9,0,1,1,0,0,2,0,2,2,4,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,89,1,11,-78,160,Hartford
2020,8,17,0,0,3,2,1,7,1,3,10,13,0,0,1,1,1,3,0,1,5,6,0,0,1,1,0,1,1,1,2,3,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,1,2,3,145,2,16,-76,162,Hartford
2021,8,17,19,1,1,1,6,10,1,2,17,19,17,1,1,1,6,9,1,2,16,18,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,1,-82,156,Hartford
2022,8,17,10,1,0,3,1,3,4,1,7,8,9,1,0,3,1,3,4,1,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,4,-81,157,Hartford
2023,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,8,17,16,1,0,0,2,6,1,1,8,9,6,0,0,0,1,5,0,0,6,6,9,1,0,0,0,1,1,1,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,101,2,12,-78,160,Hartford
2012,9,17,0,1,0,7,0,10,1,1,17,18,0,0,0,7,0,8,0,0,15,15,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,103,0,9,-48,190,Hartford
2013,9,17,0,0,2,2,0,15,1,2,17,19,0,0,1,1,0,8,0,1,9,10,0,0,1,0,0,6,1,1,6,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,127,1,6,-47,191,Hartford
2014,9,17,0,1,4,1,1,8,0,5,10,15,0,0,3,1,0,5,0,3,6,9,0,0,1,0,1,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,105,1,6,-46,192,Hartford
2015,9,17,0,1,1,4,0,9,1,2,13,15,0,0,1,2,0,3,0,1,5,6,0,1,0,2,0,5,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,89,0,4,-45,193,Hartford
2016,9,17,0,0,3,2,0,9,2,3,11,14,0,0,2,1,0,5,0,2,6,8,0,0,1,0,0,4,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,83,1,14,-50,188,Hartford
2017,9,17,0,3,1,1,0,5,6,4,6,10,0,1,1,1,0,4,1,2,5,7,0,1,0,0,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,103,0,9,-49,189,Hartford
2018,9,17,0,2,0,2,0,6,2,2,8,10,0,1,0,1,0,6,1,1,7,8,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,10,-48,190,Hartford
2019,9,17,0,1,1,1,0,4,1,2,5,7,0,0,1,0,0,4,0,1,4,5,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,7,-47,191,Hartford
2020,9,17,0,0,3,1,0,7,8,3,8,11,0,0,1,0,0,3,5,1,3,4,0,0,1,1,0,4,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,100,2,8,-45,193,Hartford
2021,9,17,13,0,2,1,1,12,3,2,14,16,8,0,2,1,1,10,0,2,12,14,5,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,4,-51,187,Hartford
2022,9,17,24,0,2,1,1,1,5,2,3,5,9,0,1,0,1,1,0,1,2,3,12,0,1,1,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,98,0,4,-50,188,Hartford
2023,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,9,17,17,0,4,0,2,9,1,4,11,15,8,0,1,0,1,6,0,1,7,8,8,0,3,0,1,2,1,3,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,86,0,5,-47,191,Hartford
2012,10,17,0,1,1,2,0,7,0,2,9,11,0,1,1,2,0,3,0,2,5,7,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,129,2,3,-18,220,Hartford
2013,10,17,0,1,4,5,0,7,0,5,12,17,0,0,0,3,0,5,0,0,8,8,0,1,2,2,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,4,134,0,18,-17,221,Hartford
2014,10,17,0,2,3,2,0,14,2,5,16,21,0,2,1,2,0,7,0,3,9,12,0,0,2,0,0,6,2,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,141,0,7,-16,222,Hartford
2015,10,17,0,0,3,0,0,4,3,3,4,7,0,0,0,0,0,2,1,0,2,2,0,0,3,0,0,1,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,72,1,4,-15,223,Hartford
2016,10,17,0,0,2,0,0,12,3,2,12,14,0,0,1,0,0,5,0,1,5,6,0,0,1,0,0,5,3,1,5,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,101,1,11,-20,218,Hartford
2017,10,17,0,0,2,3,0,12,2,2,15,17,0,0,1,0,0,7,0,1,7,8,0,0,1,3,0,5,2,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,2,-19,219,Hartford
2018,10,17,0,0,1,0,0,2,0,1,2,3,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,5,-18,220,Hartford
2019,10,17,0,0,0,3,0,5,0,0,8,8,0,0,0,1,0,3,0,0,4,4,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,111,1,9,-17,221,Hartford
2020,10,17,0,1,1,0,0,7,5,2,7,9,0,1,1,0,0,2,0,2,2,4,0,0,0,0,0,4,5,0,4,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,125,1,25,-15,223,Hartford
2021,10,17,15,1,1,2,5,2,1,2,9,11,4,0,0,2,2,0,0,0,4,4,6,1,1,0,3,0,1,2,3,5,1,0,0,0,0,1,0,0,1,1,4,0,0,0,0,1,0,0,1,1,68,2,12,-21,217,Hartford
2022,10,17,16,1,1,1,4,4,6,2,9,11,7,1,1,0,3,4,1,2,7,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,7,0,0,1,0,0,4,0,1,1,106,3,22,-20,218,Hartford
2023,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,10,17,15,1,0,1,2,8,1,1,11,12,7,1,0,1,0,8,0,1,9,10,4,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,89,0,7,-17,221,Hartford
2012,11,17,0,0,1,9,1,13,2,1,23,24,0,0,0,5,0,5,1,0,10,10,0,0,1,3,1,7,1,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,106,2,13,13,251,Hartford
2013,11,17,0,1,3,2,0,8,3,4,10,14,0,0,0,1,0,4,0,0,5,5,0,1,3,1,0,4,3,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,4,14,252,Hartford
2014,11,17,0,2,0,3,0,5,2,2,8,10,0,0,0,3,0,2,2,0,5,5,0,2,0,0,0,3,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,9,15,253,Hartford
2015,11,17,0,0,1,3,0,10,2,1,13,14,0,0,0,2,0,5,1,0,7,7,0,0,1,1,0,4,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,0,13,16,254,Hartford
2016,11,17,0,0,1,1,0,13,0,1,14,15,0,0,0,0,0,9,0,0,9,9,0,0,1,1,0,4,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,8,11,249,Hartford
2017,11,17,0,0,4,0,0,10,2,4,10,14,0,0,1,0,0,4,0,1,4,5,0,0,1,0,0,5,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,3,106,0,11,12,250,Hartford
2018,11,17,0,1,1,0,0,7,6,2,7,9,0,1,0,0,0,3,0,1,3,4,0,0,1,0,0,3,6,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,106,0,14,13,251,Hartford
2019,11,17,0,0,0,0,0,11,8,0,11,11,0,0,0,0,0,5,6,0,5,5,0,0,0,0,0,5,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,87,1,8,14,252,Hartford
2020,11,17,0,1,4,0,1,5,5,5,6,11,0,1,2,0,1,2,4,3,3,6,0,0,1,0,0,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,92,1,5,16,254,Hartford
2021,11,17,14,0,2,0,2,4,1,2,6,8,6,0,1,0,1,4,1,1,5,6,5,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,77,0,6,10,248,Hartford
2022,11,17,19,0,0,0,5,3,5,0,8,8,11,0,0,0,3,3,5,0,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,124,0,10,11,249,Hartford
2023,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,11,17,11,2,2,0,4,7,4,4,11,15,5,1,1,0,2,2,1,2,4,6,4,1,1,0,0,1,3,2,1,3,1,0,0,0,2,1,0,0,3,3,1,0,0,0,0,3,0,0,3,3,78,4,12,14,252,Hartford
2012,12,17,0,0,2,3,0,3,0,2,6,8,0,0,1,1,0,2,0,1,3,4,0,0,1,2,0,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,9,43,281,Hartford
2013,12,17,0,0,3,1,0,5,0,3,6,9,0,0,1,0,0,1,0,1,1,2,0,0,2,1,0,3,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,71,0,4,44,282,Hartford
2014,12,17,0,1,1,3,0,13,1,2,16,18,0,0,0,1,0,5,0,0,6,6,0,1,1,2,0,6,1,2,8,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,138,2,13,45,283,Hartford
2015,12,17,0,1,0,4,1,7,1,1,12,13,0,0,0,3,1,4,0,0,8,8,0,1,0,1,0,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,101,1,13,46,284,Hartford
2016,12,17,0,0,1,0,0,9,2,1,9,10,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,7,2,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,5,41,279,Hartford
2017,12,17,0,1,0,1,0,5,4,1,6,7,0,0,0,0,0,5,0,0,5,5,0,1,0,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,1,8,42,280,Hartford
2018,12,17,0,0,1,0,0,8,1,1,8,9,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,5,1,1,5,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,83,3,4,43,281,Hartford
2019,12,17,0,0,1,0,0,9,3,1,9,10,0,0,0,0,0,3,1,0,3,3,0,0,1,0,0,4,1,1,4,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,157,1,11,44,282,Hartford
2020,12,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,6,46,284,Hartford
2021,12,17,21,0,0,1,4,9,2,0,14,14,11,0,0,1,2,5,0,0,8,8,5,0,0,0,2,3,1,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,1,123,0,12,40,278,Hartford
2022,12,17,5,0,1,0,4,2,4,1,6,7,4,0,0,0,2,2,0,0,4,4,1,0,0,0,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,75,3,10,41,279,Hartford
2023,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,12,17,14,0,1,2,2,8,0,1,12,13,11,0,0,1,1,7,0,0,9,9,1,0,1,1,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,71,0,4,44,282,Hartford
2012,1,18,0,4,4,5,0,4,2,8,9,17,0,3,2,1,0,3,1,5,4,9,0,1,1,3,0,0,1,2,3,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,2,112,1,12,-291,-53,Hartford
2013,1,18,0,1,2,1,0,9,0,3,10,13,0,1,1,1,0,6,0,2,7,9,0,0,1,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,140,1,9,-289,-51,Hartford
2014,1,18,0,4,2,4,0,9,3,6,13,19,0,0,0,0,0,5,1,0,5,5,0,2,2,3,0,4,2,4,7,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,3,89,0,10,-288,-50,Hartford
2015,1,18,0,1,1,1,0,10,2,2,11,13,0,0,1,0,0,4,0,1,4,5,0,1,0,1,0,4,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,71,0,6,-287,-49,Hartford
2016,1,18,0,0,3,0,0,6,1,3,6,9,0,0,1,0,0,5,0,1,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,3,90,0,7,-293,-55,Hartford
2017,1,18,0,1,2,2,0,10,0,3,12,15,0,1,1,1,0,7,0,2,8,10,0,0,1,1,0,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,5,-291,-53,Hartford
2018,1,18,0,1,3,0,0,6,1,4,6,10,0,0,0,0,0,2,0,0,2,2,0,1,3,0,0,2,1,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,106,1,7,-290,-52,Hartford
2019,1,18,0,2,1,0,0,5,2,3,5,8,0,1,1,0,0,4,0,2,4,6,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102,1,10,-289,-51,Hartford
2020,1,18,0,0,0,1,0,7,0,0,8,8,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,187,1,33,-288,-50,Hartford
2021,1,18,0,0,0,1,0,12,6,0,13,13,0,0,0,0,0,4,2,0,4,4,0,0,0,1,0,8,4,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,-293,-55,Hartford
2022,1,18,15,0,2,3,2,13,5,2,18,20,7,0,2,0,2,10,1,2,12,14,7,0,0,2,0,3,4,0,5,5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,96,3,3,-292,-54,Hartford
2023,1,18,31,0,0,2,5,9,4,0,16,16,22,0,0,1,5,8,2,0,14,14,8,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,119,0,6,-291,-53,Hartford
2024,1,18,22,1,1,0,5,8,1,2,13,15,15,1,0,0,2,6,1,1,8,9,5,0,1,0,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,92,1,10,-290,-52,Hartford
2012,2,18,0,1,5,1,0,14,2,6,15,21,0,0,0,0,0,9,0,0,9,9,0,0,5,0,0,4,2,5,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,3,116,0,9,-260,-22,Hartford
2013,2,18,0,1,1,2,1,13,2,2,16,18,0,0,1,0,0,11,0,1,11,12,0,1,0,2,1,1,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,111,1,14,-258,-20,Hartford
2014,2,18,0,0,0,0,0,8,1,0,8,8,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,2,-257,-19,Hartford
2015,2,18,0,1,0,4,0,7,0,1,11,12,0,0,0,4,0,1,0,0,5,5,0,1,0,0,0,4,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,111,2,17,-256,-18,Hartford
2016,2,18,0,2,1,1,0,17,0,3,18,21,0,1,0,1,0,5,0,1,6,7,0,1,0,0,0,9,0,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,4,100,1,9,-262,-24,Hartford
2017,2,18,0,0,1,1,0,10,3,1,11,12,0,0,0,0,0,3,2,0,3,3,0,0,1,0,0,5,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,3,81,0,13,-260,-22,Hartford
2018,2,18,0,0,1,4,0,11,4,1,15,16,0,0,1,3,0,8,2,1,11,12,0,0,0,1,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,6,-259,-21,Hartford
2019,2,18,0,0,2,0,0,7,3,2,7,9,0,0,2,0,0,2,1,2,2,4,0,0,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,77,1,11,-258,-20,Hartford
2020,2,18,0,1,2,0,0,7,3,3,7,10,0,1,2,0,0,2,0,3,2,5,0,0,0,0,0,5,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,3,-257,-19,Hartford
2021,2,18,0,0,1,1,0,8,5,1,9,10,0,0,1,1,0,3,1,1,4,5,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,97,1,3,-262,-24,Hartford
2022,2,18,21,0,0,2,2,5,8,0,9,9,15,0,0,1,1,4,1,0,6,6,2,0,0,1,1,0,7,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1,113,0,20,-261,-23,Hartford
2023,2,18,22,1,1,0,6,7,6,2,13,15,12,0,0,0,4,5,0,0,9,9,9,1,0,0,2,2,6,1,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,95,0,6,-260,-22,Hartford
2024,2,18,23,1,1,0,7,3,3,2,10,12,13,0,1,0,2,1,0,1,3,4,8,1,0,0,5,2,3,1,7,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,86,0,7,-259,-21,Hartford
2012,3,18,0,1,1,3,0,8,1,2,11,13,0,1,0,2,0,4,0,1,6,7,0,0,1,1,0,3,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,67,0,7,-231,7,Hartford
2013,3,18,0,0,1,1,0,16,1,1,17,18,0,0,0,1,0,11,0,0,12,12,0,0,1,0,0,4,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,128,2,12,-230,8,Hartford
2014,3,18,0,0,1,2,1,9,1,1,12,13,0,0,0,2,1,5,0,0,8,8,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,3,122,0,6,-229,9,Hartford
2015,3,18,0,1,3,4,0,7,2,4,11,15,0,0,3,4,0,6,0,3,10,13,0,1,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,4,-228,10,Hartford
2016,3,18,0,1,1,1,0,12,0,2,13,15,0,1,0,0,0,8,0,1,8,9,0,0,1,1,0,4,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,4,-233,5,Hartford
2017,3,18,0,0,3,1,0,5,3,3,6,9,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,4,3,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,84,0,13,-232,6,Hartford
2018,3,18,0,1,1,2,0,12,5,2,14,16,0,0,0,2,0,7,0,0,9,9,0,1,1,0,0,5,4,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,1,5,-231,7,Hartford
2019,3,18,0,0,1,1,0,6,3,1,7,8,0,0,1,1,0,3,1,1,4,5,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,122,0,9,-230,8,Hartford
2020,3,18,0,0,3,0,0,6,7,3,6,9,0,0,3,0,0,3,3,3,3,6,0,0,0,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,78,0,8,-228,10,Hartford
2021,3,18,0,0,3,1,2,6,8,3,9,12,0,0,2,0,1,3,1,2,4,6,0,0,1,1,1,3,6,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108,0,11,-234,4,Hartford
2022,3,18,17,1,2,2,2,3,14,3,7,10,7,0,0,0,2,0,4,0,2,2,9,1,2,2,0,2,5,3,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,1,1,123,1,20,-233,5,Hartford
2023,3,18,17,1,1,2,1,3,5,2,6,8,10,0,1,2,0,3,0,1,5,6,5,1,0,0,1,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,99,0,13,-232,6,Hartford
2024,3,18,17,0,1,2,3,7,0,1,12,13,13,0,1,2,2,5,0,1,9,10,4,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,88,1,4,-230,8,Hartford
2012,4,18,0,3,1,2,0,8,0,4,10,14,0,1,1,1,0,7,0,2,8,10,0,2,0,1,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,7,-200,38,Hartford
2013,4,18,0,3,2,1,0,9,0,5,10,15,0,3,0,1,0,6,0,3,7,10,0,0,2,0,0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,108,1,11,-199,39,Hartford
2014,4,18,0,1,0,3,0,7,1,1,10,11,0,1,0,3,0,5,0,1,8,9,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,93,2,10,-198,40,Hartford
