year,month,day,crime_disorder,crime_gun,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_violent,crime_property,crime_index,crime_disorder_day,crime_gun_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_gun_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_gun_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_gun_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2023,4,16,43,5,2,10,6,28,43,12,77,89,22,5,1,9,1,18,14,10,33,43,13,0,1,1,5,10,27,2,42,44,2,0,0,0,0,0,2,0,2,2,6,0,0,0,0,0,0,0,0,0,189,4,9,-203,35,New Orleans
2024,4,16,43,4,1,3,3,22,17,4,42,46,22,4,1,2,0,15,7,3,22,25,16,0,0,0,3,7,9,0,19,19,0,0,0,0,0,0,1,0,1,1,5,0,0,1,0,0,0,1,0,1,138,1,6,-201,37,New Orleans
2012,5,16,26,1,4,1,10,30,16,5,56,61,18,1,2,0,5,21,10,2,36,38,7,0,2,1,4,9,5,3,18,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,244,0,19,-172,66,New Orleans
2013,5,16,24,1,4,2,3,37,9,6,49,55,17,1,2,1,3,23,2,3,28,31,5,0,2,1,0,11,7,3,18,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,3,195,2,7,-171,67,New Orleans
2014,5,16,25,3,3,1,8,31,14,4,53,57,10,2,1,1,7,22,9,2,38,40,11,1,2,0,0,7,5,2,12,14,0,0,0,0,1,1,0,0,2,2,4,0,0,0,0,1,0,0,1,1,208,4,12,-170,68,New Orleans
2015,5,16,39,0,6,5,8,18,10,11,36,47,20,0,1,5,2,6,2,6,10,16,15,0,4,0,6,11,7,4,24,28,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,1,2,3,137,1,9,-169,69,New Orleans
2016,5,16,53,1,5,1,9,30,11,6,50,56,32,1,3,0,7,22,2,3,31,34,14,0,1,0,2,8,6,1,16,17,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,3,2,3,5,173,0,18,-174,64,New Orleans
2017,5,16,48,1,4,4,7,27,19,8,53,61,34,1,1,1,4,19,8,2,31,33,8,0,3,2,3,4,10,5,17,22,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4,1,1,5,6,167,2,17,-173,65,New Orleans
2018,5,16,49,3,4,4,5,34,18,8,57,65,35,2,3,2,4,24,6,5,34,39,11,0,1,2,1,8,10,3,19,22,0,0,0,0,0,1,0,0,1,1,3,1,0,0,0,1,2,0,3,3,209,3,12,-172,66,New Orleans
2019,5,16,50,1,4,8,3,32,14,12,49,61,32,0,2,3,2,20,3,5,25,30,13,1,2,3,1,10,11,5,22,27,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,2,2,4,208,4,16,-171,67,New Orleans
2020,5,16,53,2,1,4,3,30,14,5,47,52,34,2,0,3,3,21,5,3,29,32,17,0,0,1,0,7,9,1,16,17,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,2,2,159,1,12,-169,69,New Orleans
2021,5,16,53,2,4,3,1,37,51,7,89,96,26,1,3,0,1,20,18,3,39,42,22,1,1,3,0,14,28,4,42,46,1,0,0,0,0,1,3,0,4,4,4,0,0,0,0,2,2,0,4,4,207,6,13,-175,63,New Orleans
2022,5,16,47,0,2,5,7,20,27,7,54,61,30,0,2,3,5,14,15,5,34,39,14,0,0,1,2,4,11,1,17,18,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,1,3,4,159,0,10,-174,64,New Orleans
2023,5,16,37,3,0,2,8,24,72,2,104,106,20,2,0,1,5,14,20,1,39,40,15,0,0,1,3,10,50,1,63,64,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,1,1,202,3,11,-173,65,New Orleans
2024,5,16,41,2,2,3,5,25,14,5,44,49,21,1,0,3,3,15,7,3,25,28,14,1,1,0,1,10,7,1,18,19,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,1,1,2,135,1,11,-171,67,New Orleans
2012,6,16,26,1,4,6,11,32,21,10,64,74,14,1,2,4,7,20,13,6,40,46,9,0,1,1,3,12,7,2,22,24,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,2,2,4,181,0,12,-141,97,New Orleans
2013,6,16,30,2,4,1,3,24,16,5,43,48,15,1,1,0,1,14,4,1,19,20,13,0,3,1,2,10,11,4,23,27,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,154,0,16,-140,98,New Orleans
2014,6,16,17,0,2,1,15,27,14,3,56,59,11,0,0,0,8,19,8,0,35,35,6,0,2,1,6,7,4,3,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,4,191,0,8,-139,99,New Orleans
2015,6,16,33,1,2,3,11,34,16,5,61,66,24,1,0,3,4,22,5,3,31,34,8,0,2,0,7,10,10,2,27,29,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,2,2,185,1,5,-138,100,New Orleans
2016,6,16,54,1,6,3,3,21,18,9,42,51,31,0,4,1,2,15,9,5,26,31,19,1,2,2,1,4,6,4,11,15,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,5,5,156,1,10,-143,95,New Orleans
2017,6,16,44,1,1,3,4,39,26,4,69,73,24,0,1,3,4,31,10,4,45,49,18,0,0,0,0,7,15,0,22,22,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,2,2,202,0,18,-142,96,New Orleans
2018,6,16,54,1,3,3,6,57,20,6,83,89,32,0,2,1,2,32,10,3,44,47,18,1,1,2,4,21,8,3,33,36,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,6,6,217,1,18,-141,97,New Orleans
2019,6,16,61,0,5,7,4,35,20,12,59,71,29,0,3,4,3,25,5,7,33,40,26,0,1,3,1,7,14,4,22,26,1,0,0,0,0,0,1,0,1,1,5,0,1,0,0,3,0,1,3,4,188,2,14,-140,98,New Orleans
2020,6,16,46,2,4,4,5,38,26,8,69,77,31,1,1,2,3,31,13,3,47,50,10,0,3,1,2,5,13,4,20,24,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,1,2,3,171,0,12,-138,100,New Orleans
2021,6,16,28,2,4,6,4,34,19,10,57,67,14,1,2,4,4,22,10,6,36,42,9,0,1,2,0,9,9,3,18,21,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,3,0,1,3,4,156,1,12,-144,94,New Orleans
2022,6,16,43,4,2,4,10,10,19,6,39,45,26,2,1,3,7,7,6,4,20,24,12,1,1,1,2,3,12,2,17,19,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,0,2,2,145,0,11,-143,95,New Orleans
2023,6,16,32,3,6,2,14,25,24,8,63,71,20,2,2,1,4,19,9,3,32,35,12,1,3,1,9,6,15,4,30,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,151,0,5,-142,96,New Orleans
2024,6,16,51,1,4,3,2,25,14,7,41,48,27,0,3,1,1,12,8,4,21,25,20,1,1,2,1,13,5,3,19,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,151,0,8,-140,98,New Orleans
2012,7,16,32,0,1,2,15,35,12,3,62,65,22,0,1,2,11,26,7,3,44,47,8,0,0,0,4,7,3,0,14,14,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,2,1,0,3,3,215,3,15,-111,127,New Orleans
2013,7,16,38,2,2,3,5,36,18,5,59,64,19,0,1,1,2,27,6,2,35,37,17,0,1,2,3,7,9,3,19,22,0,0,0,0,0,0,3,0,3,3,2,2,0,0,0,2,0,0,2,2,217,3,13,-110,128,New Orleans
2014,7,16,30,0,2,2,12,39,7,4,58,62,16,0,0,1,7,28,2,1,37,38,14,0,2,1,4,11,5,3,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,195,1,12,-109,129,New Orleans
2015,7,16,37,0,3,3,13,34,14,6,61,67,20,0,1,1,10,26,6,2,42,44,12,0,2,1,3,6,8,3,17,20,2,0,0,1,0,0,0,1,0,1,3,0,0,0,0,2,0,0,2,2,187,3,8,-108,130,New Orleans
2016,7,16,41,1,6,3,9,25,11,9,45,54,23,1,4,1,5,13,2,5,20,25,12,0,2,2,3,8,8,4,19,23,0,0,0,0,1,2,0,0,3,3,6,0,0,0,0,2,1,0,3,3,139,4,13,-113,125,New Orleans
2017,7,16,40,4,2,2,4,29,18,4,51,55,21,1,0,1,2,19,6,1,27,28,16,3,2,0,2,8,12,2,22,24,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,2,3,170,0,12,-112,126,New Orleans
2018,7,16,59,2,3,5,3,38,18,8,59,67,35,1,2,2,0,28,8,4,36,40,17,1,1,2,3,8,9,3,20,23,0,0,0,0,0,1,0,0,1,1,7,0,0,1,0,1,1,1,2,3,192,1,11,-111,127,New Orleans
2019,7,16,55,1,2,2,7,28,30,4,65,69,37,1,1,0,3,18,16,1,37,38,16,0,1,1,4,8,12,2,24,26,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,1,4,5,215,1,19,-110,128,New Orleans
2020,7,16,45,1,0,3,5,21,13,3,39,42,30,1,0,2,2,17,9,2,28,30,10,0,0,1,3,2,4,1,9,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,2,2,131,1,10,-108,130,New Orleans
2021,7,16,44,4,1,8,3,18,37,9,58,67,30,3,0,4,2,10,16,4,28,32,12,1,1,3,1,7,16,4,24,28,0,0,0,0,0,0,3,0,3,3,2,0,0,1,0,1,2,1,3,4,176,3,12,-114,124,New Orleans
2022,7,16,45,3,4,3,1,24,30,7,55,62,21,0,2,3,0,11,11,5,22,27,24,3,1,0,1,11,19,1,31,32,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,2,156,2,7,-113,125,New Orleans
2023,7,16,36,0,1,3,2,20,24,4,46,50,22,0,0,0,0,12,7,0,19,19,13,0,1,1,2,6,16,2,24,26,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,2,0,2,2,4,130,1,8,-112,126,New Orleans
2024,7,16,39,3,1,2,6,28,17,3,51,54,21,1,1,0,4,20,5,1,29,30,17,2,0,1,2,5,11,1,18,19,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,2,1,1,3,4,147,3,8,-110,128,New Orleans
2012,8,16,26,1,0,3,15,27,14,3,56,59,15,1,0,0,9,19,7,0,35,35,9,0,0,3,5,6,7,3,18,21,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,2,2,222,1,13,-80,158,New Orleans
2013,8,16,34,0,2,2,9,29,13,4,51,55,20,0,0,0,5,23,7,0,35,35,12,0,2,2,4,4,6,4,14,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,168,0,7,-79,159,New Orleans
2014,8,16,34,2,1,4,5,36,14,5,55,60,18,1,0,3,3,21,3,3,27,30,12,1,1,1,1,13,10,2,24,26,0,0,0,0,0,0,1,0,1,1,4,0,0,0,1,2,0,0,3,3,155,1,10,-78,160,New Orleans
2015,8,16,44,0,6,4,4,28,12,10,44,54,22,0,0,2,4,14,6,2,24,26,16,0,5,2,0,12,5,7,17,24,0,0,0,0,0,1,0,0,1,1,6,0,1,0,0,1,1,1,2,3,157,2,15,-77,161,New Orleans
2016,8,16,26,0,0,1,3,22,14,1,39,40,20,0,0,1,1,17,2,1,20,21,4,0,0,0,1,4,11,0,16,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,3,3,119,0,9,-82,156,New Orleans
2017,8,16,42,2,2,2,6,37,8,4,51,55,31,1,1,0,5,29,3,1,37,38,6,1,1,2,1,6,5,3,12,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,2,2,198,0,11,-81,157,New Orleans
2018,8,16,68,1,3,0,6,19,15,3,40,43,37,1,2,0,4,14,6,2,24,26,23,0,1,0,2,3,8,1,13,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,1,0,3,3,206,1,18,-80,158,New Orleans
2019,8,16,49,1,1,6,11,27,30,7,68,75,28,0,1,4,7,20,13,5,40,45,16,1,0,2,4,6,16,2,26,28,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,2,2,206,0,10,-79,159,New Orleans
2020,8,16,43,2,2,10,6,28,22,12,56,68,30,1,0,7,4,19,14,7,37,44,9,1,2,3,2,6,6,5,14,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2,0,5,5,165,1,13,-77,161,New Orleans
2021,8,16,45,2,3,5,5,26,10,8,41,49,27,2,2,2,0,15,5,4,20,24,11,0,1,3,4,10,4,4,18,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,1,0,3,3,152,0,13,-83,155,New Orleans
2022,8,16,29,2,0,4,6,20,19,4,45,49,22,1,0,2,4,12,5,2,21,23,5,1,0,2,2,5,12,2,19,21,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,3,1,0,4,4,125,2,10,-82,156,New Orleans
2023,8,16,40,1,2,11,4,37,10,13,51,64,24,1,1,7,1,25,1,8,27,35,14,0,1,3,1,10,8,4,19,23,0,0,0,0,1,0,0,0,1,1,2,0,0,1,1,2,1,1,4,5,163,1,12,-81,157,New Orleans
2024,8,16,43,0,0,5,1,37,9,5,47,52,30,0,0,2,1,25,0,2,26,28,9,0,0,3,0,11,8,3,19,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,2,2,155,0,15,-79,159,New Orleans
2012,9,16,31,3,4,5,9,19,14,9,42,51,14,2,1,3,5,11,7,4,23,27,13,1,3,2,3,8,7,5,18,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,167,0,11,-49,189,New Orleans
2013,9,16,33,0,3,4,6,35,13,7,54,61,13,0,1,2,6,28,8,3,42,45,17,0,2,1,0,7,5,3,12,15,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,194,1,4,-48,190,New Orleans
2014,9,16,30,1,2,4,13,29,12,6,54,60,13,1,1,3,6,20,6,4,32,36,16,0,1,0,7,7,6,1,20,21,0,0,0,1,0,1,0,1,1,2,1,0,0,0,0,1,0,0,1,1,178,2,5,-47,191,New Orleans
2015,9,16,44,4,4,1,12,38,14,5,64,69,25,1,1,1,6,23,4,2,33,35,15,2,3,0,5,13,9,3,27,30,1,0,0,0,0,1,0,0,1,1,3,1,0,0,1,1,1,0,3,3,189,4,10,-46,192,New Orleans
2016,9,16,34,0,2,4,10,26,12,6,48,54,18,0,1,1,6,18,2,2,26,28,12,0,1,2,4,5,7,3,16,19,0,0,0,0,0,1,2,0,3,3,4,0,0,1,0,2,1,1,3,4,148,4,11,-51,187,New Orleans
2017,9,16,46,3,0,4,3,41,13,4,57,61,23,1,0,1,1,17,5,1,23,24,19,2,0,2,2,22,7,2,31,33,0,0,0,1,0,0,0,1,0,1,4,0,0,0,0,2,1,0,3,3,182,1,14,-50,188,New Orleans
2018,9,16,59,1,2,7,3,43,19,9,65,74,35,1,0,2,0,24,12,2,36,38,19,0,2,3,2,18,7,5,27,32,1,0,0,0,1,0,0,0,1,1,4,0,0,2,0,1,0,2,1,3,215,2,14,-49,189,New Orleans
2019,9,16,57,2,2,3,4,32,37,5,73,78,33,2,1,0,1,21,4,1,26,27,23,0,1,1,1,9,30,2,40,42,0,0,0,0,0,0,1,0,1,1,1,0,0,2,2,2,2,2,6,8,230,1,15,-48,190,New Orleans
2020,9,16,43,2,2,9,4,22,33,11,59,70,22,0,0,4,2,15,14,4,31,35,16,2,2,4,2,4,19,6,25,31,0,0,0,1,0,1,0,1,1,2,5,0,0,0,0,2,0,0,2,2,167,5,9,-46,192,New Orleans
2021,9,16,44,5,4,6,8,18,12,10,38,48,19,3,2,4,5,10,9,6,24,30,19,1,2,2,3,4,3,4,10,14,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,4,0,0,4,4,160,2,18,-52,186,New Orleans
2022,9,16,28,1,2,7,3,29,23,9,55,64,14,1,1,2,2,23,8,3,33,36,11,0,1,4,1,6,13,5,20,25,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,2,3,158,1,10,-51,187,New Orleans
2023,9,16,32,0,0,5,4,36,28,5,68,73,17,0,0,2,2,10,9,2,21,23,14,0,0,3,2,24,16,3,42,45,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,2,0,4,4,149,2,6,-50,188,New Orleans
2024,9,16,53,1,0,2,3,23,22,2,48,50,33,0,0,1,1,14,9,1,24,25,13,1,0,1,2,7,10,1,19,20,1,0,0,0,0,0,1,0,1,1,6,0,0,0,0,2,2,0,4,4,171,3,14,-48,190,New Orleans
2012,10,16,33,0,1,6,9,29,11,7,49,56,12,0,0,2,7,18,4,2,29,31,19,0,1,3,2,9,6,4,17,21,1,0,0,0,0,1,1,0,2,2,1,0,0,1,0,1,0,1,1,2,165,3,10,-19,219,New Orleans
2013,10,16,30,1,1,1,7,27,9,2,43,45,15,1,0,1,5,16,3,1,24,25,12,0,1,0,2,10,6,1,18,19,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,177,2,6,-18,220,New Orleans
2014,10,16,32,0,3,4,12,32,8,7,52,59,14,0,1,0,7,18,3,1,28,29,16,0,2,4,5,10,5,6,20,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,4,4,159,0,10,-17,221,New Orleans
2015,10,16,23,1,3,3,9,45,10,6,64,70,14,1,2,1,7,23,0,3,30,33,7,0,1,2,2,21,6,3,29,32,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,3,0,4,4,177,2,8,-16,222,New Orleans
2016,10,16,43,2,4,4,10,35,22,8,67,75,16,0,1,1,5,16,11,2,32,34,21,1,3,3,5,16,10,6,31,37,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,1,0,4,4,182,0,17,-21,217,New Orleans
2017,10,16,49,1,2,8,11,29,21,10,61,71,22,0,1,3,8,20,7,4,35,39,21,1,1,4,3,7,14,5,24,29,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,1,2,3,196,0,13,-20,218,New Orleans
2018,10,16,38,0,2,6,7,36,28,8,71,79,16,0,0,2,7,25,8,2,40,42,18,0,2,4,0,8,19,6,27,33,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,4,4,181,2,8,-19,219,New Orleans
2019,10,16,33,3,0,7,5,41,25,7,71,78,15,2,0,5,0,22,11,5,33,38,16,1,0,1,5,17,11,1,33,34,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,2,2,1,4,5,189,2,11,-18,220,New Orleans
2020,10,16,45,0,4,3,2,19,30,7,51,58,19,0,0,2,0,15,14,2,29,31,21,0,3,1,2,3,11,4,16,20,1,0,0,0,0,0,1,0,1,1,4,0,1,0,0,1,4,1,5,6,161,3,14,-16,222,New Orleans
2021,10,16,50,1,3,6,6,25,27,9,58,67,26,0,2,3,6,10,6,5,22,27,17,1,1,3,0,12,20,4,32,36,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,4,4,171,1,13,-22,216,New Orleans
2022,10,16,33,7,2,3,4,23,37,5,64,69,17,4,0,1,3,9,16,1,28,29,16,3,2,2,0,9,21,4,30,34,0,0,0,0,0,3,0,0,3,3,0,0,0,0,1,2,0,0,3,3,146,3,3,-21,217,New Orleans
2023,10,16,28,2,2,4,7,25,21,6,53,59,15,2,0,2,3,17,7,2,27,29,12,0,2,2,4,7,13,4,24,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,127,0,7,-20,218,New Orleans
2024,10,16,31,1,1,1,6,29,18,2,53,55,17,1,0,1,2,23,4,1,29,30,13,0,1,0,3,5,11,1,19,20,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2,0,4,4,127,1,7,-18,220,New Orleans
2012,11,16,27,3,3,4,9,28,8,7,45,52,7,0,1,0,4,15,3,1,22,23,17,2,2,4,5,11,5,6,21,27,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,2,2,184,0,9,12,250,New Orleans
2013,11,16,24,2,3,1,7,44,14,4,65,69,9,0,0,1,4,17,4,1,25,26,12,2,1,0,3,25,10,1,38,39,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,2,2,4,155,0,12,13,251,New Orleans
2014,11,16,38,0,4,4,15,37,23,8,75,83,18,0,1,2,3,11,12,3,26,29,18,0,2,2,12,24,10,4,46,50,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,1,3,4,161,0,8,14,252,New Orleans
2015,11,16,36,0,3,2,8,24,12,5,44,49,23,0,1,0,8,13,5,1,26,27,12,0,2,1,0,10,7,3,17,20,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,167,0,9,15,253,New Orleans
2016,11,16,46,3,2,3,6,29,8,5,43,48,16,1,1,3,5,16,4,4,25,29,21,2,1,0,1,11,3,1,15,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,1,0,3,3,182,0,23,10,248,New Orleans
2017,11,16,52,1,4,4,5,34,10,8,49,57,24,0,2,2,3,24,3,4,30,34,25,1,2,2,2,8,7,4,17,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,2,189,1,6,11,249,New Orleans
2018,11,16,45,1,2,0,5,34,16,2,55,57,19,0,0,0,2,22,4,0,28,28,20,1,2,0,3,10,9,2,22,24,1,0,0,0,0,0,1,0,1,1,5,0,0,0,0,2,2,0,4,4,175,2,13,12,250,New Orleans
2019,11,16,42,1,2,2,8,40,25,4,73,77,19,0,0,0,3,15,10,0,28,28,20,1,2,2,5,22,12,4,39,43,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,3,2,0,5,5,174,2,11,13,251,New Orleans
2020,11,16,45,3,4,2,3,23,42,6,68,74,23,1,0,0,2,16,13,0,31,31,18,2,4,1,1,6,28,5,35,40,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,1,2,3,170,1,9,15,253,New Orleans
2021,11,16,46,2,8,3,10,21,24,11,55,66,26,1,2,3,1,12,3,5,16,21,17,1,5,0,9,5,17,5,31,36,0,0,0,0,0,0,1,0,1,1,3,0,1,0,0,4,3,1,7,8,173,1,16,9,247,New Orleans
2022,11,16,25,2,1,5,4,17,14,6,35,41,16,1,1,2,0,14,3,3,17,20,9,1,0,2,4,3,11,2,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,107,0,3,10,248,New Orleans
2023,11,16,51,3,1,7,3,30,21,8,54,62,28,1,0,0,1,17,6,0,24,24,21,2,1,5,2,11,14,6,27,33,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,2,3,5,178,1,11,11,249,New Orleans
2024,11,16,42,0,1,1,3,30,19,2,52,54,20,0,1,1,1,15,5,2,21,23,21,0,0,0,2,12,12,0,26,26,0,0,0,0,0,1,1,0,2,2,1,0,0,0,0,2,1,0,3,3,142,3,6,13,251,New Orleans
2012,12,16,33,2,1,6,5,31,17,7,53,60,16,0,0,1,1,18,4,1,23,24,14,1,1,5,4,12,13,6,29,35,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,175,3,7,42,280,New Orleans
2013,12,16,20,1,2,1,8,47,12,3,67,70,6,0,1,0,7,34,7,1,48,49,11,1,0,1,1,11,5,1,17,18,0,0,0,0,0,1,0,0,1,1,3,0,1,0,0,1,0,1,1,2,188,1,11,43,281,New Orleans
2014,12,16,30,0,6,4,13,24,13,10,50,60,13,0,2,3,3,16,3,5,22,27,16,0,4,1,9,7,10,5,26,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,167,0,7,44,282,New Orleans
2015,12,16,41,1,3,3,11,30,8,6,49,55,20,0,1,0,5,13,1,1,19,20,17,1,1,3,5,13,6,4,24,28,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,4,1,1,6,7,172,1,11,45,283,New Orleans
2016,12,16,42,2,3,1,9,24,22,4,55,59,21,0,1,1,6,15,5,2,26,28,18,2,2,0,3,9,16,2,28,30,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,155,2,7,40,278,New Orleans
2017,12,16,44,2,1,6,6,32,17,7,55,62,23,1,0,2,3,17,5,2,25,27,20,1,1,3,3,15,9,4,27,31,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,2,0,2,2,169,2,10,41,279,New Orleans
2018,12,16,57,1,1,3,6,39,22,4,67,71,22,0,1,0,4,23,7,1,34,35,31,1,0,2,2,16,14,2,32,34,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,1,2,212,1,9,42,280,New Orleans
2019,12,16,1,2,0,1,2,17,9,1,28,29,1,1,0,0,0,6,4,0,10,10,0,1,0,1,2,8,4,1,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,4,44,0,5,43,281,New Orleans
2020,12,16,36,1,2,3,4,16,22,5,42,47,20,1,1,1,3,12,1,2,16,18,13,0,1,2,1,3,19,3,23,26,0,0,0,0,0,0,2,0,2,2,3,0,0,0,0,1,0,0,1,1,143,2,6,45,283,New Orleans
2021,12,16,42,2,2,2,5,22,32,4,59,63,19,1,1,0,2,11,17,1,30,31,22,1,1,2,3,11,14,3,28,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,146,0,3,39,277,New Orleans
2022,12,16,34,1,2,8,9,19,42,10,70,80,12,0,1,0,4,7,7,1,18,19,21,1,1,8,4,11,32,9,47,56,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,1,2,0,3,3,161,2,6,40,278,New Orleans
2023,12,16,34,4,0,2,3,35,34,2,72,74,17,1,0,0,0,14,14,0,28,28,14,3,0,1,3,19,20,1,42,43,0,0,0,0,0,2,0,0,2,2,3,0,0,1,0,0,0,1,0,1,160,2,4,41,279,New Orleans
2024,12,16,33,1,2,1,1,22,11,3,34,37,11,0,2,1,1,14,4,3,19,22,17,0,0,0,0,7,6,0,13,13,2,1,0,0,0,1,0,0,1,1,3,0,0,0,0,0,1,0,1,1,101,4,5,43,281,New Orleans
2012,1,17,20,1,2,1,10,23,11,3,44,47,9,0,2,1,5,12,5,3,22,25,8,1,0,0,5,9,6,0,20,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,2,174,0,11,-292,-54,New Orleans
2013,1,17,15,1,4,4,13,36,6,8,55,63,2,0,1,2,10,19,2,3,31,34,12,1,3,1,2,15,4,4,21,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,3,4,222,0,15,-290,-52,New Orleans
