year,month,day,crime_disorder,crime_gun,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_violent,crime_property,crime_index,crime_disorder_day,crime_gun_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_gun_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_gun_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_gun_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2016,7,5,45,0,3,6,7,20,11,9,38,47,31,0,1,3,6,16,6,4,28,32,13,0,2,2,1,2,5,4,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,2,3,155,0,6,-124,114,New Orleans
2017,7,5,57,3,3,4,3,37,28,7,68,75,27,0,1,3,3,23,13,4,39,43,25,2,2,1,0,9,14,3,23,26,0,0,0,0,0,0,1,0,1,1,5,1,0,0,0,5,0,0,5,5,244,2,16,-123,115,New Orleans
2018,7,5,65,2,6,2,8,28,22,8,58,66,33,1,3,2,5,17,6,5,28,33,23,0,3,0,3,9,16,3,28,31,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,2,0,0,2,2,212,1,18,-122,116,New Orleans
2019,7,5,58,3,1,5,6,29,12,6,47,53,25,1,1,2,3,20,5,3,28,31,28,2,0,2,2,7,5,2,14,16,1,0,0,0,1,0,0,0,1,1,4,0,0,1,0,2,2,1,4,5,183,2,18,-121,117,New Orleans
2020,7,5,74,0,2,5,9,17,23,7,49,56,48,0,1,4,4,12,10,5,26,31,22,0,1,1,5,4,11,2,20,22,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,1,1,0,2,2,175,1,10,-119,119,New Orleans
2021,7,5,51,3,0,12,2,15,13,12,30,42,31,1,0,6,0,12,7,6,19,25,17,2,0,5,1,3,6,5,10,15,2,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,146,4,7,-125,113,New Orleans
2022,7,5,29,3,1,5,5,24,28,6,57,63,17,0,0,1,3,14,11,1,28,29,7,2,1,3,2,10,15,4,27,31,0,0,0,0,0,0,1,0,1,1,5,1,0,1,0,0,1,1,1,2,149,1,9,-124,114,New Orleans
2023,7,5,41,3,5,3,5,20,32,8,57,65,18,0,4,1,1,15,9,5,25,30,18,3,1,2,4,5,21,3,30,33,0,0,0,0,0,0,2,0,2,2,5,0,0,0,0,0,0,0,0,0,165,2,6,-123,115,New Orleans
2024,7,5,47,0,1,9,4,37,17,10,58,68,31,0,1,3,3,27,6,4,36,40,12,0,0,5,1,8,11,5,20,25,1,0,0,0,0,2,0,0,2,2,3,0,0,1,0,0,0,1,0,1,168,3,5,-121,117,New Orleans
2012,8,5,38,1,1,5,9,30,12,6,51,57,21,0,0,5,2,12,4,5,18,23,15,1,1,0,6,16,7,1,29,30,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,0,0,3,3,183,2,9,-91,147,New Orleans
2013,8,5,30,0,2,3,11,32,15,5,58,63,17,0,0,0,4,27,5,0,36,36,12,0,2,3,4,4,10,5,18,23,0,0,0,0,1,1,0,0,2,2,1,0,0,0,2,0,0,0,2,2,205,2,15,-90,148,New Orleans
2014,8,5,35,0,2,4,14,30,17,6,61,67,21,0,1,3,9,17,9,4,35,39,9,0,0,1,5,13,8,1,26,27,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,193,0,13,-89,149,New Orleans
2015,8,5,44,1,3,2,8,32,7,5,47,52,33,1,2,1,2,23,4,3,29,32,9,0,0,1,6,9,2,1,17,18,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,1,0,1,185,1,6,-88,150,New Orleans
2016,8,5,43,1,6,6,4,24,12,12,40,52,27,0,3,3,1,10,4,6,15,21,14,0,2,2,3,12,7,4,22,26,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,2,3,5,162,2,10,-93,145,New Orleans
2017,8,5,37,1,2,5,4,37,15,7,56,63,22,0,1,1,2,17,8,2,27,29,9,1,1,4,2,19,4,5,25,30,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,0,4,4,167,2,14,-92,146,New Orleans
2018,8,5,47,2,3,2,1,36,36,5,73,78,27,0,1,1,0,22,7,2,29,31,17,2,2,1,0,13,28,3,41,44,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,1,0,0,2,2,190,1,11,-91,147,New Orleans
2019,8,5,49,2,0,3,4,35,45,3,84,87,32,2,0,1,2,27,12,1,41,42,12,0,0,1,2,6,33,1,41,42,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,1,2,3,211,1,13,-90,148,New Orleans
2020,8,5,50,0,2,9,3,20,23,11,46,57,32,0,1,6,2,15,5,7,22,29,13,0,1,3,1,5,15,4,21,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,3,165,0,11,-88,150,New Orleans
2021,8,5,47,1,0,10,6,24,15,10,45,55,29,1,0,8,2,14,3,8,19,27,17,0,0,2,1,8,11,2,20,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,6,6,161,0,18,-94,144,New Orleans
2022,8,5,29,4,2,1,1,26,25,3,52,55,13,0,1,1,1,17,11,2,29,31,13,4,1,0,0,9,11,1,20,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,132,1,7,-93,145,New Orleans
2023,8,5,48,1,1,6,7,37,22,7,66,73,26,1,1,4,2,24,5,5,31,36,15,0,0,2,5,12,15,2,32,34,0,0,0,0,0,1,0,0,1,1,7,0,0,0,0,0,2,0,2,2,183,2,14,-92,146,New Orleans
2024,8,5,44,0,1,1,3,22,8,2,33,35,29,0,1,1,2,19,4,2,25,27,12,0,0,0,1,2,4,0,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,123,1,7,-90,148,New Orleans
2012,9,5,30,3,4,0,5,29,9,4,43,47,16,2,2,0,2,20,2,2,24,26,13,1,2,0,3,6,5,2,14,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,5,202,4,13,-60,178,New Orleans
2013,9,5,19,1,2,3,8,37,6,5,51,56,10,1,1,1,1,29,4,2,34,36,9,0,0,2,5,8,2,2,15,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,3,165,0,12,-59,179,New Orleans
2014,9,5,28,0,1,4,11,33,10,5,54,59,16,0,0,2,2,24,4,2,30,32,9,0,1,1,7,6,5,2,18,20,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3,1,1,6,7,159,0,10,-58,180,New Orleans
2015,9,5,37,2,3,7,9,54,21,10,84,94,24,1,0,4,4,28,6,4,38,42,13,0,1,3,5,19,15,4,39,43,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,0,2,7,9,205,1,14,-57,181,New Orleans
2016,9,5,44,0,1,6,8,32,19,7,59,66,21,0,0,3,5,22,8,3,35,38,20,0,1,3,2,10,10,4,22,26,0,0,0,0,1,0,1,0,2,2,3,0,0,0,0,0,0,0,0,0,167,4,11,-62,176,New Orleans
2017,9,5,43,1,0,1,5,43,14,1,62,63,22,1,0,1,1,30,7,1,38,39,17,0,0,0,4,11,7,0,22,22,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,1,0,0,1,1,172,1,8,-61,177,New Orleans
2018,9,5,47,3,4,5,7,27,25,9,59,68,31,3,3,3,2,19,11,6,32,38,13,0,1,2,5,6,13,3,24,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,3,3,196,0,12,-60,178,New Orleans
2019,9,5,38,0,1,1,7,34,12,2,53,55,22,0,0,1,5,24,3,1,32,33,11,0,1,0,2,8,7,1,17,18,0,0,0,0,0,1,0,0,1,1,5,0,0,0,0,1,2,0,3,3,157,2,13,-59,179,New Orleans
2020,9,5,43,3,1,8,2,30,18,9,50,59,24,1,0,3,1,21,7,3,29,32,13,1,0,3,1,9,8,3,18,21,0,1,0,0,0,0,0,0,0,0,6,0,1,2,0,0,3,3,3,6,150,1,14,-57,181,New Orleans
2021,9,5,27,1,0,4,37,9,10,4,56,60,13,0,0,3,27,5,7,3,39,42,11,1,0,1,10,3,1,1,14,15,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,1,1,0,2,2,122,1,6,-63,175,New Orleans
2022,9,5,43,8,7,7,1,22,36,14,59,73,23,3,0,4,0,12,9,4,21,25,17,4,7,3,1,10,27,10,38,48,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,172,0,10,-62,176,New Orleans
2023,9,5,32,4,1,4,7,32,19,5,58,63,17,2,0,3,5,22,5,3,32,35,10,2,1,1,2,9,13,2,24,26,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,2,2,152,1,10,-61,177,New Orleans
2024,9,5,30,0,3,1,7,21,7,4,35,39,18,0,2,1,4,12,2,3,18,21,10,0,1,0,2,8,4,1,14,15,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,2,2,130,1,8,-59,179,New Orleans
2012,10,5,27,0,4,4,4,27,9,8,40,48,14,0,2,0,2,12,3,2,17,19,12,0,1,4,2,14,6,5,22,27,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,171,1,8,-30,208,New Orleans
2013,10,5,25,1,7,2,6,27,14,9,47,56,9,1,0,1,1,11,7,1,19,20,11,0,7,1,5,16,7,8,28,36,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,150,1,5,-29,209,New Orleans
2014,10,5,44,0,6,8,8,25,9,14,42,56,21,0,1,1,4,15,4,2,23,25,19,0,4,6,1,8,5,10,14,24,0,0,0,0,1,0,0,0,1,1,4,0,1,1,2,2,0,2,4,6,162,1,10,-28,210,New Orleans
2015,10,5,32,3,3,4,12,37,11,7,60,67,16,1,1,3,7,26,5,4,38,42,15,2,2,1,5,9,5,3,19,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,3,163,0,7,-27,211,New Orleans
2016,10,5,38,2,4,1,7,29,17,5,53,58,23,1,0,1,5,14,6,1,25,26,10,1,3,0,2,11,11,3,24,27,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,0,1,4,5,148,0,12,-32,206,New Orleans
2017,10,5,56,2,4,1,1,32,6,5,39,44,25,0,3,0,0,21,3,3,24,27,28,0,1,1,0,10,3,2,13,15,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,2,2,198,0,17,-31,207,New Orleans
2018,10,5,49,1,4,7,7,32,12,11,51,62,24,0,2,4,3,22,7,6,32,38,25,0,2,2,3,10,5,4,18,22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,177,0,5,-30,208,New Orleans
2019,10,5,32,0,2,4,7,46,19,6,72,78,17,0,1,2,3,29,6,3,38,41,13,0,1,2,2,16,11,3,29,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,5,5,172,1,9,-29,209,New Orleans
2020,10,5,56,2,4,5,9,24,14,9,47,56,32,1,3,4,6,16,6,7,28,35,17,0,1,1,2,8,8,2,18,20,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,1,1,166,0,14,-27,211,New Orleans
2021,10,5,45,2,4,4,9,27,29,8,65,73,27,1,2,0,5,19,16,2,40,42,11,1,1,3,4,5,13,4,22,26,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,3,0,2,3,5,175,1,19,-33,205,New Orleans
2022,10,5,24,5,2,5,1,15,28,7,44,51,15,0,2,4,1,6,13,6,20,26,9,4,0,1,0,9,15,1,24,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,133,1,3,-32,206,New Orleans
2023,10,5,45,2,1,1,5,34,20,2,59,61,29,2,1,0,0,14,7,1,21,22,13,0,0,1,5,18,12,1,35,36,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,1,0,2,2,168,2,11,-31,207,New Orleans
2024,10,5,34,0,0,5,3,35,7,5,45,50,24,0,0,3,3,15,0,3,18,21,9,0,0,2,0,15,5,2,20,22,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,2,0,6,6,133,1,9,-29,209,New Orleans
2012,11,5,31,0,0,1,6,38,13,1,57,58,15,0,0,1,3,24,4,1,31,32,14,0,0,0,2,13,9,0,24,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,2,162,0,4,1,239,New Orleans
2013,11,5,34,2,4,2,6,43,10,6,59,65,17,2,1,1,2,27,6,2,35,37,15,0,2,1,3,12,3,3,18,21,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,4,1,1,6,7,177,0,9,2,240,New Orleans
2014,11,5,34,1,3,5,12,29,19,8,60,68,14,1,0,3,4,21,5,3,30,33,19,0,3,2,7,6,12,5,25,30,0,0,0,0,0,1,1,0,2,2,1,0,0,0,1,1,1,0,3,3,162,4,9,3,241,New Orleans
2015,11,5,53,1,4,3,4,32,12,7,48,55,24,1,0,2,2,27,2,2,31,33,25,0,4,1,2,3,10,5,15,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,2,200,0,10,4,242,New Orleans
2016,11,5,34,1,2,5,7,34,10,7,51,58,14,0,2,2,4,19,0,4,23,27,18,1,0,3,2,12,8,3,22,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,2,0,6,6,156,0,9,-1,237,New Orleans
2017,11,5,43,0,1,2,2,30,21,3,53,56,16,0,0,2,1,13,10,2,24,26,22,0,1,0,1,14,10,1,25,26,1,0,0,0,0,1,1,0,2,2,4,0,0,0,0,2,0,0,2,2,160,3,11,0,238,New Orleans
2018,11,5,41,2,4,3,6,37,15,7,58,65,17,2,3,2,5,20,3,5,28,33,22,0,1,1,1,14,11,2,26,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,4,4,191,1,12,1,239,New Orleans
2019,11,5,47,2,4,2,4,37,18,6,59,65,21,0,2,1,2,25,8,3,35,38,21,0,2,1,2,10,9,3,21,24,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,1,0,3,3,186,2,15,2,240,New Orleans
2020,11,5,38,1,2,2,2,18,26,4,46,50,21,0,0,1,1,12,9,1,22,23,13,1,2,1,1,5,16,3,22,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,2,2,131,1,8,4,242,New Orleans
2021,11,5,48,0,3,7,2,33,30,10,65,75,24,0,2,3,2,17,7,5,26,31,22,0,1,3,0,13,23,4,36,40,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,3,4,174,2,10,-2,236,New Orleans
2022,11,5,33,2,4,9,6,25,24,13,55,68,15,1,0,5,2,8,8,5,18,23,18,1,4,3,4,16,15,7,35,42,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,2,142,2,4,-1,237,New Orleans
2023,11,5,45,4,1,10,9,33,46,11,88,99,22,2,0,5,1,12,13,5,26,31,17,2,1,5,8,20,32,6,60,66,1,0,0,0,0,0,1,0,1,1,5,0,0,0,0,1,0,0,1,1,214,2,10,0,238,New Orleans
2024,11,5,49,1,2,3,1,27,17,5,45,50,28,0,0,1,0,12,7,1,19,20,15,1,2,1,1,10,9,3,20,23,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,1,1,6,7,156,1,15,2,240,New Orleans
2012,12,5,25,2,1,2,5,19,11,3,35,38,14,0,0,0,3,15,3,0,21,21,10,2,1,2,2,2,7,3,11,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,3,187,1,7,31,269,New Orleans
2013,12,5,30,2,2,1,11,32,22,3,65,68,12,1,0,1,4,23,6,1,33,34,14,1,2,0,7,7,15,2,29,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,3,3,206,2,15,32,270,New Orleans
2014,12,5,24,0,5,3,9,28,12,8,49,57,7,0,0,1,4,16,6,1,26,27,17,0,4,2,5,9,6,6,20,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,4,150,0,8,33,271,New Orleans
2015,12,5,28,2,5,3,5,44,9,8,58,66,11,0,1,2,2,23,2,3,27,30,15,1,4,1,2,18,7,5,27,32,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1,2,0,0,3,3,146,1,8,34,272,New Orleans
2016,12,5,46,3,6,1,8,30,7,7,45,52,19,1,1,0,5,14,5,1,24,25,25,2,4,1,2,13,2,5,17,22,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,3,0,1,4,5,163,1,15,29,267,New Orleans
2017,12,5,61,4,0,4,4,27,10,4,41,45,35,3,0,2,0,14,5,2,19,21,22,1,0,2,2,9,5,2,16,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,6,6,180,1,10,30,268,New Orleans
2018,12,5,38,1,1,4,5,47,21,5,73,78,16,1,0,1,1,32,9,1,42,43,15,0,1,2,3,13,11,3,27,30,0,0,0,0,1,0,0,0,1,1,7,0,0,1,0,2,1,1,3,4,189,3,14,31,269,New Orleans
2019,12,5,50,3,1,1,4,40,23,2,67,69,28,1,0,0,2,26,5,0,33,33,20,2,1,1,2,11,18,2,31,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,3,217,3,9,32,270,New Orleans
2020,12,5,37,2,5,7,2,32,23,12,57,69,21,1,0,3,0,15,9,3,24,27,16,1,4,4,2,15,13,8,30,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,4,166,0,8,34,272,New Orleans
2021,12,5,52,3,3,11,7,23,53,14,83,97,22,3,0,4,2,7,17,4,26,30,25,0,3,5,5,15,33,8,53,61,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,3,2,4,6,205,0,14,28,266,New Orleans
2022,12,5,30,3,4,5,4,17,30,9,51,60,12,2,0,2,4,5,4,2,13,15,16,1,4,3,0,8,24,7,32,39,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,3,2,0,5,5,160,2,12,29,267,New Orleans
2023,12,5,42,3,2,2,5,24,27,4,56,60,21,1,1,2,1,11,8,3,20,23,15,2,1,0,3,11,18,1,32,33,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,1,0,4,4,172,2,16,30,268,New Orleans
2024,12,5,26,1,0,0,2,37,9,0,48,48,12,0,0,0,2,17,2,0,21,21,11,0,0,0,0,18,7,0,25,25,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,2,2,121,1,10,32,270,New Orleans
2012,1,6,23,0,12,6,9,34,22,18,65,83,11,0,2,1,5,16,9,3,30,33,11,0,9,4,3,13,11,13,27,40,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,4,2,2,7,9,182,1,17,-303,-65,New Orleans
2013,1,6,23,1,1,3,5,22,9,4,36,40,7,0,0,0,1,14,3,0,18,18,14,1,1,3,2,6,6,4,14,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,4,4,134,0,18,-301,-63,New Orleans
2014,1,6,20,1,5,6,12,33,11,11,56,67,8,0,1,3,9,18,5,4,32,36,10,0,4,3,2,14,4,7,20,27,0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,1,1,0,3,3,144,1,9,-300,-62,New Orleans
2015,1,6,17,2,2,5,9,34,18,7,61,68,7,1,0,2,5,19,8,2,32,34,9,1,2,2,4,13,10,4,27,31,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,2,163,1,7,-299,-61,New Orleans
2016,1,6,35,1,2,1,8,31,12,3,51,54,16,0,0,0,8,20,3,0,31,31,19,1,2,1,0,9,8,3,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,158,0,12,-305,-67,New Orleans
2017,1,6,30,0,3,1,5,31,16,4,52,56,16,0,1,1,4,20,5,2,29,31,12,0,1,0,1,9,9,1,19,20,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,1,2,1,3,4,135,2,8,-303,-65,New Orleans
2018,1,6,46,3,4,5,11,18,15,9,44,53,20,1,0,1,5,9,2,1,16,17,25,2,2,2,6,9,13,4,28,32,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,4,0,4,165,0,11,-302,-64,New Orleans
2019,1,6,42,1,1,4,3,33,50,5,86,91,16,1,1,1,2,20,9,2,31,33,20,0,0,3,1,11,40,3,52,55,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,3,3,204,0,14,-301,-63,New Orleans
2020,1,6,26,5,3,1,3,20,17,4,40,44,10,2,1,0,1,10,5,1,16,17,15,3,1,1,2,8,11,2,21,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,3,4,103,0,8,-300,-62,New Orleans
2021,1,6,53,2,10,2,5,17,39,12,61,73,27,1,4,0,1,10,12,4,23,27,23,0,6,0,4,6,24,6,34,40,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,1,3,2,4,6,174,0,15,-305,-67,New Orleans
2022,1,6,38,2,1,8,4,25,35,9,64,73,19,1,0,3,2,14,13,3,29,32,17,1,1,5,2,10,21,6,33,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,2,181,0,10,-304,-66,New Orleans
2023,1,6,35,4,1,4,3,24,39,5,66,71,18,2,0,2,3,11,8,2,22,24,12,2,1,2,0,12,30,3,42,45,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,2,2,159,0,9,-303,-65,New Orleans
2024,1,6,49,2,3,3,4,28,43,6,75,81,27,0,2,1,1,4,5,3,10,13,20,1,1,2,3,22,37,3,62,65,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,1,0,2,2,185,1,7,-302,-64,New Orleans
2012,2,6,18,1,1,6,10,19,6,7,35,42,8,1,0,3,8,10,2,3,20,23,9,0,1,2,2,7,3,3,12,15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,3,4,186,0,11,-272,-34,New Orleans
2013,2,6,19,2,1,6,13,30,9,7,52,59,5,0,1,1,7,19,4,2,30,32,13,2,0,4,5,10,4,4,19,23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,3,4,170,0,9,-270,-32,New Orleans
2014,2,6,19,0,1,2,6,32,16,3,54,57,7,0,0,1,5,22,3,1,30,31,9,0,1,1,1,8,11,2,20,22,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,2,0,3,3,190,2,13,-269,-31,New Orleans
2015,2,6,25,0,3,0,5,30,13,3,48,51,15,0,1,0,3,14,6,1,23,24,10,0,2,0,2,14,5,2,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,154,2,8,-268,-30,New Orleans
2016,2,6,45,3,3,5,8,111,17,8,136,144,19,3,1,3,6,29,3,4,38,42,25,0,1,2,1,77,13,3,91,94,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,4,1,1,6,7,297,1,18,-274,-36,New Orleans
2017,2,6,39,3,2,2,6,34,11,4,51,55,17,2,0,1,2,25,4,1,31,32,20,1,1,1,3,7,6,2,16,18,0,0,0,0,0,1,0,0,1,1,2,0,1,0,1,1,1,1,3,4,181,1,9,-272,-34,New Orleans
2018,2,6,46,0,4,4,7,25,11,8,43,51,19,0,1,3,4,15,3,4,22,26,20,0,2,1,3,6,7,3,16,19,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,4,1,1,5,6,171,0,19,-271,-33,New Orleans
2019,2,6,52,0,2,3,7,29,27,5,63,68,20,0,0,3,2,11,5,3,18,21,25,0,2,0,5,16,20,2,41,43,0,0,0,0,0,0,1,0,1,1,7,0,0,0,0,2,1,0,3,3,199,2,16,-270,-32,New Orleans
2020,2,6,23,2,3,2,2,34,12,5,48,53,12,1,2,0,2,18,3,2,23,25,11,1,1,2,0,13,9,3,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,126,1,8,-269,-31,New Orleans
2021,2,6,35,4,3,1,4,20,31,4,55,59,20,2,2,0,1,16,15,2,32,34,13,2,1,1,2,4,11,2,17,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,6,6,155,1,15,-274,-36,New Orleans
2022,2,6,41,3,4,6,4,36,48,10,88,98,23,1,1,2,3,13,17,3,33,36,17,1,3,4,1,16,29,7,46,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,2,0,9,9,213,0,15,-273,-35,New Orleans
2023,2,6,40,1,1,3,5,21,22,4,48,52,19,1,1,0,4,13,7,1,24,25,20,0,0,3,1,7,13,3,21,24,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,2,2,156,1,6,-272,-34,New Orleans
2024,2,6,35,1,0,5,6,28,20,5,54,59,19,1,0,3,3,17,8,3,28,31,14,0,0,1,3,10,11,1,24,25,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,2,3,153,0,10,-271,-33,New Orleans
2012,3,6,26,2,1,5,4,29,12,6,45,51,15,1,0,3,3,20,3,3,26,29,10,1,1,1,0,9,9,2,18,20,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,2,204,0,8,-243,-5,New Orleans
2013,3,6,18,0,3,4,9,23,14,7,46,53,7,0,1,1,4,13,7,2,24,26,10,0,2,2,3,8,7,4,18,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,4,5,173,0,10,-242,-4,New Orleans
2014,3,6,22,0,3,3,6,26,12,6,44,50,9,0,1,2,3,22,3,3,28,31,11,0,1,0,3,3,8,1,14,15,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,1,1,1,2,3,141,3,6,-241,-3,New Orleans
2015,3,6,31,0,3,4,12,27,9,7,48,55,17,0,2,3,4,15,2,5,21,26,13,0,1,1,8,12,6,2,26,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,171,1,3,-240,-2,New Orleans
2016,3,6,31,3,6,5,8,27,16,11,51,62,14,2,4,2,6,19,8,6,33,39,14,1,2,3,2,6,8,5,16,21,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,0,0,1,1,139,1,5,-245,-7,New Orleans
2017,3,6,45,2,1,3,7,43,25,4,75,79,22,1,0,2,6,30,12,2,48,50,18,1,1,1,1,12,11,2,24,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,3,3,192,0,12,-244,-6,New Orleans
2018,3,6,49,2,2,2,3,37,10,4,50,54,23,1,0,1,1,22,2,1,25,26,21,1,2,1,2,12,8,3,22,25,0,0,0,0,0,1,0,0,1,1,5,0,0,0,0,2,0,0,2,2,187,1,12,-243,-5,New Orleans
2019,3,6,55,0,4,5,3,33,24,9,60,69,33,0,1,2,1,18,9,3,28,31,19,0,3,3,2,15,15,6,32,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,192,0,5,-242,-4,New Orleans
