year,month,day,crime_disorder,crime_gun,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_violent,crime_property,crime_index,crime_disorder_day,crime_gun_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_gun_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_gun_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_gun_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2016,9,10,2,1,2,0,10,11,36,2,57,59,1,1,0,0,4,6,25,0,35,35,1,0,2,0,5,3,8,2,16,18,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,2,0,5,5,79,1,5,-57,181,Seattle
2017,9,10,0,0,0,0,6,18,58,0,82,82,0,0,0,0,4,13,37,0,54,54,0,0,0,0,2,4,16,0,22,22,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,4,0,5,5,99,3,7,-56,182,Seattle
2018,9,10,2,0,1,1,11,27,47,2,85,87,1,0,1,0,8,20,33,1,61,62,1,0,0,1,2,6,7,1,15,16,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,5,0,7,7,106,3,7,-55,183,Seattle
2019,9,10,0,0,2,1,13,43,39,3,95,98,0,0,1,1,10,28,22,2,60,62,0,0,1,0,1,6,14,1,21,22,0,0,0,0,0,1,1,0,2,2,0,0,0,0,2,8,2,0,12,12,140,2,15,-54,184,Seattle
2020,9,10,3,2,4,6,25,20,48,10,93,103,0,1,1,3,17,15,22,4,54,58,2,1,3,2,7,3,19,5,29,34,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,2,6,1,9,10,144,1,14,-52,186,Seattle
2021,9,10,6,0,4,2,13,21,50,6,84,90,5,0,4,0,11,17,34,4,62,66,1,0,0,2,2,4,15,2,21,23,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,128,1,3,-58,180,Seattle
2022,9,10,3,0,1,3,12,19,40,4,71,75,1,0,0,1,9,13,32,1,54,55,2,0,1,1,3,4,8,2,15,17,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,2,111,2,3,-57,181,Seattle
2023,9,10,2,0,3,3,15,20,63,6,98,104,1,0,1,2,7,17,44,3,68,71,1,0,2,1,5,2,11,3,18,21,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,1,5,0,9,9,131,4,11,-56,182,Seattle
2024,9,10,3,1,5,6,27,33,48,11,108,119,2,0,4,3,13,20,32,7,65,72,1,1,0,2,11,10,13,2,34,36,0,0,0,1,2,0,2,1,4,5,0,0,1,0,1,3,1,1,5,6,158,5,8,-54,184,Seattle
2012,10,10,0,0,0,1,9,25,26,1,60,61,0,0,0,1,6,19,19,1,44,45,0,0,0,0,3,4,5,0,12,12,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,1,1,0,2,2,74,2,4,-25,213,Seattle
2013,10,10,2,0,0,0,10,21,41,0,72,72,0,0,0,0,7,14,20,0,41,41,1,0,0,0,3,4,15,0,22,22,0,0,0,0,0,1,3,0,4,4,1,0,0,0,0,2,3,0,5,5,84,4,7,-24,214,Seattle
2014,10,10,0,0,1,0,18,19,43,1,80,81,0,0,1,0,10,9,29,1,48,49,0,0,0,0,5,9,11,0,25,25,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,2,0,6,6,101,2,6,-23,215,Seattle
2015,10,10,3,0,0,0,12,12,40,0,64,64,2,0,0,0,8,7,27,0,42,42,0,0,0,0,3,3,11,0,17,17,0,0,0,0,1,1,2,0,4,4,1,0,0,0,0,1,0,0,1,1,82,4,3,-22,216,Seattle
2016,10,10,3,0,0,0,13,16,47,0,76,76,2,0,0,0,8,14,26,0,48,48,0,0,0,0,5,2,17,0,24,24,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,2,0,2,2,95,2,6,-27,211,Seattle
2017,10,10,0,1,0,1,15,22,35,1,72,73,0,1,0,0,8,18,29,0,55,55,0,0,0,1,5,1,4,1,10,11,0,0,0,0,1,1,1,0,3,3,0,0,0,0,1,2,1,0,4,4,97,3,4,-26,212,Seattle
2018,10,10,3,0,0,0,21,21,51,0,93,93,3,0,0,0,11,11,28,0,50,50,0,0,0,0,7,6,16,0,29,29,0,0,0,0,1,1,4,0,6,6,0,0,0,0,2,3,3,0,8,8,120,6,10,-25,213,Seattle
2019,10,10,0,1,3,1,22,37,50,4,109,113,0,1,3,1,7,29,25,4,61,65,0,0,0,0,10,4,16,0,30,30,0,0,0,0,2,1,5,0,8,8,0,0,0,0,3,3,4,0,10,10,152,10,12,-24,214,Seattle
2020,10,10,0,1,4,3,25,12,43,7,80,87,0,0,1,3,13,10,32,4,55,59,0,1,2,0,10,1,9,2,20,22,0,0,0,0,2,1,2,0,5,5,0,0,1,0,0,0,0,1,0,1,117,5,2,-22,216,Seattle
2021,10,10,2,1,1,2,19,27,61,3,107,110,1,0,1,0,12,20,38,1,70,71,1,1,0,2,7,6,20,2,33,35,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,1,0,2,2,149,3,4,-28,210,Seattle
2022,10,10,6,0,1,4,12,24,55,5,91,96,5,0,0,2,5,17,31,2,53,55,1,0,0,2,5,4,15,2,24,26,0,0,0,0,1,0,5,0,6,6,0,0,1,0,1,3,4,1,8,9,139,10,11,-27,211,Seattle
2023,10,10,6,0,2,4,22,23,38,6,83,89,4,0,0,1,8,11,24,1,43,44,2,0,0,1,10,6,10,1,26,27,0,0,0,1,2,0,2,1,4,5,0,0,2,1,2,6,2,3,10,13,126,6,14,-26,212,Seattle
2024,10,10,4,1,1,3,18,22,60,4,100,104,1,1,1,0,10,14,28,1,52,53,1,0,0,3,8,7,25,3,40,43,0,0,0,0,0,1,3,0,4,4,2,0,0,0,0,0,4,0,4,4,148,5,8,-24,214,Seattle
2012,11,10,1,0,1,0,11,9,31,1,51,52,0,0,0,0,3,5,17,0,25,25,1,0,1,0,7,3,9,1,19,20,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,1,4,0,5,5,65,2,5,6,244,Seattle
2013,11,10,1,0,0,0,16,10,47,0,73,73,0,0,0,0,6,3,25,0,34,34,0,0,0,0,10,6,16,0,32,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,7,7,87,0,9,7,245,Seattle
2014,11,10,2,0,4,1,20,10,48,5,78,83,1,0,1,0,10,6,19,1,35,36,1,0,3,1,7,3,21,4,31,35,0,0,0,0,1,1,6,0,8,8,0,0,0,0,2,0,2,0,4,4,98,8,6,8,246,Seattle
2015,11,10,2,0,2,1,11,14,50,3,75,78,1,0,0,0,5,8,27,0,40,40,1,0,1,1,3,5,17,2,25,27,0,0,0,0,0,0,3,0,3,3,0,0,1,0,3,1,3,1,7,8,105,5,9,9,247,Seattle
2016,11,10,1,0,1,0,7,10,43,1,60,61,1,0,1,0,3,7,17,1,27,28,0,0,0,0,3,2,18,0,23,23,0,0,0,0,1,0,4,0,5,5,0,0,0,0,0,1,4,0,5,5,85,6,7,4,242,Seattle
2017,11,10,0,0,0,1,8,19,35,1,62,63,0,0,0,1,3,6,20,1,29,30,0,0,0,0,3,8,13,0,24,24,0,0,0,0,2,1,1,0,4,4,0,0,0,0,0,4,1,0,5,5,87,5,8,5,243,Seattle
2018,11,10,1,0,0,0,12,14,45,0,71,71,0,0,0,0,7,5,24,0,36,36,1,0,0,0,5,6,16,0,27,27,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,3,1,0,4,4,81,4,5,6,244,Seattle
2019,11,10,1,3,3,0,21,18,43,3,82,85,0,2,1,0,8,9,16,1,33,34,1,1,1,0,11,9,18,1,38,39,0,0,0,0,1,0,2,0,3,3,0,0,1,0,1,0,7,1,8,9,127,4,9,7,245,Seattle
2020,11,10,3,0,2,6,25,29,37,8,91,99,0,0,0,5,13,14,21,5,48,53,3,0,1,1,11,10,12,2,33,35,0,0,0,0,1,0,3,0,4,4,0,0,1,0,0,5,1,1,6,7,136,4,8,9,247,Seattle
2021,11,10,2,1,2,2,14,32,54,4,100,104,2,0,0,1,7,16,25,1,48,49,0,1,2,1,5,10,26,3,41,44,0,0,0,0,1,1,1,0,3,3,0,0,0,0,1,5,2,0,8,8,148,5,11,3,241,Seattle
2022,11,10,1,1,1,2,19,13,48,3,80,83,0,0,1,0,10,10,25,1,45,46,1,0,0,1,7,2,18,1,27,28,0,1,0,0,1,0,2,0,3,3,0,0,0,1,1,1,3,1,5,6,113,6,11,4,242,Seattle
2023,11,10,3,0,0,2,13,18,45,2,76,78,1,0,0,1,2,7,21,1,30,31,2,0,0,1,11,6,19,1,36,37,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,5,2,0,7,7,109,3,8,5,243,Seattle
2024,11,10,2,1,1,2,26,27,72,3,125,128,1,0,0,0,10,14,38,0,62,62,1,1,1,2,7,10,29,3,46,49,0,0,0,0,3,0,3,0,6,6,0,0,0,0,6,3,2,0,11,11,150,6,11,7,245,Seattle
2012,12,10,1,0,0,0,11,14,13,0,38,38,0,0,0,0,8,9,7,0,24,24,1,0,0,0,2,5,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3,51,0,4,36,274,Seattle
2013,12,10,3,0,0,2,17,21,30,2,68,70,1,0,0,1,8,10,11,1,29,30,1,0,0,1,7,7,16,1,30,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,3,0,9,9,84,0,12,37,275,Seattle
2014,12,10,2,0,1,0,11,15,30,1,56,57,2,0,1,0,4,2,3,1,9,10,0,0,0,0,5,9,22,0,36,36,0,0,0,0,1,0,2,0,3,3,0,0,0,0,1,4,3,0,8,8,80,4,11,38,276,Seattle
2015,12,10,0,0,0,0,18,17,34,0,69,69,0,0,0,0,7,6,16,0,29,29,0,0,0,0,11,9,11,0,31,31,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,2,4,0,6,6,81,3,6,39,277,Seattle
2016,12,10,0,1,0,0,6,11,36,0,53,53,0,1,0,0,1,6,20,0,27,27,0,0,0,0,3,4,10,0,17,17,0,0,0,0,1,1,3,0,5,5,0,0,0,0,1,0,3,0,4,4,70,6,6,34,272,Seattle
2017,12,10,0,0,1,0,6,22,33,1,61,62,0,0,0,0,3,7,18,0,28,28,0,0,1,0,3,13,10,1,26,27,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,3,0,5,5,76,2,7,35,273,Seattle
2018,12,10,2,0,1,0,14,20,46,1,80,81,2,0,0,0,2,4,21,0,27,27,0,0,0,0,9,9,22,0,40,40,0,0,0,0,1,1,1,0,3,3,0,0,1,0,2,6,2,1,10,11,110,3,14,36,274,Seattle
2019,12,10,6,0,0,6,14,33,54,6,101,107,2,0,0,5,6,14,22,5,42,47,3,0,0,1,4,10,25,1,39,40,0,0,0,0,1,0,1,0,2,2,1,0,0,0,3,9,6,0,18,18,146,3,19,37,275,Seattle
2020,12,10,3,1,4,2,25,32,31,6,88,94,0,0,2,1,6,11,8,3,25,28,3,1,2,1,14,16,18,3,48,51,0,0,0,0,1,1,2,0,4,4,0,0,0,0,4,4,3,0,11,11,131,5,13,39,277,Seattle
2021,12,10,6,0,3,0,21,18,49,3,88,91,3,0,1,0,7,12,25,1,44,45,2,0,2,0,13,6,20,2,39,41,0,0,0,0,0,0,2,0,2,2,1,0,0,0,1,0,2,0,3,3,128,2,7,33,271,Seattle
2022,12,10,6,3,0,3,9,35,42,3,86,89,3,2,0,1,2,17,23,1,42,43,3,1,0,1,6,15,14,1,35,36,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,3,4,1,8,9,122,1,9,34,272,Seattle
2023,12,10,2,0,3,4,23,16,52,7,91,98,1,0,0,1,11,8,28,1,47,48,1,0,3,3,12,8,22,6,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,131,0,3,35,273,Seattle
2024,12,10,2,0,3,0,15,34,39,3,88,91,2,0,0,0,6,14,13,0,33,33,0,0,2,0,8,14,22,2,44,46,0,0,0,0,1,0,1,0,2,2,0,0,1,0,0,6,3,1,9,10,129,3,16,37,275,Seattle
2012,1,11,0,0,2,2,5,10,25,4,40,44,0,0,1,1,3,5,11,2,19,21,0,0,1,1,2,4,11,2,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,4,59,0,4,-298,-60,Seattle
2013,1,11,1,0,0,2,11,20,27,2,58,60,1,0,0,1,6,5,8,1,19,20,0,0,0,1,3,12,15,1,30,31,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,3,3,0,8,8,87,1,10,-296,-58,Seattle
2014,1,11,2,0,1,1,17,16,48,2,81,83,0,0,0,0,10,8,19,0,37,37,1,0,1,1,4,7,20,2,31,33,0,0,0,0,0,0,3,0,3,3,1,0,0,0,3,1,6,0,10,10,103,3,11,-295,-57,Seattle
2015,1,11,2,0,1,3,5,12,35,4,52,56,2,0,0,2,2,3,17,2,22,24,0,0,1,1,1,8,11,2,20,22,0,0,0,0,1,0,2,0,3,3,0,0,0,0,1,1,5,0,7,7,84,4,7,-294,-56,Seattle
2016,1,11,1,0,1,0,13,12,50,1,75,76,1,0,0,0,8,4,22,0,34,34,0,0,1,0,4,4,21,1,29,30,0,0,0,0,1,0,3,0,4,4,0,0,0,0,0,4,4,0,8,8,91,4,9,-300,-62,Seattle
2017,1,11,2,0,0,0,15,21,52,0,88,88,1,0,0,0,4,11,22,0,37,37,0,0,0,0,9,4,21,0,34,34,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,5,9,0,16,16,109,1,19,-298,-60,Seattle
2018,1,11,2,0,0,0,10,19,35,0,64,64,0,0,0,0,4,10,15,0,29,29,2,0,0,0,4,3,19,0,26,26,0,0,0,0,2,0,1,0,3,3,0,0,0,0,0,6,0,0,6,6,81,3,7,-297,-59,Seattle
2019,1,11,0,0,0,0,14,12,28,0,54,54,0,0,0,0,2,7,10,0,19,19,0,0,0,0,8,4,15,0,27,27,0,0,0,0,1,0,1,0,2,2,0,0,0,0,3,1,2,0,6,6,79,2,8,-296,-58,Seattle
2020,1,11,3,0,0,1,15,20,53,1,88,89,2,0,0,0,4,6,22,0,32,32,1,0,0,1,8,11,25,1,44,45,0,0,0,0,1,1,2,0,4,4,0,0,0,0,2,2,4,0,8,8,120,5,12,-295,-57,Seattle
2021,1,11,10,0,4,2,36,22,56,6,114,120,5,0,2,0,13,11,22,2,46,48,2,0,2,1,17,8,25,3,50,53,1,0,0,0,1,0,3,0,4,4,2,0,0,1,5,3,6,1,14,15,160,5,19,-300,-62,Seattle
2022,1,11,1,0,5,3,17,26,36,8,79,87,1,0,3,2,1,10,16,5,27,32,0,0,1,1,14,12,17,2,43,45,0,0,0,0,0,1,2,0,3,3,0,0,1,0,2,3,1,1,6,7,111,3,8,-299,-61,Seattle
2023,1,11,2,2,4,4,12,17,28,8,57,65,1,0,2,0,6,5,13,2,24,26,1,2,1,4,4,9,9,5,22,27,0,0,0,0,1,0,3,0,4,4,0,0,1,0,1,3,3,1,7,8,95,4,14,-298,-60,Seattle
2024,1,11,3,3,0,2,18,16,24,2,58,60,0,0,0,2,8,10,9,2,27,29,3,3,0,0,8,4,14,0,26,26,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0,4,4,90,1,5,-297,-59,Seattle
2012,2,11,5,0,1,0,9,10,39,1,58,59,4,0,0,0,1,4,25,0,30,30,1,0,0,0,6,6,11,0,23,23,0,0,0,0,1,0,2,0,3,3,0,0,1,0,1,0,1,1,2,3,75,3,4,-267,-29,Seattle
2013,2,11,2,0,1,0,14,9,21,1,44,45,1,0,0,0,8,6,12,0,26,26,1,0,1,0,4,3,5,1,12,13,0,0,0,0,0,0,3,0,3,3,0,0,0,0,2,0,1,0,3,3,64,3,3,-265,-27,Seattle
2014,2,11,2,0,2,0,9,16,42,2,67,69,0,0,0,0,7,10,21,0,38,38,2,0,2,0,1,3,9,2,13,15,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,3,10,0,14,14,93,4,16,-264,-26,Seattle
2015,2,11,0,0,0,0,9,9,37,0,55,55,0,0,0,0,1,8,22,0,31,31,0,0,0,0,5,1,10,0,16,16,0,0,0,0,0,0,2,0,2,2,0,0,0,0,3,0,3,0,6,6,71,4,9,-263,-25,Seattle
2016,2,11,0,0,1,0,13,16,52,1,81,82,0,0,0,0,9,8,25,0,42,42,0,0,0,0,2,3,19,0,24,24,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,5,7,1,14,15,97,1,15,-269,-31,Seattle
2017,2,11,0,0,1,3,11,17,43,4,71,75,0,0,0,2,8,9,28,2,45,47,0,0,1,1,2,7,11,2,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,6,6,91,0,6,-267,-29,Seattle
2018,2,11,1,0,0,0,6,14,55,0,75,75,1,0,0,0,4,9,38,0,51,51,0,0,0,0,2,4,14,0,20,20,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,3,3,92,1,5,-266,-28,Seattle
2019,2,11,0,0,0,0,8,12,19,0,39,39,0,0,0,0,6,9,13,0,28,28,0,0,0,0,2,3,4,0,9,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,53,1,1,-265,-27,Seattle
2020,2,11,5,3,1,3,18,24,36,4,78,82,2,1,0,0,7,15,18,0,40,40,3,2,1,3,6,7,10,4,23,27,0,0,0,0,1,1,3,0,5,5,0,0,0,0,4,1,5,0,10,10,121,6,13,-264,-26,Seattle
2021,2,11,4,0,4,4,17,24,33,8,74,82,1,0,3,0,4,14,15,3,33,36,3,0,1,4,10,8,14,5,32,37,0,0,0,0,1,0,1,0,2,2,0,0,0,0,2,2,3,0,7,7,104,2,10,-269,-31,Seattle
2022,2,11,1,1,5,4,15,45,58,9,118,127,0,1,1,2,4,24,30,3,58,61,0,0,4,2,9,17,22,6,48,54,0,0,0,0,2,0,3,0,5,5,1,0,0,0,0,4,3,0,7,7,177,7,12,-268,-30,Seattle
2023,2,11,2,1,1,4,12,15,39,5,66,71,1,0,0,2,7,11,21,2,39,41,1,1,0,1,5,4,15,1,24,25,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3,1,3,4,110,1,4,-267,-29,Seattle
2024,2,11,3,0,2,4,12,17,36,6,65,71,2,0,0,1,7,9,22,1,38,39,1,0,2,3,4,6,12,5,22,27,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,0,4,4,102,3,5,-266,-28,Seattle
2012,3,11,0,0,0,0,10,11,35,0,56,56,0,0,0,0,6,7,20,0,33,33,0,0,0,0,3,4,13,0,20,20,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,2,70,1,3,-238,0,Seattle
2013,3,11,0,0,0,0,11,16,32,0,59,59,0,0,0,0,9,13,23,0,45,45,0,0,0,0,1,3,5,0,9,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,0,4,4,77,1,4,-237,1,Seattle
2014,3,11,1,0,0,0,14,11,33,0,58,58,0,0,0,0,11,8,18,0,37,37,1,0,0,0,2,2,13,0,17,17,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,3,3,120,3,8,-236,2,Seattle
2015,3,11,2,0,2,1,7,7,26,3,40,43,2,0,0,0,5,6,12,0,23,23,0,0,2,0,1,0,10,2,11,13,0,0,0,1,0,0,2,1,2,3,0,0,0,0,1,1,2,0,4,4,66,3,5,-235,3,Seattle
2016,3,11,2,0,0,0,8,13,37,0,58,58,1,0,0,0,6,9,23,0,38,38,0,0,0,0,1,1,6,0,8,8,0,0,0,0,1,0,2,0,3,3,1,0,0,0,0,3,6,0,9,9,75,3,10,-240,-2,Seattle
2017,3,11,1,0,0,2,6,4,30,2,40,42,1,0,0,0,3,1,17,0,21,21,0,0,0,2,2,2,10,2,14,16,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,1,0,3,3,62,3,3,-239,-1,Seattle
2018,3,11,2,0,0,1,14,14,31,1,59,60,1,0,0,0,6,11,17,0,34,34,1,0,0,1,5,2,7,1,14,15,0,0,0,0,1,0,3,0,4,4,0,0,0,0,2,1,4,0,7,7,80,5,8,-238,0,Seattle
2019,3,11,1,0,0,1,12,13,26,1,51,52,0,0,0,1,10,8,11,1,29,30,1,0,0,0,1,2,15,0,18,18,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,3,3,66,1,3,-237,1,Seattle
2020,3,11,2,1,3,5,18,32,36,8,86,94,1,0,2,2,10,22,18,4,50,54,0,0,0,2,7,8,15,2,30,32,0,0,0,0,1,0,1,0,2,2,1,1,1,1,0,2,2,2,4,6,120,2,9,-235,3,Seattle
2021,3,11,4,0,3,4,27,30,35,7,92,99,3,0,3,3,9,16,23,6,48,54,1,0,0,1,16,12,12,1,40,41,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,2,2,130,2,3,-241,-3,Seattle
2022,3,11,1,1,0,4,12,33,58,4,103,107,1,1,0,1,5,20,30,1,55,56,0,0,0,2,5,12,23,2,40,42,0,0,0,0,1,0,3,0,4,4,0,0,0,1,1,1,2,1,4,5,146,4,5,-240,-2,Seattle
2023,3,11,3,1,1,1,9,17,40,2,66,68,2,1,1,0,5,8,28,1,41,42,1,0,0,1,3,8,12,1,23,24,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,97,1,1,-239,-1,Seattle
2024,3,11,5,0,0,2,15,16,32,2,63,65,2,0,0,1,7,11,15,1,33,34,2,0,0,1,8,3,14,1,25,26,0,0,0,0,0,2,2,0,4,4,1,0,0,0,0,0,1,0,1,1,106,5,3,-237,1,Seattle
2012,4,11,4,0,0,0,7,14,47,0,68,68,3,0,0,0,4,10,36,0,50,50,1,0,0,0,2,4,7,0,13,13,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,0,2,0,2,2,87,6,2,-207,31,Seattle
2013,4,11,0,0,0,0,14,11,31,0,56,56,0,0,0,0,11,10,24,0,45,45,0,0,0,0,2,0,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,4,75,1,5,-206,32,Seattle
2014,4,11,4,0,2,0,11,16,58,2,85,87,1,0,2,0,8,13,29,2,50,52,3,0,0,0,1,3,20,0,24,24,0,0,0,0,1,0,4,0,5,5,0,0,0,0,1,0,5,0,6,6,114,6,7,-205,33,Seattle
2015,4,11,0,0,1,1,9,13,39,2,61,63,0,0,0,0,7,11,29,0,47,47,0,0,1,1,2,2,6,2,10,12,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,2,2,102,4,5,-204,34,Seattle
2016,4,11,0,0,0,0,25,14,34,0,73,73,0,0,0,0,16,11,22,0,49,49,0,0,0,0,7,1,6,0,14,14,0,0,0,0,1,1,3,0,5,5,0,0,0,0,1,1,3,0,5,5,85,5,5,-209,29,Seattle
2017,4,11,1,0,0,0,12,12,52,0,76,76,1,0,0,0,11,9,35,0,55,55,0,0,0,0,0,3,11,0,14,14,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,4,0,5,5,98,3,6,-208,30,Seattle
2018,4,11,1,0,1,0,19,14,38,1,71,72,1,0,1,0,14,10,28,1,52,53,0,0,0,0,4,1,8,0,13,13,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,2,0,5,5,89,2,5,-207,31,Seattle
2019,4,11,0,0,0,0,7,11,34,0,52,52,0,0,0,0,5,9,21,0,35,35,0,0,0,0,2,2,10,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,65,0,3,-206,32,Seattle
2020,4,11,4,0,4,4,20,23,41,8,84,92,2,0,2,2,11,17,34,4,62,66,2,0,2,1,8,4,4,3,16,19,0,0,0,0,0,1,2,0,3,3,0,0,0,1,1,1,1,1,3,4,131,5,4,-204,34,Seattle
2021,4,11,3,0,2,6,15,20,27,8,62,70,1,0,1,1,12,15,19,2,46,48,2,0,1,4,3,3,7,5,13,18,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,1,2,3,94,1,6,-210,28,Seattle
2022,4,11,6,3,0,4,22,30,68,4,120,124,4,3,0,2,13,23,51,2,87,89,2,0,0,2,6,6,13,2,25,27,0,0,0,0,1,1,1,0,3,3,0,0,0,0,2,0,3,0,5,5,168,4,6,-209,29,Seattle
2023,4,11,3,1,1,2,20,22,26,3,68,71,1,1,1,2,12,17,20,3,49,52,1,0,0,0,8,4,6,0,18,18,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,114,2,2,-208,30,Seattle
2024,4,11,2,0,1,3,16,16,24,4,56,60,2,0,1,3,11,12,16,4,39,43,0,0,0,0,3,4,6,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,4,77,0,5,-206,32,Seattle
2012,5,11,2,0,0,0,13,18,36,0,67,67,1,0,0,0,11,17,26,0,54,54,0,0,0,0,1,1,5,0,7,7,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,5,0,5,5,86,2,7,-177,61,Seattle
2013,5,11,0,0,0,2,8,14,42,2,64,66,0,0,0,1,4,8,29,1,41,42,0,0,0,0,2,3,7,0,12,12,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,3,5,1,10,11,80,1,14,-176,62,Seattle
2014,5,11,1,0,0,2,5,18,55,2,78,80,0,0,0,2,5,14,40,2,59,61,0,0,0,0,0,3,11,0,14,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,5,5,103,1,7,-175,63,Seattle
2015,5,11,2,0,1,0,20,7,21,1,48,49,0,0,0,0,15,5,16,0,36,36,1,0,1,0,2,1,5,1,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,4,4,75,0,7,-174,64,Seattle
2016,5,11,2,0,1,0,16,10,32,1,58,59,2,0,1,0,13,8,21,1,42,43,0,0,0,0,0,1,6,0,7,7,0,0,0,0,1,0,1,0,2,2,0,0,0,0,2,1,4,0,7,7,84,2,9,-179,59,Seattle
2017,5,11,2,0,2,0,9,20,27,2,56,58,1,0,0,0,6,17,21,0,44,44,1,0,2,0,2,3,3,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,4,77,0,4,-178,60,Seattle
2018,5,11,0,0,0,1,14,19,34,1,67,68,0,0,0,0,12,13,28,0,53,53,0,0,0,0,2,4,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,5,6,91,0,7,-177,61,Seattle
2019,5,11,4,0,2,1,14,26,32,3,72,75,4,0,1,0,10,22,23,1,55,56,0,0,1,1,4,1,6,2,11,13,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,3,1,0,4,4,122,2,8,-176,62,Seattle
2020,5,11,5,0,1,4,26,26,32,5,84,89,4,0,1,1,21,18,24,2,63,65,1,0,0,3,4,6,4,3,14,17,0,0,0,0,0,2,2,0,4,4,0,0,0,0,1,0,2,0,3,3,479,4,12,-174,64,Seattle
