year,month,day,crime_disorder,crime_gun,crime_robbery,crime_aggravated_assault,crime_burglary,crime_theft,crime_mv_theft,crime_violent,crime_property,crime_index,crime_disorder_day,crime_gun_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_theft_day,crime_mv_theft_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_gun_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_theft_night,crime_mv_theft_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_gun_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_theft_is_sunrise,crime_mv_theft_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_gun_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_theft_is_sunset,crime_mv_theft_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2012,1,10,1,1,0,1,15,14,19,1,48,49,1,0,0,0,7,4,4,0,15,15,0,1,0,1,5,6,13,1,24,25,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,4,2,0,8,8,70,1,9,-299,-61,Seattle
2013,1,10,0,0,1,0,9,16,31,1,56,57,0,0,1,0,2,8,15,1,25,26,0,0,0,0,0,6,11,0,17,17,0,0,0,0,1,0,0,0,1,1,0,0,0,0,6,2,5,0,13,13,69,1,14,-297,-59,Seattle
2014,1,10,0,0,1,2,13,11,36,3,60,63,0,0,1,1,1,7,16,2,24,26,0,0,0,1,8,4,16,1,28,29,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,0,3,0,7,7,76,2,9,-296,-58,Seattle
2015,1,10,1,0,2,1,4,12,55,3,71,74,0,0,1,0,2,5,19,1,26,27,0,0,1,1,2,5,33,2,40,42,0,0,0,0,0,1,1,0,2,2,1,0,0,0,0,1,2,0,3,3,96,2,5,-295,-57,Seattle
2016,1,10,1,0,1,3,14,14,39,4,67,71,0,0,0,1,8,8,24,1,40,41,1,0,1,2,6,5,11,3,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,5,89,0,5,-301,-63,Seattle
2017,1,10,2,0,1,0,13,15,43,1,71,72,0,0,1,0,8,9,20,1,37,38,1,0,0,0,4,4,17,0,25,25,1,0,0,0,0,0,3,0,3,3,0,0,0,0,1,2,3,0,6,6,92,4,6,-299,-61,Seattle
2018,1,10,2,1,0,1,16,25,38,1,79,80,1,0,0,1,9,13,15,1,37,38,1,1,0,0,6,5,18,0,29,29,0,0,0,0,0,2,4,0,6,6,0,0,0,0,1,5,1,0,7,7,101,7,8,-298,-60,Seattle
2019,1,10,1,0,1,0,13,27,41,1,81,82,1,0,0,0,9,12,20,0,41,41,0,0,0,0,2,9,16,0,27,27,0,0,0,0,0,1,2,0,3,3,0,0,1,0,2,5,3,1,10,11,105,5,14,-297,-59,Seattle
2020,1,10,4,0,4,2,14,29,54,6,97,103,3,0,1,1,6,14,26,2,46,48,1,0,2,1,7,13,25,3,45,48,0,0,0,0,0,1,2,0,3,3,0,0,1,0,1,1,1,1,3,4,144,3,5,-296,-58,Seattle
2021,1,10,3,1,3,8,18,19,34,11,71,82,1,0,2,4,8,8,17,6,33,39,2,0,0,3,9,9,13,3,31,34,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,2,3,2,6,8,120,1,11,-301,-63,Seattle
2022,1,10,5,1,4,4,20,21,52,8,93,101,2,0,1,2,7,12,28,3,47,50,3,0,3,2,12,5,22,5,39,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,0,7,7,136,1,12,-300,-62,Seattle
2023,1,10,6,1,0,1,10,32,42,1,84,85,1,1,0,0,3,13,18,0,34,34,5,0,0,0,5,13,18,0,36,36,0,0,0,1,0,1,2,1,3,4,0,0,0,0,2,5,4,0,11,11,121,6,14,-299,-61,Seattle
2024,1,10,3,0,1,4,21,25,53,5,99,104,1,0,0,3,5,10,25,3,40,43,2,0,0,1,15,13,24,1,52,53,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,1,4,1,5,6,142,3,9,-298,-60,Seattle
2012,2,10,2,0,0,1,7,15,28,1,50,51,1,0,0,1,3,8,13,1,24,25,1,0,0,0,3,3,8,0,14,14,0,0,0,0,0,0,5,0,5,5,0,0,0,0,1,4,2,0,7,7,72,5,7,-268,-30,Seattle
2013,2,10,3,0,1,0,13,10,22,1,45,46,2,0,0,0,7,5,8,0,20,20,0,0,1,0,4,4,8,1,16,17,0,0,0,0,0,0,3,0,3,3,1,0,0,0,2,1,3,0,6,6,63,3,8,-266,-28,Seattle
2014,2,10,3,0,0,0,13,23,46,0,82,82,3,0,0,0,9,15,24,0,48,48,0,0,0,0,3,6,19,0,28,28,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,2,0,5,5,104,1,7,-265,-27,Seattle
2015,2,10,2,0,0,2,8,8,54,2,70,72,1,0,0,0,4,3,26,0,33,33,1,0,0,1,3,5,18,1,26,27,0,0,0,1,1,0,4,1,5,6,0,0,0,0,0,0,6,0,6,6,97,7,8,-264,-26,Seattle
2016,2,10,0,0,0,0,9,11,62,0,82,82,0,0,0,0,7,6,31,0,44,44,0,0,0,0,2,4,18,0,24,24,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,1,5,0,6,6,101,9,8,-270,-32,Seattle
2017,2,10,0,0,0,0,13,22,34,0,69,69,0,0,0,0,6,8,19,0,33,33,0,0,0,0,5,9,8,0,22,22,0,0,0,0,1,2,3,0,6,6,0,0,0,0,1,3,4,0,8,8,85,7,11,-268,-30,Seattle
2018,2,10,3,0,0,1,13,19,44,1,76,77,0,0,0,0,11,13,26,0,50,50,3,0,0,1,2,3,14,1,19,20,0,0,0,0,0,1,3,0,4,4,0,0,0,0,0,2,1,0,3,3,101,6,5,-267,-29,Seattle
2019,2,10,0,0,0,0,9,13,20,0,42,42,0,0,0,0,5,6,11,0,22,22,0,0,0,0,3,6,4,0,13,13,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,4,0,6,6,57,2,7,-266,-28,Seattle
2020,2,10,2,1,0,2,26,33,33,2,92,94,1,0,0,0,8,23,16,0,47,47,1,1,0,2,16,9,14,2,39,41,0,0,0,0,0,1,1,0,2,2,0,0,0,0,2,0,2,0,4,4,135,4,9,-265,-27,Seattle
2021,2,10,9,0,4,7,23,32,42,11,97,108,5,0,3,3,8,18,23,6,49,55,3,0,1,4,13,7,15,5,35,40,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,7,4,0,11,11,158,2,12,-270,-32,Seattle
2022,2,10,0,2,2,6,20,32,44,8,96,104,0,1,1,2,9,21,19,3,49,52,0,1,1,3,9,6,20,4,35,39,0,0,0,0,2,0,1,0,3,3,0,0,0,1,0,5,4,1,9,10,137,4,13,-269,-31,Seattle
2023,2,10,5,0,5,7,20,13,45,12,78,90,4,0,3,2,11,9,28,5,48,53,1,0,1,4,8,3,14,5,25,30,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,3,1,5,6,130,1,8,-268,-30,Seattle
2024,2,10,2,1,0,6,20,28,67,6,115,121,1,0,0,0,7,15,28,0,50,50,1,1,0,6,12,11,30,6,53,59,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,2,8,0,10,10,164,3,13,-267,-29,Seattle
2012,3,10,2,0,2,3,12,17,27,5,56,61,2,0,0,2,9,13,12,2,34,36,0,0,2,1,3,2,12,3,17,20,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,2,0,4,4,93,1,4,-239,-1,Seattle
2013,3,10,2,0,0,0,8,6,41,0,55,55,1,0,0,0,7,4,24,0,35,35,1,0,0,0,0,2,12,0,14,14,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,3,0,4,4,68,2,4,-238,0,Seattle
2014,3,10,0,0,1,0,16,12,26,1,54,55,0,0,1,0,12,8,14,1,34,35,0,0,0,0,4,1,9,0,14,14,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,2,0,5,5,103,3,8,-237,1,Seattle
2015,3,10,1,1,1,0,12,16,20,1,48,49,1,1,1,0,8,9,10,1,27,28,0,0,0,0,4,5,9,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,66,0,3,-236,2,Seattle
2016,3,10,0,0,0,0,11,11,42,0,64,64,0,0,0,0,7,9,26,0,42,42,0,0,0,0,2,2,13,0,17,17,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,0,2,0,3,3,77,2,4,-241,-3,Seattle
2017,3,10,5,0,1,1,10,21,32,2,63,65,2,0,1,1,9,6,23,2,38,40,2,0,0,0,0,9,7,0,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,9,9,98,1,13,-240,-2,Seattle
2018,3,10,1,0,3,1,13,13,21,4,47,51,1,0,0,1,7,11,11,1,29,30,0,0,2,0,2,1,8,2,11,13,0,0,0,0,1,0,1,0,2,2,0,0,1,0,3,1,1,1,5,6,67,2,6,-239,-1,Seattle
2019,3,10,1,0,0,0,10,12,41,0,63,63,1,0,0,0,5,8,23,0,36,36,0,0,0,0,5,3,16,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,75,1,3,-238,0,Seattle
2020,3,10,7,3,2,6,24,32,23,8,79,87,4,1,1,5,12,20,15,6,47,53,3,2,0,1,10,8,6,1,24,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,1,8,9,132,0,12,-236,2,Seattle
2021,3,10,4,0,4,1,19,27,47,5,93,98,3,0,1,1,11,19,28,2,58,60,1,0,3,0,8,4,15,3,27,30,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,3,3,0,6,6,132,2,8,-242,-4,Seattle
2022,3,10,3,1,3,1,13,25,47,4,85,89,2,0,2,0,6,15,31,2,52,54,1,0,1,0,7,8,14,1,29,30,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,2,1,1,3,4,121,2,9,-241,-3,Seattle
2023,3,10,6,1,2,2,15,18,41,4,74,78,4,1,1,2,7,8,23,3,38,41,1,0,1,0,6,9,17,1,32,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,4,4,121,2,9,-240,-2,Seattle
2024,3,10,7,0,0,4,22,19,41,4,82,86,5,0,0,2,12,11,30,2,53,55,2,0,0,2,10,5,9,2,24,26,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2,0,4,4,122,1,4,-238,0,Seattle
2012,4,10,1,0,1,0,9,11,40,1,60,61,1,0,1,0,8,7,32,1,47,48,0,0,0,0,0,1,2,0,3,3,0,0,0,0,1,2,1,0,4,4,0,0,0,0,0,1,5,0,6,6,87,5,8,-208,30,Seattle
2013,4,10,2,0,0,2,12,18,32,2,62,64,2,0,0,2,6,11,22,2,39,41,0,0,0,0,4,5,5,0,14,14,0,0,0,0,1,0,2,0,3,3,0,0,0,0,1,2,3,0,6,6,81,3,8,-207,31,Seattle
2014,4,10,0,0,0,1,9,11,61,1,81,82,0,0,0,0,7,9,41,0,57,57,0,0,0,1,1,2,12,1,15,16,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,0,6,0,6,6,115,3,14,-206,32,Seattle
2015,4,10,3,0,1,0,10,14,51,1,75,76,1,0,1,0,6,9,39,1,54,55,1,0,0,0,4,4,6,0,14,14,0,0,0,0,0,1,4,0,5,5,1,0,0,0,0,0,2,0,2,2,109,5,4,-205,33,Seattle
2016,4,10,3,0,1,0,5,7,35,1,47,48,2,0,0,0,5,5,22,0,32,32,1,0,0,0,0,2,10,0,12,12,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,1,1,1,2,67,2,2,-210,28,Seattle
2017,4,10,0,0,0,0,16,10,48,0,74,74,0,0,0,0,10,7,36,0,53,53,0,0,0,0,3,2,9,0,14,14,0,0,0,0,1,1,1,0,3,3,0,0,0,0,2,0,2,0,4,4,106,3,5,-209,29,Seattle
2018,4,10,0,0,1,0,12,15,43,1,70,71,0,0,0,0,9,13,28,0,50,50,0,0,0,0,2,2,10,0,14,14,0,0,0,0,0,0,3,0,3,3,0,0,1,0,1,0,2,1,3,4,91,3,5,-208,30,Seattle
2019,4,10,1,0,0,0,7,22,29,0,58,58,1,0,0,0,4,13,21,0,38,38,0,0,0,0,2,5,3,0,10,10,0,0,0,0,1,3,3,0,7,7,0,0,0,0,0,1,2,0,3,3,70,8,4,-207,31,Seattle
2020,4,10,2,1,3,2,26,14,46,5,86,91,1,0,3,1,14,9,35,4,58,62,0,1,0,1,12,4,8,1,24,25,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,1,1,0,2,2,137,3,7,-205,33,Seattle
2021,4,10,4,0,0,2,28,23,36,2,87,89,4,0,0,1,17,18,21,1,56,57,0,0,0,0,9,3,12,0,24,24,0,0,0,1,0,0,3,1,3,4,0,0,0,0,2,2,0,0,4,4,117,4,8,-211,27,Seattle
2022,4,10,5,1,4,5,19,16,44,9,79,88,4,0,0,4,12,13,22,4,47,51,0,1,4,1,6,3,18,5,27,32,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,0,3,0,3,3,125,5,6,-210,28,Seattle
2023,4,10,6,2,1,3,15,22,32,4,69,73,5,2,0,1,7,15,23,1,45,46,1,0,1,1,7,5,7,2,19,21,0,0,0,0,0,1,1,0,2,2,0,0,0,1,1,1,1,1,3,4,102,4,4,-209,29,Seattle
2024,4,10,1,0,0,5,10,15,43,5,68,73,1,0,0,4,0,10,31,4,41,45,0,0,0,1,9,1,7,1,17,18,0,0,0,0,1,1,3,0,5,5,0,0,0,0,0,3,2,0,5,5,113,5,6,-207,31,Seattle
2012,5,10,2,0,0,0,7,8,37,0,52,52,1,0,0,0,7,7,31,0,45,45,1,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,2,0,3,3,65,2,4,-178,60,Seattle
2013,5,10,1,0,1,1,20,13,41,2,74,76,0,0,0,1,15,10,33,1,58,59,1,0,0,0,3,1,5,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,1,7,8,89,0,8,-177,61,Seattle
2014,5,10,1,0,0,0,5,14,47,0,66,66,0,0,0,0,5,7,36,0,48,48,0,0,0,0,0,2,9,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,7,7,88,1,9,-176,62,Seattle
2015,5,10,2,0,1,2,10,13,47,3,70,73,1,0,1,1,9,11,37,2,57,59,1,0,0,1,1,2,6,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,84,0,4,-175,63,Seattle
2016,5,10,0,0,0,0,12,19,46,0,77,77,0,0,0,0,10,16,41,0,67,67,0,0,0,0,1,2,1,0,4,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,3,0,5,5,98,2,6,-180,58,Seattle
2017,5,10,1,0,0,0,12,16,26,0,54,54,1,0,0,0,10,15,18,0,43,43,0,0,0,0,1,1,3,0,5,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,5,0,5,5,68,1,5,-179,59,Seattle
2018,5,10,1,0,0,0,10,18,36,0,64,64,1,0,0,0,9,16,25,0,50,50,0,0,0,0,0,0,7,0,7,7,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,3,0,6,6,81,1,6,-178,60,Seattle
2019,5,10,4,0,3,4,13,25,32,7,70,77,3,0,2,1,7,18,28,3,53,56,1,0,1,3,5,5,4,4,14,18,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,2,2,109,1,5,-177,61,Seattle
2020,5,10,2,0,7,6,16,15,25,13,56,69,1,0,6,2,9,10,16,8,35,43,0,0,1,2,7,3,8,3,18,21,0,0,0,0,0,1,1,0,2,2,1,0,0,2,0,1,0,2,1,3,211,2,12,-175,63,Seattle
2021,5,10,2,0,2,5,24,22,86,7,132,139,2,0,1,4,12,21,73,5,106,111,0,0,0,0,11,0,4,0,15,15,0,0,0,0,1,0,3,0,4,4,0,0,1,1,0,1,6,2,7,9,176,4,12,-181,57,Seattle
2022,5,10,2,1,0,4,25,20,45,4,90,94,1,1,0,4,18,15,35,4,68,72,1,0,0,0,7,2,9,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,4,123,1,6,-180,58,Seattle
2023,5,10,3,0,3,4,24,12,54,7,90,97,2,0,2,2,12,9,38,4,59,63,0,0,1,1,10,1,12,2,23,25,0,0,0,0,0,0,1,0,1,1,1,0,0,1,2,2,3,1,7,8,135,1,9,-179,59,Seattle
2024,5,10,7,0,1,3,15,26,41,4,82,86,4,0,1,3,10,19,31,4,60,64,2,0,0,0,5,4,5,0,14,14,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,4,0,7,7,122,1,9,-177,61,Seattle
2012,6,10,3,0,1,3,8,13,30,4,51,55,3,0,1,2,4,9,22,3,35,38,3,0,1,3,8,13,30,4,51,55,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,81,3,0,-147,91,Seattle
2013,6,10,2,0,0,1,23,17,46,1,86,87,2,0,0,0,19,10,39,0,68,68,2,0,0,1,23,17,46,1,86,87,0,0,0,0,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,105,3,0,-146,92,Seattle
2014,6,10,1,1,0,0,9,14,53,0,76,76,1,1,0,0,7,10,42,0,59,59,1,1,0,0,9,14,53,0,76,76,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,105,3,0,-145,93,Seattle
2015,6,10,1,0,0,0,16,16,36,0,68,68,0,0,0,0,16,15,30,0,61,61,1,0,0,0,16,16,36,0,68,68,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,96,2,0,-144,94,Seattle
2016,6,10,1,0,0,0,8,15,47,0,70,70,1,0,0,0,6,12,34,0,52,52,1,0,0,0,8,15,47,0,70,70,0,0,0,0,0,1,3,0,4,4,0,0,0,0,0,0,0,0,0,0,83,5,0,-149,89,Seattle
2017,6,10,0,1,0,2,9,11,47,2,67,69,0,1,0,1,9,10,41,1,60,61,0,1,0,2,9,11,47,2,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,-148,90,Seattle
2018,6,10,0,0,1,0,10,18,42,1,70,71,0,0,0,0,6,12,38,0,56,56,0,0,1,0,10,18,42,1,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,-147,91,Seattle
2019,6,10,3,0,2,2,17,33,42,4,92,96,1,0,2,1,12,28,35,3,75,78,3,0,2,2,17,33,42,4,92,96,0,0,0,0,2,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,132,4,0,-146,92,Seattle
2020,6,10,4,1,1,3,16,14,27,4,57,61,3,0,1,1,9,10,23,2,42,44,4,1,1,3,16,14,27,4,57,61,1,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,115,4,0,-144,94,Seattle
2021,6,10,0,0,3,7,13,32,33,10,78,88,0,0,2,6,9,28,23,8,60,68,0,0,3,7,13,32,33,10,78,88,0,0,0,0,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,128,4,0,-150,88,Seattle
2022,6,10,7,0,0,4,19,32,44,4,95,99,5,0,0,3,11,26,36,3,73,76,7,0,0,4,19,32,44,4,95,99,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,141,4,0,-149,89,Seattle
2023,6,10,4,0,2,8,17,18,42,10,77,87,4,0,1,4,10,14,30,5,54,59,4,0,2,8,17,18,42,10,77,87,0,0,1,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,114,3,0,-148,90,Seattle
2024,6,10,2,3,2,7,29,24,39,9,92,101,1,2,2,4,21,21,29,6,71,77,2,3,2,7,29,24,39,9,92,101,0,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,128,5,0,-146,92,Seattle
2012,7,10,1,1,0,1,5,16,32,1,53,54,1,1,0,0,4,15,29,0,48,48,0,0,0,1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,3,3,80,1,6,-117,121,Seattle
2013,7,10,1,0,0,1,13,22,27,1,62,63,1,0,0,1,13,19,23,1,55,56,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2,0,4,4,84,1,6,-116,122,Seattle
2014,7,10,1,0,1,0,12,13,39,1,64,65,1,0,1,0,11,11,33,1,55,56,0,0,0,0,0,0,3,0,3,3,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,3,0,4,4,79,2,4,-115,123,Seattle
2015,7,10,1,1,1,0,12,18,34,1,64,65,0,0,1,0,10,11,26,1,47,48,1,0,0,0,0,3,4,0,7,7,0,0,0,0,1,0,1,0,2,2,0,1,0,0,1,4,3,0,8,8,80,2,11,-114,124,Seattle
2016,7,10,0,0,0,1,10,14,45,1,69,70,0,0,0,0,9,10,34,0,53,53,0,0,0,1,1,3,8,1,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,4,93,0,6,-119,119,Seattle
2017,7,10,2,0,0,0,15,17,55,0,87,87,1,0,0,0,11,16,47,0,74,74,1,0,0,0,3,1,1,0,5,5,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,5,0,6,6,114,2,7,-118,120,Seattle
2018,7,10,0,0,0,0,9,19,35,0,63,63,0,0,0,0,8,16,28,0,52,52,0,0,0,0,1,1,2,0,4,4,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,2,1,0,3,3,83,4,5,-117,121,Seattle
2019,7,10,2,0,3,0,23,21,42,3,86,89,2,0,3,0,13,19,34,3,66,69,0,0,0,0,9,2,6,0,17,17,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,1,1,128,5,5,-116,122,Seattle
2020,7,10,2,0,3,5,21,19,36,8,76,84,1,0,1,4,17,16,24,5,57,62,1,0,2,1,3,2,6,3,11,14,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,4,0,6,6,121,3,8,-114,124,Seattle
2021,7,10,6,2,3,3,23,28,43,6,94,100,4,0,2,3,17,20,31,5,68,73,1,1,1,0,4,6,8,1,18,19,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,2,3,0,7,7,141,2,9,-120,118,Seattle
2022,7,10,2,1,1,4,11,29,45,5,85,90,1,1,0,4,6,24,34,4,64,68,0,0,1,0,5,2,4,1,11,12,0,0,0,0,0,0,5,0,5,5,1,0,0,0,0,3,2,0,5,5,125,7,8,-119,119,Seattle
2023,7,10,1,1,2,4,16,13,48,6,77,83,1,0,2,3,11,10,44,5,65,70,0,1,0,0,3,3,3,0,9,9,0,0,0,1,1,0,0,1,1,2,0,0,0,0,1,0,1,0,2,2,123,2,2,-118,120,Seattle
2024,7,10,4,0,2,4,16,22,31,6,69,75,2,0,2,1,12,20,25,3,57,60,2,0,0,2,3,2,3,2,8,10,0,0,0,0,0,0,2,0,2,2,0,0,0,1,1,0,1,1,2,3,103,3,7,-116,122,Seattle
2012,8,10,3,0,2,1,3,16,24,3,43,46,3,0,2,0,3,14,19,2,36,38,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,5,1,5,6,62,1,8,-86,152,Seattle
2013,8,10,1,0,1,0,7,18,49,1,74,75,1,0,0,0,6,10,33,0,49,49,0,0,0,0,1,5,12,0,18,18,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,3,3,1,6,7,85,1,7,-85,153,Seattle
2014,8,10,2,0,1,1,18,17,50,2,85,87,1,0,0,0,12,10,42,0,64,64,1,0,1,1,5,7,4,2,16,18,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,4,4,115,1,7,-84,154,Seattle
2015,8,10,2,0,0,1,7,20,38,1,65,66,2,0,0,1,6,14,25,1,45,46,0,0,0,0,0,2,6,0,8,8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,4,6,0,11,11,86,1,14,-83,155,Seattle
2016,8,10,2,0,2,0,8,12,39,2,59,61,1,0,2,0,6,11,26,2,43,45,1,0,0,0,1,0,6,0,7,7,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,6,0,8,8,76,1,8,-88,150,Seattle
2017,8,10,0,0,0,0,11,24,42,0,77,77,0,0,0,0,9,21,25,0,55,55,0,0,0,0,2,0,11,0,13,13,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,3,4,0,7,7,97,2,8,-87,151,Seattle
2018,8,10,1,0,0,1,8,25,34,1,67,68,1,0,0,1,7,18,19,1,44,45,0,0,0,0,1,5,9,0,15,15,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,2,3,0,5,5,92,3,6,-86,152,Seattle
2019,8,10,3,0,2,3,15,26,58,5,99,104,1,0,0,0,8,20,40,0,68,68,1,0,1,3,5,5,12,4,22,26,0,0,0,0,0,0,2,0,2,2,1,0,1,0,2,1,4,1,7,8,136,2,12,-85,153,Seattle
2020,8,10,6,1,4,3,30,22,53,7,105,112,4,0,2,0,23,19,39,2,81,83,2,1,1,1,5,2,8,2,15,17,0,0,1,0,1,0,2,1,3,4,0,0,0,2,1,1,4,2,6,8,181,4,12,-83,155,Seattle
2021,8,10,5,0,2,6,12,19,41,8,72,80,3,0,2,5,7,12,28,7,47,54,1,0,0,1,5,3,10,1,18,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,7,7,133,0,13,-89,149,Seattle
2022,8,10,4,1,1,3,20,38,40,4,98,102,3,0,0,3,12,34,27,3,73,76,1,1,1,0,7,3,11,1,21,22,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,3,3,139,1,5,-88,150,Seattle
2023,8,10,3,1,2,7,9,18,47,9,74,83,1,1,2,5,5,12,32,7,49,56,1,0,0,1,3,3,9,1,15,16,0,0,0,0,1,0,1,0,2,2,1,0,0,1,0,3,5,1,8,9,127,2,13,-87,151,Seattle
2024,8,10,4,1,2,4,18,20,40,6,78,84,4,0,0,0,9,13,33,0,55,55,0,1,1,2,7,5,6,3,18,21,0,0,0,1,1,0,0,1,1,2,0,0,1,1,1,2,1,2,4,6,122,2,6,-85,153,Seattle
2012,9,10,1,0,1,1,9,18,23,2,50,52,1,0,0,0,7,17,17,0,41,41,0,0,1,1,2,0,5,2,7,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,73,1,1,-55,183,Seattle
2013,9,10,0,0,0,1,13,20,26,1,59,60,0,0,0,1,11,18,18,1,47,48,0,0,0,0,1,1,4,0,6,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,3,0,5,5,69,1,5,-54,184,Seattle
2014,9,10,0,0,2,0,8,13,34,2,55,57,0,0,2,0,5,5,19,2,29,31,0,0,0,0,2,5,10,0,17,17,0,0,0,0,1,0,3,0,4,4,0,0,0,0,0,3,2,0,5,5,73,4,5,-53,185,Seattle
2015,9,10,2,1,1,2,13,13,37,3,63,66,0,1,0,0,9,8,27,0,44,44,0,0,1,1,3,2,7,2,12,14,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,3,3,0,7,7,76,1,11,-52,186,Seattle
